bucket,file,total_lines,size_bytes,peak_rss_kb,iteration,load_ms,modify_ms,save_ms,total_ms
Small (<100 lines),ulimits.yml,8,128,4600,15,0.055554,0.001288,0.110066,0.166908
Small (<100 lines),ulimits.yml,8,128,4600,16,0.051975,0.001097,0.090886,0.143958
Small (<100 lines),ulimits.yml,8,128,4600,17,0.051522,0.001146,0.090033,0.142701
Small (<100 lines),ulimits.yml,8,128,4600,18,0.052125,0.001164,0.089936,0.143225
Small (<100 lines),ulimits.yml,8,128,4600,19,0.051424,0.001164,0.090357,0.142945
Small (<100 lines),ulimits.yml,8,128,4600,20,0.05087,0.001008,0.083401,0.135279
Small (<100 lines),ulimits.yml,8,128,4600,21,0.047923,0.001013,0.081464,0.1304
Small (<100 lines),ulimits.yml,8,128,4600,22,0.046758,0.001003,0.080535,0.128296
Small (<100 lines),ulimits.yml,8,128,4600,23,0.043991,0.000967,0.076664,0.121622
Small (<100 lines),ulimits.yml,8,128,4600,24,0.044436,0.000993,0.076244,0.121673
Small (<100 lines),ulimits.yml,8,128,4600,25,0.045337,0.000988,0.076064,0.122389
Small (<100 lines),ulimits.yml,8,128,4600,26,0.044751,0.000946,0.079872,0.125569
Small (<100 lines),ulimits.yml,8,128,4600,27,0.045632,0.00104,0.078111,0.124783
Small (<100 lines),ulimits.yml,8,128,4600,28,0.04531,0.000957,0.076718,0.122985
Small (<100 lines),ulimits.yml,8,128,4600,29,0.044388,0.000983,0.076371,0.121742
Small (<100 lines),unknown-properties.yml,9,201,4596,0,0.181916,0.005531,0.211975,0.399422
Small (<100 lines),unknown-properties.yml,9,201,4596,1,0.067229,0.001261,0.11828,0.18677
Small (<100 lines),unknown-properties.yml,9,201,4596,2,0.060223,0.001168,0.106468,0.167859
Small (<100 lines),unknown-properties.yml,9,201,4596,3,0.058333,0.001115,0.101958,0.161406
Small (<100 lines),unknown-properties.yml,9,201,4596,4,0.05799,0.001057,0.098379,0.157426
Small (<100 lines),unknown-properties.yml,9,201,4596,5,0.057972,0.001073,0.107968,0.167013
Small (<100 lines),unknown-properties.yml,9,201,4596,6,0.057659,0.001088,0.098845,0.157592
Small (<100 lines),unknown-properties.yml,9,201,4596,7,0.056994,0.001021,0.097051,0.155066
Small (<100 lines),unknown-properties.yml,9,201,4596,8,0.057087,0.000972,0.098126,0.156185
Small (<100 lines),unknown-properties.yml,9,201,4596,9,0.060283,0.001085,0.10263,0.163998
Small (<100 lines),unknown-properties.yml,9,201,4596,10,0.060015,0.001131,0.109562,0.170708
Small (<100 lines),unknown-properties.yml,9,201,4596,11,0.065631,0.001284,0.110041,0.176956
Small (<100 lines),unknown-properties.yml,9,201,4596,12,0.062982,0.001178,0.108051,0.172211
Small (<100 lines),unknown-properties.yml,9,201,4596,13,0.062156,0.001175,0.104818,0.168149
Small (<100 lines),unknown-properties.yml,9,201,4596,14,0.061665,0.001136,0.107064,0.169865
Small (<100 lines),unknown-properties.yml,9,201,4596,15,0.064304,0.001185,0.109497,0.174986
Small (<100 lines),unknown-properties.yml,9,201,4596,16,0.063536,0.001189,0.11022,0.174945
Small (<100 lines),unknown-properties.yml,9,201,4596,17,0.063018,0.001198,0.118906,0.183122
Small (<100 lines),unknown-properties.yml,9,201,4596,18,0.065776,0.001319,0.118441,0.185536
Small (<100 lines),unknown-properties.yml,9,201,4596,19,0.069332,0.001253,0.118362,0.188947
Small (<100 lines),unknown-properties.yml,9,201,4596,20,0.070769,0.001324,0.120242,0.192335
Small (<100 lines),unknown-properties.yml,9,201,4596,21,0.070043,0.0013,0.121208,0.192551
Small (<100 lines),unknown-properties.yml,9,201,4596,22,0.070823,0.001299,0.119562,0.191684
Small (<100 lines),unknown-properties.yml,9,201,4596,23,0.05443,0.001019,0.092633,0.148082
Small (<100 lines),unknown-properties.yml,9,201,4596,24,0.054222,0.000991,0.095768,0.150981
Small (<100 lines),unknown-properties.yml,9,201,4596,25,0.05424,0.001002,0.092322,0.147564
Small (<100 lines),unknown-properties.yml,9,201,4596,26,0.054333,0.000961,0.094273,0.149567
Small (<100 lines),unknown-properties.yml,9,201,4596,27,0.05426,0.000946,0.092266,0.147472
Small (<100 lines),unknown-properties.yml,9,201,4596,28,0.0553,0.000962,0.089364,0.145626
Small (<100 lines),unknown-properties.yml,9,201,4596,29,0.054127,0.00096,0.095336,0.150423
Small (<100 lines),volumes-long.yml,12,198,4612,0,0.259798,0.00814,0.304744,0.572682
Small (<100 lines),volumes-long.yml,12,198,4612,1,0.108517,0.001928,0.175232,0.285677
Small (<100 lines),volumes-long.yml,12,198,4612,2,0.100122,0.001894,0.158471,0.260487
Small (<100 lines),volumes-long.yml,12,198,4612,3,0.09742,0.001875,0.157486,0.256781
Small (<100 lines),volumes-long.yml,12,198,4612,4,0.097792,0.001883,0.157993,0.257668
Small (<100 lines),volumes-long.yml,12,198,4612,5,0.100943,0.001882,0.156816,0.259641
Small (<100 lines),volumes-long.yml,12,198,4612,6,0.099529,0.00177,0.158061,0.25936
Small (<100 lines),volumes-long.yml,12,198,4612,7,0.09906,0.001823,0.155666,0.256549
Small (<100 lines),volumes-long.yml,12,198,4612,8,0.098778,0.001856,0.15469,0.255324
Small (<100 lines),volumes-long.yml,12,198,4612,9,0.098231,0.001734,0.156485,0.25645
Small (<100 lines),volumes-long.yml,12,198,4612,10,0.098936,0.001712,0.153877,0.254525
Small (<100 lines),volumes-long.yml,12,198,4612,11,0.112028,0.001709,0.159262,0.272999
Small (<100 lines),volumes-long.yml,12,198,4612,12,0.099594,0.001739,0.152922,0.254255
Small (<100 lines),volumes-long.yml,12,198,4612,13,0.098651,0.001668,0.150118,0.250437
Small (<100 lines),volumes-long.yml,12,198,4612,14,0.099674,0.001629,0.15232,0.253623
Small (<100 lines),volumes-long.yml,12,198,4612,15,0.097995,0.001698,0.14763,0.247323
Small (<100 lines),volumes-long.yml,12,198,4612,16,0.089065,0.001558,0.136232,0.226855
Small (<100 lines),volumes-long.yml,12,198,4612,17,0.087483,0.001522,0.131272,0.220277
Small (<100 lines),volumes-long.yml,12,198,4612,18,0.084993,0.001452,0.129535,0.21598
Small (<100 lines),volumes-long.yml,12,198,4612,19,0.084713,0.001471,0.130791,0.216975
Small (<100 lines),volumes-long.yml,12,198,4612,20,0.078868,0.001445,0.119526,0.199839
Small (<100 lines),volumes-long.yml,12,198,4612,21,0.078274,0.001357,0.115057,0.194688
Small (<100 lines),volumes-long.yml,12,198,4612,22,0.073529,0.001202,0.111548,0.186279
Small (<100 lines),volumes-long.yml,12,198,4612,23,0.072413,0.001241,0.110993,0.184647
Small (<100 lines),volumes-long.yml,12,198,4612,24,0.072566,0.001249,0.108238,0.182053
Small (<100 lines),volumes-long.yml,12,198,4612,25,0.068466,0.001118,0.103811,0.173395
Small (<100 lines),volumes-long.yml,12,198,4612,26,0.06809,0.001148,0.101565,0.170803
Small (<100 lines),volumes-long.yml,12,198,4612,27,0.062469,0.001124,0.098859,0.162452
Small (<100 lines),volumes-long.yml,12,198,4612,28,0.063136,0.001061,0.098047,0.162244
Small (<100 lines),volumes-long.yml,12,198,4612,29,0.063153,0.001109,0.130773,0.195035
Small (<100 lines),volumes-short.yml,9,150,4556,0,0.16493,0.005763,0.213044,0.383737
Small (<100 lines),volumes-short.yml,9,150,4556,1,0.064821,0.001302,0.118576,0.184699
Small (<100 lines),volumes-short.yml,9,150,4556,2,0.059513,0.001365,0.109602,0.17048
Small (<100 lines),volumes-short.yml,9,150,4556,3,0.057903,0.001319,0.10435,0.163572
Small (<100 lines),volumes-short.yml,9,150,4556,4,0.057086,0.00125,0.102892,0.161228
Small (<100 lines),volumes-short.yml,9,150,4556,5,0.056229,0.001259,0.108218,0.165706
Small (<100 lines),volumes-short.yml,9,150,4556,6,0.059358,0.001263,0.104181,0.164802
Small (<100 lines),volumes-short.yml,9,150,4556,7,0.060619,0.001312,0.105793,0.167724
Small (<100 lines),volumes-short.yml,9,150,4556,8,0.059737,0.001271,0.109534,0.170542
Small (<100 lines),volumes-short.yml,9,150,4556,9,0.059134,0.001297,0.104831,0.165262
Small (<100 lines),volumes-short.yml,9,150,4556,10,0.068059,0.001352,0.107282,0.176693
Small (<100 lines),volumes-short.yml,9,150,4556,11,0.063545,0.001314,0.109066,0.173925
Small (<100 lines),volumes-short.yml,9,150,4556,12,0.060354,0.001329,0.110294,0.171977
Small (<100 lines),volumes-short.yml,9,150,4556,13,0.062007,0.001439,0.111447,0.174893
Small (<100 lines),volumes-short.yml,9,150,4556,14,0.064489,0.001382,0.110859,0.17673
Small (<100 lines),volumes-short.yml,9,150,4556,15,0.061367,0.001348,0.110284,0.172999
Small (<100 lines),volumes-short.yml,9,150,4556,16,0.061946,0.001397,0.119295,0.182638
Small (<100 lines),volumes-short.yml,9,150,4556,17,0.063969,0.001387,0.114797,0.180153
Small (<100 lines),volumes-short.yml,9,150,4556,18,0.064304,0.001459,0.120436,0.186199
Small (<100 lines),volumes-short.yml,9,150,4556,19,0.066499,0.001417,0.118709,0.186625
Small (<100 lines),volumes-short.yml,9,150,4556,20,0.066142,0.001433,0.118737,0.186312
Small (<100 lines),volumes-short.yml,9,150,4556,21,0.066202,0.001437,0.123752,0.191391
Small (<100 lines),volumes-short.yml,9,150,4556,22,0.069376,0.001493,0.123241,0.19411
Small (<100 lines),volumes-short.yml,9,150,4556,23,0.067779,0.001383,0.118192,0.187354
Small (<100 lines),volumes-short.yml,9,150,4556,24,0.065371,0.001466,0.117962,0.184799
Small (<100 lines),volumes-short.yml,9,150,4556,25,0.065292,0.001419,0.116889,0.1836
Small (<100 lines),volumes-short.yml,9,150,4556,26,0.065379,0.001425,0.109951,0.176755
Small (<100 lines),volumes-short.yml,9,150,4556,27,0.060581,0.001317,0.106889,0.168787
Small (<100 lines),volumes-short.yml,9,150,4556,28,0.060337,0.001316,0.098585,0.160238
Small (<100 lines),volumes-short.yml,9,150,4556,29,0.048193,0.001013,0.083712,0.132918
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,0,0.301624,0.008602,0.338879,0.649105
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,1,0.166171,0.002616,0.221479,0.390266
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,2,0.195771,0.002393,0.176628,0.374792
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,3,0.116778,0.001665,0.114473,0.232916
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,4,0.105537,0.00128,0.102126,0.208943
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,5,0.102671,0.001117,0.100896,0.204684
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,6,0.10422,0.001152,0.098839,0.204211
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,7,0.104917,0.001133,0.098116,0.204166
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,8,0.106837,0.001138,0.103883,0.211858
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,9,0.10985,0.001168,0.102996,0.214014
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,10,0.108777,0.001101,0.105585,0.215463
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,11,0.11083,0.001103,0.10651,0.218443
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,12,0.111199,0.0013,0.106728,0.219227
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,13,0.109628,0.001276,0.106278,0.217182
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,14,0.109642,0.00123,0.106577,0.217449
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,15,0.111875,0.001289,0.114467,0.227631
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,16,0.118793,0.001271,0.116573,0.236637
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,17,0.118492,0.001312,0.116604,0.236408
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,18,0.123335,0.001406,0.121617,0.246358
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,19,0.13048,0.001403,0.124283,0.256166
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,20,0.126182,0.001451,0.12602,0.253653
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,21,0.130793,0.001387,0.127661,0.259841
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,22,0.129824,0.001489,0.124264,0.255577
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,23,0.130085,0.001342,0.127528,0.258955
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,24,0.135537,0.001438,0.128918,0.265893
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,25,0.130922,0.001378,0.123699,0.255999
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,26,0.127174,0.001529,0.123541,0.252244
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,27,0.124858,0.001273,0.113462,0.239593
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,28,0.116713,0.001266,0.109601,0.22758
Small (<100 lines),preservation-edge-cases.yml,31,452,4620,29,0.11506,0.001258,0.109442,0.22576
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,0,0.393726,0.01122,0.528456,0.933402
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,1,0.222847,0.003602,0.224905,0.451354
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,2,0.182492,0.001771,0.173359,0.357622
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,3,0.159107,0.003414,0.150999,0.31352
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,4,0.150849,0.001316,0.140194,0.292359
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,5,0.143134,0.001195,0.140765,0.285094
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,6,0.140755,0.001102,0.133346,0.275203
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,7,0.134904,0.001058,0.122029,0.257991
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,8,0.12576,0.001031,0.117287,0.244078
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,9,0.121382,0.001001,0.117661,0.240044
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,10,0.120662,0.000922,0.109959,0.231543
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,11,0.112871,0.000989,0.107329,0.221189
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,12,0.108818,0.000952,0.105493,0.215263
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,13,0.110311,0.000884,0.105665,0.21686
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,14,0.111784,0.000789,0.098237,0.21081
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,15,0.101528,0.000863,0.097878,0.200269
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,16,0.096327,0.000824,0.094299,0.19145
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,17,0.092251,0.000752,0.088525,0.181528
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,18,0.090097,0.000716,0.087232,0.178045
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,19,0.089354,0.000715,0.086723,0.176792
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,20,0.088171,0.000834,0.083041,0.172046
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,21,0.085511,0.000698,0.084406,0.170615
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,22,0.086639,0.000685,0.083979,0.171303
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,23,0.086509,0.000687,0.083597,0.170793
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,24,0.086078,0.000702,0.083143,0.169923
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,25,0.085242,0.000641,0.082351,0.168234
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,26,0.085607,0.000664,0.082408,0.168679
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,27,0.084584,0.000733,0.08229,0.167607
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,28,0.085637,0.000717,0.083078,0.169432
Small (<100 lines),preservation-standard-markers.yml,32,527,4608,29,0.085466,0.000687,0.082068,0.168221
Medium (100-500 lines),full-featured.yml,118,2234,4696,0,0.744897,0.011667,0.695159,1.45172
Medium (100-500 lines),full-featured.yml,118,2234,4696,1,0.565865,0.002537,0.570945,1.13935
Medium (100-500 lines),full-featured.yml,118,2234,4696,2,0.383202,0.002389,0.354908,0.740499
Medium (100-500 lines),full-featured.yml,118,2234,4696,3,0.362661,0.001316,0.350853,0.71483
Medium (100-500 lines),full-featured.yml,118,2234,4696,4,0.370559,0.001279,0.364951,0.736789
Medium (100-500 lines),full-featured.yml,118,2234,4696,5,0.39353,0.001154,0.355387,0.750071
Medium (100-500 lines),full-featured.yml,118,2234,4696,6,0.386815,0.001027,0.388653,0.776495
Medium (100-500 lines),full-featured.yml,118,2234,4696,7,0.410995,0.001166,0.379982,0.792143
Medium (100-500 lines),full-featured.yml,118,2234,4696,8,0.383815,0.000995,0.33532,0.72013
Medium (100-500 lines),full-featured.yml,118,2234,4696,9,0.348728,0.001016,0.304078,0.653822
Medium (100-500 lines),full-featured.yml,118,2234,4696,10,0.320885,0.000956,0.295502,0.617343
Medium (100-500 lines),full-featured.yml,118,2234,4696,11,0.292842,0.000752,0.252735,0.546329
Medium (100-500 lines),full-featured.yml,118,2234,4696,12,0.324739,0.000823,0.300066,0.625628
Medium (100-500 lines),full-featured.yml,118,2234,4696,13,0.299682,0.000929,0.25693,0.557541
Medium (100-500 lines),full-featured.yml,118,2234,4696,14,0.335713,0.000932,0.296844,0.633489
Medium (100-500 lines),full-featured.yml,118,2234,4696,15,0.32625,0.000954,0.296012,0.623216
Medium (100-500 lines),full-featured.yml,118,2234,4696,16,0.327612,0.00093,0.297143,0.625685
Medium (100-500 lines),full-featured.yml,118,2234,4696,17,0.323204,0.000825,0.295457,0.619486
Medium (100-500 lines),full-featured.yml,118,2234,4696,18,0.327072,0.001265,0.306606,0.634943
Medium (100-500 lines),full-featured.yml,118,2234,4696,19,0.294684,0.000855,0.254189,0.549728
Medium (100-500 lines),full-featured.yml,118,2234,4696,20,0.320325,0.000812,0.291239,0.612376
Medium (100-500 lines),full-featured.yml,118,2234,4696,21,0.327279,0.000926,0.300597,0.628802
Medium (100-500 lines),full-featured.yml,118,2234,4696,22,0.324005,0.001116,0.304785,0.629906
Medium (100-500 lines),full-featured.yml,118,2234,4696,23,0.320282,0.002661,0.305519,0.628462
Medium (100-500 lines),full-featured.yml,118,2234,4696,24,0.318582,0.000863,0.297755,0.6172
Medium (100-500 lines),full-featured.yml,118,2234,4696,25,0.33365,0.001102,0.302023,0.636775
Medium (100-500 lines),full-featured.yml,118,2234,4696,26,0.320868,0.001012,0.292056,0.613936
Medium (100-500 lines),full-featured.yml,118,2234,4696,27,0.322628,0.000868,0.291603,0.615099
Medium (100-500 lines),full-featured.yml,118,2234,4696,28,0.3244,0.000884,0.292048,0.617332
Medium (100-500 lines),full-featured.yml,118,2234,4696,29,0.317307,0.000849,0.292304,0.61046
