bucket,file,total_lines,size_bytes,peak_rss_kb,iteration,load_ms,modify_ms,save_ms,total_ms
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,7,0.234865,0.00087,0.240551,0.476286
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,8,0.234803,0.000676,0.238584,0.474063
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,9,0.239921,0.000591,0.238766,0.479278
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,10,0.242705,0.00059,0.23906,0.482355
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,11,0.259566,0.000701,0.256857,0.517124
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,12,0.260474,0.000579,0.259625,0.520678
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,13,0.275118,0.000671,0.278602,0.554391
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,14,0.262135,0.000586,0.251908,0.514629
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,15,0.243595,0.000482,0.230393,0.47447
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,16,0.221413,0.000458,0.216177,0.438048
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,17,0.218312,0.000474,0.217972,0.436758
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,18,0.223887,0.000467,0.220014,0.444368
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,19,0.223294,0.000445,0.219388,0.443127
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,20,0.222074,0.000488,0.217718,0.44028
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,21,0.22075,0.000482,0.216849,0.438081
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,22,0.22602,0.000465,0.218075,0.44456
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,23,0.221122,0.000559,0.220249,0.44193
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,24,0.223078,0.000478,0.218864,0.44242
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,25,0.220894,0.000518,0.217356,0.438768
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,26,0.221503,0.000537,0.217489,0.439529
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,27,0.222803,0.000537,0.216803,0.440143
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,28,0.220404,0.000532,0.216804,0.43774
Small (<100 lines),Alanaktion__artdeck__docker-compose.yml.yml,72,2043,4676,29,0.220172,0.000485,0.216412,0.437069
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,0,0.330072,0.008175,0.353255,0.691502
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,1,0.210611,0.001504,0.251418,0.463533
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,2,0.2045,0.001399,0.249276,0.455175
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,3,0.203123,0.001413,0.237377,0.441913
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,4,0.202814,0.001378,0.233875,0.438067
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,5,0.201925,0.001343,0.235819,0.439087
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,6,0.206304,0.001331,0.234983,0.442618
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,7,0.200362,0.001354,0.232362,0.434078
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,8,0.201895,0.001292,0.231708,0.434895
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,9,0.199764,0.001318,0.231824,0.432906
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,10,0.201001,0.001327,0.231806,0.434134
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,11,0.20851,0.001376,0.233737,0.443623
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,12,0.197102,0.001251,0.223895,0.422248
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,13,0.191378,0.00127,0.223343,0.415991
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,14,0.193188,0.00128,0.223596,0.418064
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,15,0.192294,0.001265,0.223982,0.417541
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,16,0.199673,0.001237,0.222775,0.423685
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,17,0.192611,0.00121,0.22332,0.417141
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,18,0.193269,0.001228,0.222675,0.417172
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,19,0.191472,0.001273,0.222009,0.414754
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,20,0.197322,0.001221,0.345857,0.5444
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,21,0.173117,0.001409,0.1676,0.342126
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,22,0.152588,0.00068,0.154152,0.30742
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,23,0.146978,0.000583,0.150878,0.298439
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,24,0.146303,0.000549,0.149513,0.296365
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,25,0.145554,0.000545,0.148209,0.294308
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,26,0.1449,0.000539,0.148922,0.294361
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,27,0.143875,0.000531,0.148011,0.292417
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,28,0.144126,0.00051,0.146992,0.291628
Small (<100 lines),Alexandra2888__eShop__docker-compose.yml.yml,48,1057,4640,29,0.143177,0.000529,0.14741,0.291116
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,0,0.325092,0.006059,0.357711,0.688862
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,1,0.195357,0.001308,0.254472,0.451137
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,2,0.189851,0.001269,0.241971,0.433091
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,3,0.18832,0.001137,0.244861,0.434318
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,4,0.186633,0.00269,0.242133,0.431456
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,5,0.18678,0.001182,0.231141,0.419103
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,6,0.187905,0.001153,0.236114,0.425172
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,7,0.185989,0.001091,0.235192,0.422272
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,8,0.186947,0.001068,0.237849,0.425864
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,9,0.190813,0.00114,0.242716,0.434669
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,10,0.218405,0.001487,0.192228,0.41212
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,11,0.146542,0.000606,0.14769,0.294838
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,12,0.136442,0.000481,0.141535,0.278458
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,13,0.13374,0.000409,0.138456,0.272605
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,14,0.140448,0.000519,0.141027,0.281994
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,15,0.132039,0.000405,0.137633,0.270077
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,16,0.131454,0.000391,0.137515,0.26936
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,17,0.131003,0.000377,0.136491,0.267871
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,18,0.130517,0.00039,0.136986,0.267893
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,19,0.129727,0.000354,0.135423,0.265504
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,20,0.130815,0.000327,0.137457,0.268599
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,21,0.134151,0.000441,0.137673,0.272265
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,22,0.132237,0.000366,0.136731,0.269334
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,23,0.131575,0.000376,0.137127,0.269078
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,24,0.129964,0.000368,0.136363,0.266695
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,25,0.130216,0.000347,0.135695,0.266258
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,26,0.129525,0.000341,0.136122,0.265988
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,27,0.129643,0.000378,0.139113,0.269134
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,28,0.137075,0.000416,0.137428,0.274919
Small (<100 lines),Alexestgrand__RoyalChess__docker-compose.yml.yml,39,943,4636,29,0.130249,0.000412,0.135674,0.266335
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,0,0.367774,0.007974,0.408991,0.784739
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,1,0.242376,0.001748,0.316079,0.560203
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,2,0.246489,0.001455,0.280772,0.528716
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,3,0.226214,0.001295,0.262794,0.490303
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,4,0.239363,0.001865,0.304377,0.545605
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,5,0.225207,0.001655,0.249648,0.47651
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,6,0.219912,0.001293,0.286176,0.507381
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,7,0.220256,0.001303,0.253129,0.474688
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,8,0.214383,0.001221,0.242137,0.457741
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,9,0.213627,0.001193,0.256464,0.471284
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,10,0.211868,0.001183,0.250105,0.463156
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,11,0.210344,0.001174,0.247879,0.459397
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,12,0.209736,0.001171,0.248434,0.459341
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,13,0.211039,0.001188,0.241346,0.453573
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,14,0.209442,0.001171,0.265535,0.476148
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,15,0.214323,0.001447,0.247473,0.463243
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,16,0.210612,0.001184,0.248537,0.460333
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,17,0.232563,0.001245,0.248758,0.482566
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,18,0.212162,0.001211,0.246326,0.459699
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,19,0.212141,0.001208,0.245016,0.458365
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,20,0.209857,0.001166,0.246349,0.457372
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,21,0.212089,0.0012,0.236178,0.449467
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,22,0.209491,0.001168,0.238687,0.449346
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,23,0.222826,0.001814,0.221461,0.446101
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,24,0.158914,0.000802,0.160907,0.320623
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,25,0.154003,0.000549,0.1448,0.299352
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,26,0.152716,0.000468,0.142189,0.295373
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,27,0.159968,0.000471,0.14923,0.309669
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,28,0.144356,0.000415,0.146199,0.29097
Small (<100 lines),Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,59,1068,4612,29,0.157911,0.000482,0.149388,0.307781
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,0,0.587531,0.009276,0.528381,1.12519
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,1,0.485924,0.001569,0.425652,0.913145
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,2,0.438849,0.001331,0.414181,0.854361
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,3,0.441544,0.001332,0.402425,0.845301
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,4,0.458947,0.001314,0.396445,0.856706
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,5,0.450748,0.00138,0.473426,0.925554
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,6,0.452826,0.002048,0.42009,0.874964
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,7,0.454447,0.001394,0.404317,0.860158
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,8,0.435378,0.001388,0.397206,0.833972
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,9,0.43127,0.001221,0.39656,0.829051
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,10,0.436391,0.001275,0.439377,0.877043
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,11,0.367228,0.002741,0.286544,0.656513
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,12,0.332733,0.000683,0.277851,0.611267
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,13,0.330748,0.000569,0.277087,0.608404
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,14,0.326855,0.000578,0.274876,0.602309
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,15,0.326337,0.000526,0.273874,0.600737
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,16,0.335177,0.00053,0.276924,0.612631
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,17,0.334098,0.000641,0.278721,0.61346
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,18,0.328821,0.000526,0.275841,0.605188
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,19,0.327959,0.000569,0.274306,0.602834
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,20,0.326691,0.000518,0.27732,0.604529
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,21,0.326635,0.000494,0.273913,0.601042
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,22,0.326129,0.000486,0.290372,0.616987
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,23,0.330161,0.00053,0.277225,0.607916
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,24,0.328515,0.000452,0.276581,0.605548
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,25,0.326576,0.000455,0.276403,0.603434
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,26,0.323758,0.000464,0.279816,0.604038
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,27,0.325522,0.000437,0.2738,0.599759
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,28,0.326238,0.000519,0.28297,0.609727
Medium (100-500 lines),9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,115,3936,4668,29,0.335511,0.00072,0.314056,0.650287
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,0,1.77006,0.009813,1.8362,3.61608
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,1,1.60797,0.004023,1.47733,3.08932
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,2,1.23859,0.003247,1.28228,2.52412
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,3,1.23528,0.003135,1.21941,2.45783
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,4,1.19943,0.001681,1.16025,2.36137
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,5,1.17679,0.001478,1.89008,3.06835
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,6,1.52262,0.002336,1.59009,3.11504
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,7,1.57338,0.002178,1.63634,3.2119
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,8,1.50488,0.002114,1.53433,3.04133
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,9,1.47697,0.001973,1.54764,3.02659
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,10,1.58214,0.00203,1.10045,2.68461
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,11,1.04624,0.001087,1.11287,2.1602
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,12,1.18385,0.001112,1.11356,2.29852
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,13,1.17507,0.002349,1.12312,2.30053
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,14,1.04691,0.001149,1.00177,2.04983
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,15,1.0343,0.001075,1.03056,2.06594
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,16,1.173,0.001273,1.03593,2.2102
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,17,1.17608,0.001112,0.991159,2.16835
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,18,1.09315,0.001035,1.09835,2.19253
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,19,1.19066,0.001071,1.11279,2.30453
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,20,1.18451,0.001379,1.15645,2.34234
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,21,1.09279,0.002068,0.983075,2.07793
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,22,1.04989,0.001058,0.995577,2.04652
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,23,1.05053,0.00099,0.974903,2.02643
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,24,1.06528,0.001012,1.06987,2.13616
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,25,1.0349,0.001023,0.97297,2.00889
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,26,1.01533,0.000889,1.00255,2.01877
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,27,1.03508,0.000879,0.980679,2.01664
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,28,1.10833,0.000981,1.1938,2.30312
Medium (100-500 lines),Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,360,9841,4888,29,1.05975,0.001798,1.00077,2.06232
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,0,0.914228,0.006976,0.944,1.8652
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,1,0.744959,0.002164,0.75,1.49712
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,2,0.547858,0.002623,0.514318,1.0648
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,3,0.516876,0.001005,0.496469,1.01435
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,4,0.560675,0.000915,0.561492,1.12308
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,5,0.519505,0.00099,0.531726,1.05222
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,6,0.533753,0.000922,0.509304,1.04398
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,7,0.516959,0.001435,0.497939,1.01633
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,8,0.574644,0.001268,0.581917,1.15783
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,9,0.518635,0.001439,0.503679,1.02375
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,10,0.510316,0.000866,0.491959,1.00314
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,11,0.5681,0.000816,0.562832,1.13175
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,12,0.558165,0.000745,0.493116,1.05203
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,13,0.521778,0.000778,0.486172,1.00873
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,14,0.512906,0.000656,0.496166,1.00973
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,15,0.565289,0.000775,0.562796,1.12886
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,16,0.507834,0.00071,0.492702,1.00125
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,17,0.51063,0.000669,0.535376,1.04668
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,18,0.496263,0.000708,0.491793,0.988764
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,19,0.50662,0.000663,0.506817,1.0141
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,20,0.514095,0.000877,0.507461,1.02243
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,21,0.542964,0.001142,0.547833,1.09194
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,22,0.510423,0.000795,0.496422,1.00764
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,23,0.574595,0.001035,0.543493,1.11912
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,24,0.516154,0.000861,0.492462,1.00948
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,25,0.514016,0.00075,0.491888,1.00665
Medium (100-500 lines),BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,176,4899,4700,26,0.559531,0.00101,0.562438,1.12298
