file,size_bytes,elapsed_s,parse_success,save_success,reparse_success,total_lines,output_lines,byte_identical,changed_lines,changed_line_ratio,line_levenshtein,normalized_edit_distance,semantic_status,stderr
DEDSEC-0010__sentiment-serve__docker-compose.yml.yml,1499,0.0041,True,True,True,56,48,False,13,0.232143,13,0.232143,not requested,
DEIPworld__deip-orip-client__docker-compose.yml.old.yml,237,0.0038,True,True,True,11,11,False,10,0.909091,10,0.909091,not requested,
DamienDESSAUX-M2i__M2i_CDSD_TDTP__spark_demos_lab-etl_docker-compose.yml.yml,1944,0.0058,True,True,True,82,73,False,11,0.134146,11,0.134146,not requested,
DaniilK87__BookKeeping__docker-compose.yml.yml,569,0.0042,True,True,True,28,24,False,8,0.285714,8,0.285714,not requested,
DaniilZebzeev__hse-ml-contrast-checker__docker-compose.yml.yml,893,0.0047,True,True,True,38,34,False,5,0.131579,5,0.131579,not requested,
Darkbuilder646__Task-Gestion__TaskGestion_-_Back_taskgestion_docker-compose.yml.yml,342,0.0035,True,True,True,18,16,False,4,0.222222,4,0.222222,not requested,
Darkcode-Git__CoopDigital__infra_docker-compose.yml.yml,844,0.0039,True,True,True,41,39,False,5,0.121951,5,0.121951,not requested,
DataChef07__NewsApp__docker-compose.yml.yml,827,0.0037,True,True,True,42,32,False,11,0.261905,11,0.261905,not requested,
DataScientest-Studio__juin23_continu_mlops_meteo__docker-compose.yml.yml,1409,0.0044,True,True,True,62,45,False,21,0.33871,21,0.33871,not requested,
DataScientest-Studio__juin23_continu_mlops_pompiers__docker-compose.yml.yml,1513,0.0038,True,True,True,57,52,False,17,0.298246,17,0.298246,not requested,
Dataman-Cloud__offline-prometheus__docker-compose.yml.tmp.yml,1264,0.0041,True,True,True,38,36,False,7,0.184211,7,0.184211,not requested,
DavideC0__Esercizi__mongodb_docker-compose.yml.yml,514,0.004,True,True,True,27,26,False,21,0.777778,21,0.777778,not requested,
DevModeVivek__book-management-system__docker-compose.yml.yml,1789,0.0054,True,True,True,74,67,False,9,0.121622,9,0.121622,not requested,
DevYangJC__DataLoom__deplay_docker-compose.yml.yml,777,0.0046,True,True,True,33,30,False,5,0.151515,5,0.151515,not requested,
Diegoalt-dev__esave__docker-compose.yml.yml,230,0.0045,True,True,True,12,11,False,3,0.25,3,0.25,not requested,
DigneZzZ__dwg__docker-compose.yml.CLI.yml,1770,0.0056,True,True,True,50,48,False,9,0.18,9,0.18,not requested,
DigneZzZ__dwg__docker-compose.yml.DARK.yml,1234,0.0043,True,True,True,48,36,False,18,0.375,18,0.375,not requested,
DimasHernandez__authentication-microservice__local_environment_docker-compose.yml.yml,4617,0.0077,True,True,True,144,128,False,18,0.125,18,0.125,not requested,
Dongdongshe__K-Scheduler__libfuzzer_integration_llvm_11.0.1_libcxx_utils_docker_debian9_buildbot_docker-compose.yml.yml,461,0.0035,True,True,True,19,18,False,4,0.210526,4,0.210526,not requested,
DouglasVolles__financial-transaction-processor__docker_docker-compose.yml.yml,1892,0.005,True,True,True,64,60,False,6,0.09375,6,0.09375,not requested,
EBiM-Benchmark__benchmark__task3_isaacsim_docker-compose.yml.yml,3008,0.0063,True,True,True,84,73,False,14,0.166667,14,0.166667,not requested,
EDDI-RobotAcademy__noodle-frontend__docker-compose.yml.yml,369,0.0041,True,True,True,17,16,False,1,0.058824,1,0.058824,not requested,
EgeOzdemirr__WebProject__docker-compose.yml.yml,1157,0.0041,True,True,True,56,50,False,9,0.160714,9,0.160714,not requested,
EldarTechWizard__medication-reminder__docker-compose.yml.yml,1960,0.0053,True,True,True,95,87,False,12,0.126316,12,0.126316,not requested,
ElizaZadura__grafana-gpu-metrics__docker-compose.yml.yml,809,0.0045,True,True,True,37,34,False,4,0.108108,4,0.108108,not requested,
EnigmaCurry__d.rymcg.tech__jitsi-meet_docker-compose.yaml.yml,17006,0.0178,True,True,True,505,495,False,924,1.829703,502,0.994059,not requested,
EpicMorg__docker__linux_ecosystem_atlassian_fisheye_1_1.6.0.beta1_docker-compose.yml.yml,174,0.0038,True,True,True,9,9,True,0,0.0,0,0.0,not requested,
Erfan-ffa__UrlShortner-DistributedSystem-__docker-compose.yml.yml,1529,0.0048,True,True,True,73,65,False,14,0.191781,14,0.191781,not requested,
EviL345__praktika_bot__docker-compose.yml.yml,1066,0.0047,True,True,True,48,44,False,6,0.125,6,0.125,not requested,
EvilFreelancer__docker-nextcloud__docker-compose.yml.dist.yml,1543,0.0046,True,True,True,59,53,False,31,0.525424,31,0.525424,not requested,
FarhadAlimohammadi-dir__vulnrepro-benchmark__benchmark_release_public_case_000028_src_docker-compose.yml.yml,462,0.0034,True,True,True,22,21,False,3,0.136364,3,0.136364,not requested,
Fayer00__metric_proyect__docker-compose.yml.yml,529,0.0036,True,True,True,26,26,False,3,0.115385,3,0.115385,not requested,
Felix-gg-cloud__ClaudeWorkspace__projects_LinguaLeap_docker-compose.yml.yml,801,0.0038,True,True,True,35,33,False,4,0.114286,4,0.114286,not requested,
FtHalima__Smart-Internship-Freelance-Matching-Platform__smart-match-backend_docker-compose.yml.yml,1310,0.0044,True,True,True,45,42,False,4,0.088889,4,0.088889,not requested,
GEMILUXVII__github-telegram-bot__docker-compose.yml.yml,668,0.0035,True,True,True,25,19,False,7,0.28,7,0.28,not requested,
GenessyX__open-gallery__docker-compose.yml.yml,1575,0.004,True,True,True,68,59,False,12,0.176471,12,0.176471,not requested,
GetxoUdala__decidim-getxo__docker-compose.yml.old.yml,2854,0.0054,True,True,True,91,91,False,4,0.043956,4,0.043956,not requested,
Goose1216__E-comerce_site__docker-compose.yml.yml,229,0.0028,True,True,True,15,12,False,5,0.333333,5,0.333333,not requested,
GovindYadav15__chat-widget-client-demo__docker-compose.yml.yml,207,0.0032,True,True,True,10,10,False,1,0.1,1,0.1,not requested,
Grazziano__api-adote-um-amigo__docker-compose.yml.yml,717,0.0037,True,True,True,40,36,False,8,0.2,8,0.2,not requested,
Guilher0__agro_monitor__docker-compose.yml.yml,3895,0.0052,True,True,True,128,116,False,18,0.140625,18,0.140625,not requested,
Gustav0Prado__trab-seguranca__docker-compose.yml.yml,1085,0.0046,True,True,True,46,38,False,43,0.934783,43,0.934783,not requested,
GustavAT__Votor__docker-compose.yml.old.yml,133,0.004,True,True,True,8,7,False,2,0.25,2,0.25,not requested,
HachimouAkram__examenQualiteLogiciel__docker-compose.yml.yml,741,0.0042,True,True,True,37,33,False,8,0.216216,8,0.216216,not requested,
Hamada-khairi__Hamada-HomeLab__docker-compose.yml.yml,31763,0.0173,True,True,True,775,568,False,218,0.28129,218,0.28129,not requested,
Harshit-Setia__sales-insight-automator__docker-compose.yml.yml,485,0.0038,True,True,True,27,26,False,1,0.037037,1,0.037037,not requested,
HassanTariqAlvi__React-NodeAPI-MySQL__docker-compose.yml.yml,566,0.0037,True,True,True,41,36,False,18,0.439024,18,0.439024,not requested,
Heretek-AI__heretek-stacks__arcane-repo_templates_chiefonboarding_docker-compose.yml.yml,560,0.0036,True,True,True,22,20,False,3,0.136364,3,0.136364,not requested,
Hexsia__Fiport-Portfolio__docker-compose.yml.yml,1417,0.0044,True,True,True,58,55,False,4,0.068966,4,0.068966,not requested,
HungTruong4689__Docker-and-Kubernetes__Docker_chapter-5-master_example-1_docker-compose.yml.yml,798,0.0037,True,True,True,35,33,False,5,0.142857,5,0.142857,not requested,
INCEPTdk__omop_etl__docker-compose.yml.yml,983,0.0036,True,True,True,48,43,False,9,0.1875,9,0.1875,not requested,
IT22277190__mtit-assignment2-hospital-microservices__docker-compose.yml.yml,6335,0.0088,True,True,True,284,274,False,10,0.035211,10,0.035211,not requested,
IamHammadDevX__wfhlogger-AWS-S3__docker-compose.yml.yml,274,0.0055,True,True,True,13,13,True,0,0.0,0,0.0,not requested,
IkigaiLabsETH__ikigAI-Labs__db_docker-compose.yml.md.yml,1779,0.0068,True,True,True,58,54,False,14,0.241379,14,0.241379,not requested,
JJ810__ecommerce-django-react__docker-compose.yml.yml,638,0.0045,True,True,True,35,33,False,5,0.142857,5,0.142857,not requested,
JMaynor__Dolores__docker-compose.yml.yml,2199,0.0049,True,True,True,71,63,False,8,0.112676,8,0.112676,not requested,
Jasonljy90__RabbitMQ-Project__docker-compose.yml.yml,544,0.0036,True,True,True,29,16,False,19,0.655172,19,0.655172,not requested,
JeremiahM37__homelab-blueprint__docker-compose.example.yml.yml,17495,0.0161,True,True,True,721,623,False,107,0.148405,107,0.148405,not requested,
JessicaNathany__rinha-de-backend-2025__deploy_docker-compose.yml.yml,2812,0.0068,True,True,True,94,88,False,11,0.117021,11,0.117021,not requested,
Jhn611__9-10F-Bdev__docker-compose.yml.yml,777,0.0034,True,True,True,14,12,False,14,1.0,14,1.0,not requested,
Jianxuan-Li__dev-in-docker__python3-nginx_docker-compose.yml.yml,146,0.0037,True,True,True,8,7,False,1,0.125,1,0.125,not requested,
Jokerkraft__Sistema-De-Inventarios__docker-compose.yml.yml,813,0.0043,True,True,True,24,23,False,2,0.083333,2,0.083333,not requested,
JonasB11__KarteiCard__docker-compose.yml.yml,894,0.0044,True,True,True,33,31,False,3,0.090909,3,0.090909,not requested,
Jorgeluisferreira__plataforma_ensino__docker-compose.yml.yml,541,0.0034,True,True,True,37,32,False,6,0.162162,6,0.162162,not requested,
JoshDunnDev__farmy-fish-fry__docker-compose.yml.yml,2017,0.0045,True,True,True,81,60,False,22,0.271605,22,0.271605,not requested,
JosueCoto2__AgroflexSOA__docker-compose.yml.yml,9700,0.0086,True,True,True,270,229,False,76,0.281481,76,0.281481,not requested,
JuniorMinkoSon__SMART-FLLET__docker-compose.yml.yml,1117,0.0043,True,True,True,45,40,False,6,0.133333,6,0.133333,not requested,
K-Vincetti__autoRUZ__s2_db_hw_by_presentations_influxDb_docker-compose.yml.yml,760,0.0038,True,True,True,30,29,False,1,0.033333,1,0.033333,not requested,
KARTHIK-BATTIPROLU__Agentic-Resume-Tailor__overleaf_services_notifications_docker-compose.yml.yml,2526,0.0043,True,True,True,67,58,False,10,0.149254,10,0.149254,not requested,
KTH__node-api__docker-compose.yml.in.yml,349,0.0032,True,True,True,16,8,False,10,0.625,10,0.625,not requested,
KTH__node-web__docker-compose.yml.in.yml,1075,0.0035,True,True,True,42,20,False,26,0.619048,26,0.619048,not requested,
KamiALK__docker__databases_postgres_graph_docker-compose.yml.yml,1101,0.0039,True,True,True,42,38,False,11,0.261905,11,0.261905,not requested,
Karnemorkon__matrix-dendrite-setup__docker-compose.yml.yml,6701,0.0077,True,True,True,264,198,False,67,0.253788,67,0.253788,not requested,
L-rrrr__PapiBank__docker-compose.yml.yml,621,0.0032,True,True,True,31,29,False,3,0.096774,3,0.096774,not requested,
LegitCamper__homelab__homeserver_docker_compose.yml.yml,25190,0.0265,True,True,True,1005,933,False,141,0.140299,141,0.140299,not requested,
LiReyes__todo-api__docker-compose.yml.yml,764,0.0033,True,True,True,37,15,False,22,0.594595,22,0.594595,not requested,
ListerStellar__financial-tracker__docker-compose.yml.yml,632,0.0029,True,True,True,28,26,False,14,0.5,14,0.5,not requested,
LuchnikKek__Team_Auth_sprint_2__docker-compose.yml.yml,4240,0.0057,True,True,True,171,159,False,25,0.146199,25,0.146199,not requested,
Lustyn__kats__docker-compose.yml.yml,266,0.003,True,True,True,14,14,False,1,0.071429,1,0.071429,not requested,
MHS-20__Raft__docker-compose.yml.yml,520,0.0028,True,True,True,34,31,False,4,0.117647,4,0.117647,not requested,
MT-TEAM-Org__batch__docker-compose.yml.yml,1516,0.0034,True,True,True,50,19,False,37,0.74,37,0.74,not requested,
MaHryCT3__whitelist_backend__docker-compose.yml.yml,710,0.0036,True,True,True,39,37,False,3,0.076923,3,0.076923,not requested,
MangwaleDev__searchv2__docker-compose.yml.yml,10927,0.0103,True,True,True,384,314,False,73,0.190104,73,0.190104,not requested,
MariaNosareva__backend-course__rabbitmq_topic-example_docker-compose.yml.yml,361,0.0039,True,True,True,20,20,False,9,0.45,9,0.45,not requested,
Marukunai__alfresco__Alfresco_Ejercicio1_ejercicio_docker_docker-compose.yml.yml,2252,0.0061,True,True,True,67,60,False,9,0.134328,9,0.134328,not requested,
Marwan051__final-project-database__docker-compose.yml.yml,1026,0.0046,True,True,True,47,44,False,3,0.06383,3,0.06383,not requested,
MatejSkultety__jappinen_demo__docker-compose.yml.yml,121,0.0034,True,True,True,9,9,False,0,0.0,0,0.0,not requested,
MateuszRostek__book-store__docker-compose.yml.yml,1022,0.0039,True,True,True,32,26,False,7,0.21875,7,0.21875,not requested,
MatiasJurgenson__ComfyUI-on-AMD-Linux-running-in-Podman__docker-compose.yml.yml,1521,0.0045,True,True,True,47,27,False,21,0.446809,21,0.446809,not requested,
MdMurad-102__nestJsTemplete__docker-compose.yml.yml,908,0.0043,True,True,True,41,39,False,6,0.146341,6,0.146341,not requested,
MenkoyS__3PROJ__docker-compose.yml.yml,2540,0.006,True,True,True,90,86,False,10,0.111111,10,0.111111,not requested,
Mingo07-dev__n8n_workflows__docker-compose.yml.yml,1179,0.0054,True,True,True,50,46,False,5,0.1,5,0.1,not requested,
Morlock52__psscript-manager__psscript-test-20250731011322_docker-compose.yml.yml,459,0.0041,True,True,True,23,21,False,3,0.130435,3,0.130435,not requested,
MrTorriz__homelab__docker_compose.yml.yml,25433,0.0205,True,True,True,785,671,False,122,0.155414,122,0.155414,not requested,
N1CK99925__LoreSpring__docker-compose.yml.yml,789,0.0041,True,True,True,30,20,False,10,0.333333,10,0.333333,not requested,
NikolaiLutsenko__Rhino.OAuth2__docker-compose.yml.yml,584,0.004,True,True,True,31,25,False,8,0.258065,8,0.258065,not requested,
NullSec-SIG__YCEP2024-Challenge-Submission-Template__Samples_Orwells_Firewall_service_docker-compose.yml.yml,86,0.0032,True,True,True,6,6,False,1,0.166667,1,0.166667,not requested,
NuttyShrimp__bachelor-thesis-poc__benchmark_docker-compose.yml.yml,6028,0.0078,True,True,True,262,243,False,41,0.156489,41,0.156489,not requested,
Oliver0804__docker_phpmyadmin__docker-compose.yml.yml,838,0.004,True,True,True,28,22,False,15,0.535714,15,0.535714,not requested,
OneUptime__oneuptime__docker-compose.base.yml.yml,24290,0.037,True,True,True,559,410,False,161,0.288014,161,0.288014,not requested,
PACER-PHII__PACER-client__docker-compose.yml.bk.yml,1485,0.0063,True,True,True,64,59,False,9,0.140625,9,0.140625,not requested,
PACER-PHII__PACER-client__docker-compose.yml.bk1.yml,1019,0.0049,True,True,True,43,40,False,6,0.139535,6,0.139535,not requested,
PacktPublishing__Building-Smart-Home-Automation-Solutions-with-Home-Assistant__Chapter_08_docker-compose.yml.yml,4569,0.0079,True,True,True,176,147,False,81,0.460227,81,0.460227,not requested,
PacktPublishing__PHP-8-Programming-Cookbook__docker-compose.yml.bak.yml,1435,0.0061,True,True,True,67,67,False,5,0.074627,5,0.074627,not requested,
Payum__PayumServer__docker-compose.yml.dist.yml,224,0.0038,True,True,True,13,11,False,3,0.230769,3,0.230769,not requested,
PelionIoT__pelion-edge-provisioner__docker-compose.yml.yml,597,0.0043,True,True,True,35,30,False,7,0.2,7,0.2,not requested,
PeterNguyenX__AI-ActivEdu-thesis__Others_docker-compose.yml.yml,1920,0.0059,True,True,True,76,67,False,12,0.157895,12,0.157895,not requested,
PhuongDongIOT__restaurant__containers_kong_3_debian-12_docker-compose.yml.yml,578,0.0036,True,True,True,24,21,False,3,0.125,3,0.125,not requested,
PoeenCy__NFStream-CIC-IDS-Pipeline__docker-compose.yml.yml,470,0.0042,True,True,True,13,7,False,6,0.461538,6,0.461538,not requested,
ProjektZespolowyMetro__METRO__docker-compose.yml.yml,3029,0.0059,True,True,True,101,78,False,24,0.237624,24,0.237624,not requested,
ProtocolONE__s3-proxy__docker_docker-compose.yml.yml,179,0.0038,True,True,True,11,11,False,1,0.090909,1,0.090909,not requested,
ProudRykar__MTUCI-Course_3-Fullstack__docker-compose.yml.yml,4232,0.0069,True,True,True,140,118,False,28,0.2,28,0.2,not requested,
Prushka__Recipe-Fullstack__docker-compose.yml.yml,739,0.0036,True,True,True,34,30,False,6,0.176471,6,0.176471,not requested,
Qauttrolab__paperless-ngx-synology-setup__docker-compose-ds723.yml.yml,31097,0.0097,True,True,True,541,181,False,425,0.785582,425,0.785582,not requested,
RJWALICZEK__iot-monitor__docker-compose.yml.yml,916,0.0035,True,True,True,41,33,False,11,0.268293,11,0.268293,not requested,
RadovanBulla1304__DP_OtazkovySystem_v2__docker-compose.yml.yml,1332,0.0041,True,True,True,48,48,True,0,0.0,0,0.0,not requested,
Ragdata__labstacks__src_svc_wallos_docker-compose.yml.yml,304,0.0032,True,True,True,16,15,False,6,0.375,6,0.375,not requested,
Rahul-jooluru__AgentChain__docker-compose.yml.yml,468,0.0032,True,True,True,22,20,False,3,0.136364,3,0.136364,not requested,
Reggy501__edutrack__attendance-service_docker-compose.yml.yml,743,0.0035,True,True,True,35,33,False,3,0.085714,3,0.085714,not requested,
RichardUchotski__spring-boot-fullstack__docker-compose.yml.yml,662,0.0034,True,True,True,37,32,False,6,0.162162,6,0.162162,not requested,
Rishabhmannu__banking-observability-platform__backups_20250623_174521_docker-compose.yml.yml,5849,0.0075,True,True,True,243,217,False,39,0.160494,39,0.160494,not requested,
RitwikRishRaj__CN-SUMMER__docker-compose.yml.yml,1569,0.0044,True,True,True,74,69,False,11,0.148649,11,0.148649,not requested,
RobertoLangarica__udg-vivo__VIVO_docker-compose.yml.yml,663,0.0035,True,True,True,36,32,False,6,0.166667,6,0.166667,not requested,
SONLE03__ClothingStoreE__docker-compose.yml.yml,462,0.0033,True,True,True,25,23,False,3,0.12,3,0.12,not requested,
SafariDesk-OS__Core__docker-compose.yml.yml,2252,0.0055,True,True,True,94,81,False,20,0.212766,20,0.212766,not requested,
SaiMihir05__agentic-research-assistant__docker-compose.yml.yml,1480,0.0054,True,True,True,69,62,False,11,0.15942,11,0.15942,not requested,
Sanjay2729117__projectS__docker-compose.yml.yml,541,0.004,True,True,True,29,26,False,5,0.172414,5,0.172414,not requested,
SeaXen__StatSea__docker-compose.yml.yml,564,0.0038,True,True,True,27,26,False,1,0.037037,1,0.037037,not requested,
SecCodeSmith__text-to-audiobook__docker-compose.yml.yml,825,0.0038,True,True,True,35,26,False,10,0.285714,10,0.285714,not requested,
Sergei2019__foodgram__infra_docker-compose.yml.yml,1064,0.0041,True,True,True,53,48,False,11,0.207547,11,0.207547,not requested,
ShanelReyes__rory__docker-compose.yml.bak.yml,4921,0.0061,True,True,True,152,121,False,65,0.427632,65,0.427632,not requested,
Sharma-Mayank15__RAG-Based-LLM-Resume-Screening-AI-Evaluation-System__fastapi_resume_screener_docker-compose.yml.yml,477,0.0035,True,True,True,24,24,False,2,0.083333,2,0.083333,not requested,
Shreyash-Thakur__news-recommendation-system__docker-compose.yml.yml,706,0.0035,True,True,True,39,35,False,5,0.128205,5,0.128205,not requested,
Shrishesha4__movie-mag__docker-compose.yml.yml,2303,0.0053,True,True,True,87,81,False,7,0.08046,7,0.08046,not requested,
SimpleHomelab__Docker-Traefik__archives_traefik_v1_docker-compose-t1-swarm.yml.yml,39842,0.0272,True,True,True,1070,916,False,157,0.146729,157,0.146729,not requested,
SimpleHomelab__Docker-Traefik__archives_traefik_v1_docker-compose-t1.yml.yml,73960,0.0477,True,True,True,1870,1636,False,244,0.130481,244,0.130481,not requested,
Sohail-crdriod__-sohail-devops-week-__docker-compose.yml.yml,88,0.0031,True,True,True,8,7,False,1,0.125,1,0.125,not requested,
Soufleuse__GererEquipeJS__docker-compose.yml.yml,891,0.0035,True,True,True,32,30,False,6,0.1875,6,0.1875,not requested,
SovereignCloudStack__standards__compliance-monitor_docker-compose.yml.yml,2082,0.004,True,True,True,67,53,False,19,0.283582,19,0.283582,not requested,
Stanislav-sipiko__passive-sdr-radar__docker-compose.yml.yml,132,0.0026,True,True,True,8,8,True,0,0.0,0,0.0,not requested,
StheffanyHadlich__Academic-Angular__docker-compose.yml.yml,164,0.003,True,True,True,12,9,False,5,0.416667,5,0.416667,not requested,
SuryaKTiwari11__kafka__docker-compose.yml.yml,654,0.0035,True,True,True,29,27,False,4,0.137931,4,0.137931,not requested,
T6523__diabetes-prediction-s5e12__docker-compose.yml.yml,480,0.0033,True,True,True,20,18,False,4,0.2,4,0.2,not requested,
TJCatFood__backend__docker-compose.yml.dev.yml,1754,0.0043,True,True,True,78,72,False,13,0.166667,13,0.166667,not requested,
TORIFUKUKaiou__qiita_articles__.devcontainer_docker-compose.yml.yml,161,0.003,True,True,True,8,8,True,0,0.0,0,0.0,not requested,
TR-Krishna__docker__docker-compose.yml.yml,2075,0.0046,True,True,True,83,74,False,13,0.156627,13,0.156627,not requested,
TailTag__server__uptime_docker-compose.yml.yml,570,0.0036,True,True,True,23,22,False,1,0.043478,1,0.043478,not requested,
Taliana17__BuzzCore__docker-compose.yml.yml,150,0.0037,True,True,True,11,10,False,3,0.272727,3,0.272727,not requested,
Tanvrit__phi-pricing-platform__docker-compose.yml.yml,1324,0.0042,True,True,True,33,17,False,18,0.545455,18,0.545455,not requested,
Tardfyou__SemWeaver__docker-compose.yml.yml,636,0.0042,True,True,True,24,21,False,3,0.125,3,0.125,not requested,
Team-olbl__S-tickey__deploy_docker-compose.yml.yml,2198,0.0061,True,True,True,98,89,False,12,0.122449,12,0.122449,not requested,
ThomasQi3141__syncspark__docker-compose.yml.yml,295,0.0033,True,True,True,13,10,False,3,0.230769,3,0.230769,not requested,
Tobita-Ryusuke__test-foodcre__docker-compose.yml.yml,580,0.0034,True,True,True,30,28,False,3,0.1,3,0.1,not requested,
ToolboxAid__Docker-Assistant__templates_portainer_docker-compose.yml.yml,2712,0.0048,True,True,True,108,66,False,45,0.416667,45,0.416667,not requested,
TopMob__google-api-web__docker-compose.yml.yml,412,0.0031,True,True,True,24,22,False,2,0.083333,2,0.083333,not requested,
TroJanBoi__CEPP-67__docker-compose.yml.yml,698,0.0039,True,True,True,39,38,False,3,0.076923,3,0.076923,not requested,
ValeriTodorov01__VALERI-VOT-DOM-2-SROK-2__docker-compose.yml.yml,2758,0.0045,True,True,True,130,92,False,61,0.469231,61,0.469231,not requested,
VaultSparkStudios__vaultspark-football-gm__ops_deploy-backend.docker-compose.yml.yml,1674,0.0045,True,True,True,59,55,False,6,0.101695,6,0.101695,not requested,
VelarIQ__brain-free__docker-compose.yml.yml,413,0.0032,True,True,True,22,21,False,2,0.090909,2,0.090909,not requested,
ViniciusResende__F1-FuelHub__mongo-db-docker-compose.yml.yml,259,0.0032,True,True,True,16,14,False,5,0.3125,5,0.3125,not requested,
Vishva0007__codexstockbuild__docker-compose.yml.yml,1237,0.004,True,True,True,50,47,False,6,0.12,6,0.12,not requested,
Websoft9__docker-library__apps_jetty_docker-compose.yml.yml,519,0.0033,True,True,True,26,21,False,11,0.423077,11,0.423077,not requested,
Wilcolab__Anythink-Market-e60qvd10__docker-compose.yml.yml,358,0.0034,True,True,True,17,17,True,0,0.0,0,0.0,not requested,
WilmerAraya__pr-review-bot__docker-compose.yml.yml,1706,0.0043,True,True,True,70,59,False,12,0.171429,12,0.171429,not requested,
Wisdomuzochi__datapulse__docker-compose.yml.yml,2041,0.0048,True,True,True,94,85,False,12,0.12766,12,0.12766,not requested,
X1cT34m__0xGame2023__Web_Week_4_auth_bypass_docker-compose.yml.yml,113,0.0033,True,True,True,8,7,False,1,0.125,1,0.125,not requested,
XaviMontero__moodle-docker__moodle_docker-compose.yml.yml,651,0.0034,True,True,True,30,30,False,6,0.2,6,0.2,not requested,
Xedii__knostic-task__docker-compose.yml.yml,1213,0.0039,True,True,True,53,50,False,4,0.075472,4,0.075472,not requested,
Ya095__FastApi_project__docker-compose.yml.yml,967,0.0039,True,True,True,55,49,False,8,0.145455,8,0.145455,not requested,
Ycap__axxes-exercise__greenfield-project-java_docker-compose.yml.yml,126,0.0029,True,True,True,8,7,False,2,0.25,2,0.25,not requested,
YehudaBriskman__Bothy__auth_compose.yml.yml,31942,0.0099,True,True,True,562,117,False,451,0.802491,451,0.802491,not requested,
Yury-Learn__ansible-practice__3.other-systems-and-stacks_2.Connection_ansible_docker-compose.yml.yml,116,0.0038,True,True,True,7,7,False,1,0.142857,1,0.142857,not requested,
ZocketZero__docker-machine__ryu-sdn_docker-compose.yml.yml,114,0.0035,True,True,True,7,7,True,0,0.0,0,0.0,not requested,
abaz1d__traspac-test__A-Soal-Kemampuan-Teknis_docker-compose.yml.yml,1432,0.0043,True,True,True,62,53,False,15,0.241935,15,0.241935,not requested,
abigailajohn__VVMA__docker-compose.yml.yml,915,0.0039,True,True,True,47,43,False,8,0.170213,8,0.170213,not requested,
abisheik687__kavach-ai__docker-compose.yml.yml,1011,0.0035,True,True,True,34,29,False,6,0.176471,6,0.176471,not requested,
admisio__Portfolio__docker-compose.yml.dev.yml,698,0.0035,True,True,True,39,37,False,11,0.282051,11,0.282051,not requested,
admisio__Testy__docker-compose.yml.dev.yml,424,0.0033,True,True,True,25,24,False,7,0.28,7,0.28,not requested,
agentdalecoper__drakaris__docker-compose.yml.yml,113,0.0031,True,True,True,6,6,False,5,0.833333,5,0.833333,not requested,
agentteamhq__agentteam-email__compose.yaml.yml,32604,0.0175,True,True,True,851,416,False,601,0.706228,601,0.706228,not requested,
ahmedchsalah__breast-cancer-detection-backend__fl-server_docker-compose.yml.yml,444,0.0036,True,True,True,20,19,False,1,0.05,1,0.05,not requested,
ajinkya1806__money_sunny__money_sunny_docker-compose.yml.yml,1833,0.0053,True,True,True,82,73,False,12,0.146341,12,0.146341,not requested,
ak1nttr__blog-api__docker-compose.yml.yml,229,0.0033,True,True,True,14,13,False,1,0.071429,1,0.071429,not requested,
akskokki__devops-with-docker__part-2_2_07_docker-compose.yml.yml,424,0.0037,True,True,True,25,21,False,4,0.16,4,0.16,not requested,
alercebroker__wagtail-web__docker-compose.yml.yml,731,0.004,True,True,True,40,38,False,3,0.075,3,0.075,not requested,
alexandre6415__telegram-runrun-bot__docker-compose.yml.yml,172,0.0036,True,True,True,8,8,True,0,0.0,0,0.0,not requested,
alice-ang__nest-gql-api__docker-compose.yml.yml,175,0.0033,True,True,True,9,9,False,1,0.111111,1,0.111111,not requested,
alitarhinisv__Notes-FE__docker-compose.yml.yml,474,0.0036,True,True,True,28,25,False,5,0.178571,5,0.178571,not requested,
allensayyes__investment-platform__docker-compose.yml.yml,118,0.0032,True,True,True,8,8,True,0,0.0,0,0.0,not requested,
alobaili__ADS-DBT_Course__labs_day4_dbt_project_dbt_packages_dbt_utils_docker-compose.yml.yml,141,0.003,True,True,True,8,8,True,0,0.0,0,0.0,not requested,
aloshai__aequi-monorepo__docker-compose.yml.yml,1530,0.0042,True,True,True,57,55,False,2,0.035088,2,0.035088,not requested,
alperkrtglu__weather-api__docker-compose.yml.yml,127,0.003,True,True,True,8,8,False,2,0.25,2,0.25,not requested,
amolabs__amoabci__docker-compose.yml.in.yml,1800,0.0048,True,True,True,96,81,False,20,0.208333,20,0.208333,not requested,
andycmaj__Bootstrapp__content_docker-compose.yml.yml,335,0.0033,True,True,True,19,18,False,2,0.105263,2,0.105263,not requested,
ankitsoniblogger__yt-download__docker-compose.yml.yml,764,0.0035,True,True,True,23,10,False,13,0.565217,13,0.565217,not requested,
antistatique__drupal-vercel-deploy__docker-compose.yml.yml,423,0.0037,True,True,True,21,18,False,3,0.142857,3,0.142857,not requested,
antonve__activity-log__docker-compose.yml.yml,1123,0.0051,True,True,True,48,46,False,2,0.041667,2,0.041667,not requested,
appwrite__appwrite__docker-compose.override.yml.yml,16000,0.0199,True,True,True,611,572,False,42,0.06874,42,0.06874,not requested,
appwrite__appwrite__docker-compose.yml.yml,54612,0.0415,True,True,True,1862,1818,False,66,0.035446,66,0.035446,not requested,
