op,file,service,before,after,total_lines,actual_changed_lines,expected_changed_lines,locality_ratio,baseline_noise_changed_lines,incremental_changed_lines,adjusted_locality_ratio,elapsed_s,status
port,DavideC0__Esercizi__mongodb_docker-compose.yml.yml,mongo-express,,39999:39999,27,22,1,0.045455,21,1,1.0,0.0057,OK
port,DevModeVivek__book-management-system__docker-compose.yml.yml,postgres,,39999:39999,74,10,1,0.1,9,1,1.0,0.0063,OK
port,DevYangJC__DataLoom__deplay_docker-compose.yml.yml,dataloom-server,,39999:39999,33,5,1,0.2,5,0,1.0,0.0051,OK
port,Diegoalt-dev__esave__docker-compose.yml.yml,mysql,,39999:39999,12,4,1,0.25,3,1,1.0,0.0049,OK
port,DigneZzZ__dwg__docker-compose.yml.CLI.yml,wireguard,,39999:39999,50,10,1,0.1,9,1,1.0,0.0062,OK
port,DigneZzZ__dwg__docker-compose.yml.DARK.yml,adwireguard,,39999:39999,48,18,1,0.055556,18,0,1.0,0.0052,OK
port,DimasHernandez__authentication-microservice__local_environment_docker-compose.yml.yml,authentication-msvc,,39999:39999,144,19,1,0.052632,18,1,1.0,0.008,OK
port,DouglasVolles__financial-transaction-processor__docker_docker-compose.yml.yml,accountservice,,39999:39999,64,6,1,0.166667,6,0,1.0,0.0052,OK
port,EDDI-RobotAcademy__noodle-frontend__docker-compose.yml.yml,nginx,,39999:39999,17,2,1,0.5,1,1,1.0,0.0047,OK
port,EgeOzdemirr__WebProject__docker-compose.yml.yml,mongodb,,39999:39999,56,10,1,0.1,9,1,1.0,0.0049,OK
port,EldarTechWizard__medication-reminder__docker-compose.yml.yml,backend,,39999:39999,95,13,1,0.076923,12,1,1.0,0.0057,OK
port,ElizaZadura__grafana-gpu-metrics__docker-compose.yml.yml,grafana,,39999:39999,37,5,1,0.2,4,1,1.0,0.0048,OK
port,EnigmaCurry__d.rymcg.tech__jitsi-meet_docker-compose.yaml.yml,jvb,,39999:39999,505,924,1,0.001082,924,0,1.0,0.0119,OK
port,Erfan-ffa__UrlShortner-DistributedSystem-__docker-compose.yml.yml,mongo-replica-container,,39999:39999,73,15,1,0.066667,14,1,1.0,0.0048,OK
port,EviL345__praktika_bot__docker-compose.yml.yml,postgres,,39999:39999,48,7,1,0.142857,6,1,1.0,0.0049,OK
port,EvilFreelancer__docker-nextcloud__docker-compose.yml.dist.yml,mariadb,,39999:39999,59,32,1,0.03125,31,1,1.0,0.0048,OK
port,FarhadAlimohammadi-dir__vulnrepro-benchmark__benchmark_release_public_case_000028_src_docker-compose.yml.yml,neuralops,,39999:39999,22,4,1,0.25,3,1,1.0,0.0046,OK
port,Fayer00__metric_proyect__docker-compose.yml.yml,db,,39999:39999,26,4,1,0.25,3,1,1.0,0.0056,OK
port,Felix-gg-cloud__ClaudeWorkspace__projects_LinguaLeap_docker-compose.yml.yml,minio,,39999:39999,35,5,1,0.2,4,1,1.0,0.0063,OK
port,FtHalima__Smart-Internship-Freelance-Matching-Platform__smart-match-backend_docker-compose.yml.yml,backend,,39999:39999,45,5,1,0.2,4,1,1.0,0.0062,OK
port,GEMILUXVII__github-telegram-bot__docker-compose.yml.yml,githubbot,,39999:39999,25,8,1,0.125,7,1,1.0,0.0059,OK
port,GenessyX__open-gallery__docker-compose.yml.yml,api,,39999:39999,68,13,1,0.076923,12,1,1.0,0.0066,OK
port,GetxoUdala__decidim-getxo__docker-compose.yml.old.yml,web,,39999:39999,91,5,1,0.2,4,1,1.0,0.0082,OK
port,Goose1216__E-comerce_site__docker-compose.yml.yml,back,,39999:39999,15,6,1,0.166667,5,1,1.0,0.0058,OK
port,GovindYadav15__chat-widget-client-demo__docker-compose.yml.yml,chat-widget-client,,39999:39999,10,2,1,0.5,1,1,1.0,0.0059,OK
port,Grazziano__api-adote-um-amigo__docker-compose.yml.yml,api,,39999:39999,40,9,1,0.111111,8,1,1.0,0.0056,OK
port,Guilher0__agro_monitor__docker-compose.yml.yml,app,,39999:39999,128,19,1,0.052632,18,1,1.0,0.0069,OK
port,HachimouAkram__examenQualiteLogiciel__docker-compose.yml.yml,api,,39999:39999,37,9,1,0.111111,8,1,1.0,0.0044,OK
port,Hamada-khairi__Hamada-HomeLab__docker-compose.yml.yml,bind9,,39999:39999,775,219,1,0.004566,218,1,1.0,0.0134,OK
port,Harshit-Setia__sales-insight-automator__docker-compose.yml.yml,backend,,39999:39999,27,2,1,0.5,1,1,1.0,0.004,OK
port,HassanTariqAlvi__React-NodeAPI-MySQL__docker-compose.yml.yml,app,,39999:39999,41,19,1,0.052632,18,1,1.0,0.0045,OK
port,Heretek-AI__heretek-stacks__arcane-repo_templates_chiefonboarding_docker-compose.yml.yml,chiefonboarding,,39999:39999,22,4,1,0.25,3,1,1.0,0.005,OK
port,Hexsia__Fiport-Portfolio__docker-compose.yml.yml,backend,,39999:39999,58,5,1,0.2,4,1,1.0,0.0051,OK
port,HungTruong4689__Docker-and-Kubernetes__Docker_chapter-5-master_example-1_docker-compose.yml.yml,history,,39999:39999,35,6,1,0.166667,5,1,1.0,0.0047,OK
port,IT22277190__mtit-assignment2-hospital-microservices__docker-compose.yml.yml,api-gateway,,39999:39999,284,11,1,0.090909,10,1,1.0,0.0081,OK
port,IamHammadDevX__wfhlogger-AWS-S3__docker-compose.yml.yml,wfhlogger-new,,39999:39999,13,1,1,1.0,0,1,1.0,0.005,OK
port,IkigaiLabsETH__ikigAI-Labs__db_docker-compose.yml.md.yml,db,,39999:39999,58,15,1,0.066667,14,1,1.0,0.0063,OK
port,JJ810__ecommerce-django-react__docker-compose.yml.yml,nginx,,39999:39999,35,6,1,0.166667,5,1,1.0,0.0052,OK
port,JMaynor__Dolores__docker-compose.yml.yml,lavalink,,39999:39999,71,9,1,0.111111,8,1,1.0,0.005,OK
port,Jasonljy90__RabbitMQ-Project__docker-compose.yml.yml,rabbitmq,,39999:39999,29,20,1,0.05,19,1,1.0,0.0047,OK
port,JeremiahM37__homelab-blueprint__docker-compose.example.yml.yml,audiobookshelf,,39999:39999,721,108,1,0.009259,107,1,1.0,0.0127,OK
port,JessicaNathany__rinha-de-backend-2025__deploy_docker-compose.yml.yml,backend_database,,39999:39999,94,12,1,0.083333,11,1,1.0,0.0058,OK
port,Jhn611__9-10F-Bdev__docker-compose.yml.yml,backend,,39999:39999,14,14,1,0.071429,14,0,1.0,0.0044,OK
port,Jokerkraft__Sistema-De-Inventarios__docker-compose.yml.yml,mysql,,39999:39999,24,3,1,0.333333,2,1,1.0,0.005,OK
port,JonasB11__KarteiCard__docker-compose.yml.yml,app,,39999:39999,33,4,1,0.25,3,1,1.0,0.0067,OK
port,Jorgeluisferreira__plataforma_ensino__docker-compose.yml.yml,content,,39999:39999,37,7,1,0.142857,6,1,1.0,0.006,OK
port,JoshDunnDev__farmy-fish-fry__docker-compose.yml.yml,app,,39999:39999,81,23,1,0.043478,22,1,1.0,0.0063,OK
port,JosueCoto2__AgroflexSOA__docker-compose.yml.yml,admin,,39999:39999,270,77,1,0.012987,76,1,1.0,0.0093,OK
port,JuniorMinkoSon__SMART-FLLET__docker-compose.yml.yml,backend,,39999:39999,45,7,1,0.142857,6,1,1.0,0.0051,OK
port,K-Vincetti__autoRUZ__s2_db_hw_by_presentations_influxDb_docker-compose.yml.yml,explorer,,39999:39999,30,2,1,0.5,1,1,1.0,0.0046,OK
port,KTH__node-api__docker-compose.yml.in.yml,api,,39999:39999,16,11,1,0.090909,10,1,1.0,0.0049,OK
port,KTH__node-web__docker-compose.yml.in.yml,web,,39999:39999,42,27,1,0.037037,26,1,1.0,0.0056,OK
port,KamiALK__docker__databases_postgres_graph_docker-compose.yml.yml,music_db,,39999:39999,42,12,1,0.083333,11,1,1.0,0.0066,OK
port,Karnemorkon__matrix-dendrite-setup__docker-compose.yml.yml,admin-panel,,39999:39999,264,68,1,0.014706,67,1,1.0,0.0075,OK
port,L-rrrr__PapiBank__docker-compose.yml.yml,api,,39999:39999,31,4,1,0.25,3,1,1.0,0.0049,OK
port,LiReyes__todo-api__docker-compose.yml.yml,db,,39999:39999,37,23,1,0.043478,22,1,1.0,0.0045,OK
port,ListerStellar__financial-tracker__docker-compose.yml.yml,app,,39999:39999,28,14,1,0.071429,14,0,1.0,0.0047,OK
port,LuchnikKek__Team_Auth_sprint_2__docker-compose.yml.yml,auth_api,,39999:39999,171,26,1,0.038462,25,1,1.0,0.0072,OK
port,Lustyn__kats__docker-compose.yml.yml,nats,,39999:39999,14,2,1,0.5,1,1,1.0,0.0053,OK
port,MT-TEAM-Org__batch__docker-compose.yml.yml,app,,39999:39999,50,38,1,0.026316,37,1,1.0,0.0052,OK
port,MaHryCT3__whitelist_backend__docker-compose.yml.yml,nginx,,39999:39999,39,4,1,0.25,3,1,1.0,0.0046,OK
port,MangwaleDev__searchv2__docker-compose.yml.yml,search-opensearch,,39999:39999,384,74,1,0.013514,73,1,1.0,0.0094,OK
port,MariaNosareva__backend-course__rabbitmq_topic-example_docker-compose.yml.yml,rabbit,,39999:39999,20,10,1,0.1,9,1,1.0,0.0044,OK
port,Marukunai__alfresco__Alfresco_Ejercicio1_ejercicio_docker_docker-compose.yml.yml,ejercicio-acs,,39999:39999,67,10,1,0.1,9,1,1.0,0.005,OK
port,Marwan051__final-project-database__docker-compose.yml.yml,pgadmin,,39999:39999,47,4,1,0.25,3,1,1.0,0.0048,OK
port,MatejSkultety__jappinen_demo__docker-compose.yml.yml,app,,39999:39999,9,1,1,1.0,0,1,1.0,0.0042,OK
port,MateuszRostek__book-store__docker-compose.yml.yml,app,,39999:39999,32,8,1,0.125,7,1,1.0,0.0044,OK
port,MatiasJurgenson__ComfyUI-on-AMD-Linux-running-in-Podman__docker-compose.yml.yml,comfyk,,39999:39999,47,22,1,0.045455,21,1,1.0,0.0047,OK
port,MdMurad-102__nestJsTemplete__docker-compose.yml.yml,api,,39999:39999,41,7,1,0.142857,6,1,1.0,0.0048,OK
port,MenkoyS__3PROJ__docker-compose.yml.yml,backend,,39999:39999,90,11,1,0.090909,10,1,1.0,0.0055,OK
port,Mingo07-dev__n8n_workflows__docker-compose.yml.yml,n8n,,39999:39999,50,6,1,0.166667,5,1,1.0,0.0049,OK
port,Morlock52__psscript-manager__psscript-test-20250731011322_docker-compose.yml.yml,test-db,,39999:39999,23,4,1,0.25,3,1,1.0,0.0045,OK
port,MrTorriz__homelab__docker_compose.yml.yml,audiobookshelf,,39999:39999,785,123,1,0.00813,122,1,1.0,0.0147,OK
port,N1CK99925__LoreSpring__docker-compose.yml.yml,backend,,39999:39999,30,10,1,0.1,10,0,1.0,0.0044,OK
port,NullSec-SIG__YCEP2024-Challenge-Submission-Template__Samples_Orwells_Firewall_service_docker-compose.yml.yml,orwells_firewall,,39999:39999,6,2,1,0.5,1,1,1.0,0.0041,OK
port,NuttyShrimp__bachelor-thesis-poc__benchmark_docker-compose.yml.yml,cadvisor,,39999:39999,262,42,1,0.02381,41,1,1.0,0.0066,OK
port,Oliver0804__docker_phpmyadmin__docker-compose.yml.yml,db,,39999:39999,28,16,1,0.0625,15,1,1.0,0.0044,OK
port,OneUptime__oneuptime__docker-compose.base.yml.yml,ingress,,39999:39999,559,162,1,0.006173,161,1,1.0,0.0142,OK
port,PACER-PHII__PACER-client__docker-compose.yml.bk.yml,ecr-manager,,39999:39999,64,10,1,0.1,9,1,1.0,0.0049,OK
port,PACER-PHII__PACER-client__docker-compose.yml.bk1.yml,ecr-manager,,39999:39999,43,7,1,0.142857,6,1,1.0,0.0047,OK
port,PacktPublishing__Building-Smart-Home-Automation-Solutions-with-Home-Assistant__Chapter_08_docker-compose.yml.yml,chronograf,,39999:39999,176,82,1,0.012195,81,1,1.0,0.0061,OK
port,PelionIoT__pelion-edge-provisioner__docker-compose.yml.yml,pep-api-server,,39999:39999,35,8,1,0.125,7,1,1.0,0.0048,OK
port,PeterNguyenX__AI-ActivEdu-thesis__Others_docker-compose.yml.yml,backend,,39999:39999,76,13,1,0.076923,12,1,1.0,0.0048,OK
port,PhuongDongIOT__restaurant__containers_kong_3_debian-12_docker-compose.yml.yml,kong,,39999:39999,24,4,1,0.25,3,1,1.0,0.0045,OK
port,ProjektZespolowyMetro__METRO__docker-compose.yml.yml,backend,,39999:39999,101,25,1,0.04,24,1,1.0,0.0053,OK
port,ProudRykar__MTUCI-Course_3-Fullstack__docker-compose.yml.yml,app,,39999:39999,140,29,1,0.034483,28,1,1.0,0.0055,OK
port,Prushka__Recipe-Fullstack__docker-compose.yml.yml,backend,,39999:39999,34,7,1,0.142857,6,1,1.0,0.0043,OK
port,Qauttrolab__paperless-ngx-synology-setup__docker-compose-ds723.yml.yml,gotenberg,,39999:39999,541,426,1,0.002347,425,1,1.0,0.0111,OK
port,RJWALICZEK__iot-monitor__docker-compose.yml.yml,pgadmin,,39999:39999,41,11,1,0.090909,11,0,1.0,0.0054,OK
port,RadovanBulla1304__DP_OtazkovySystem_v2__docker-compose.yml.yml,proxy,,39999:39999,48,1,1,1.0,0,1,1.0,0.0057,OK
port,Ragdata__labstacks__src_svc_wallos_docker-compose.yml.yml,wallos,,39999:39999,16,7,1,0.142857,6,1,1.0,0.0052,OK
port,Rahul-jooluru__AgentChain__docker-compose.yml.yml,postgres,,39999:39999,22,4,1,0.25,3,1,1.0,0.0047,OK
port,Reggy501__edutrack__attendance-service_docker-compose.yml.yml,attendance-service,,39999:39999,35,4,1,0.25,3,1,1.0,0.0046,OK
port,RichardUchotski__spring-boot-fullstack__docker-compose.yml.yml,amigoscode-rsu-api,,39999:39999,37,7,1,0.142857,6,1,1.0,0.0057,OK
port,Rishabhmannu__banking-observability-platform__backups_20250623_174521_docker-compose.yml.yml,account-service,,39999:39999,243,40,1,0.025,39,1,1.0,0.0092,OK
port,RitwikRishRaj__CN-SUMMER__docker-compose.yml.yml,backend,,39999:39999,74,12,1,0.083333,11,1,1.0,0.0076,OK
port,RobertoLangarica__udg-vivo__VIVO_docker-compose.yml.yml,solr,,39999:39999,36,7,1,0.142857,6,1,1.0,0.0065,OK
port,SONLE03__ClothingStoreE__docker-compose.yml.yml,app,,39999:39999,25,4,1,0.25,3,1,1.0,0.006,OK
port,SafariDesk-OS__Core__docker-compose.yml.yml,api,,39999:39999,94,21,1,0.047619,20,1,1.0,0.0071,OK
port,SaiMihir05__agentic-research-assistant__docker-compose.yml.yml,api,,39999:39999,69,12,1,0.083333,11,1,1.0,0.0058,OK
port,Sanjay2729117__projectS__docker-compose.yml.yml,app,,39999:39999,29,6,1,0.166667,5,1,1.0,0.0049,OK
port,SeaXen__StatSea__docker-compose.yml.yml,frontend,,39999:39999,27,2,1,0.5,1,1,1.0,0.0048,OK
port,SecCodeSmith__text-to-audiobook__docker-compose.yml.yml,ai-tts,,39999:39999,35,11,1,0.090909,10,1,1.0,0.0048,OK
port,Sergei2019__foodgram__infra_docker-compose.yml.yml,nginx,,39999:39999,53,12,1,0.083333,11,1,1.0,0.0043,OK
port,ShanelReyes__rory__docker-compose.yml.bak.yml,rory-client-0,,39999:39999,152,66,1,0.015152,65,1,1.0,0.0062,OK
port,Sharma-Mayank15__RAG-Based-LLM-Resume-Screening-AI-Evaluation-System__fastapi_resume_screener_docker-compose.yml.yml,db,,39999:39999,24,3,1,0.333333,2,1,1.0,0.0048,OK
port,Shreyash-Thakur__news-recommendation-system__docker-compose.yml.yml,api,,39999:39999,39,6,1,0.166667,5,1,1.0,0.0057,OK
port,Shrishesha4__movie-mag__docker-compose.yml.yml,movie-streamer,,39999:39999,87,8,1,0.125,7,1,1.0,0.0067,OK
port,SimpleHomelab__Docker-Traefik__archives_traefik_v1_docker-compose-t1-swarm.yml.yml,bazarr,,39999:39999,1070,158,1,0.006329,157,1,1.0,0.0222,OK
port,SimpleHomelab__Docker-Traefik__archives_traefik_v1_docker-compose-t1.yml.yml,airsonic,,39999:39999,1870,245,1,0.004082,244,1,1.0,0.0362,OK
port,Sohail-crdriod__-sohail-devops-week-__docker-compose.yml.yml,web,,39999:39999,8,1,1,1.0,1,0,1.0,0.004,OK
port,Soufleuse__GererEquipeJS__docker-compose.yml.yml,sqlserver-api-web,,39999:39999,32,7,1,0.142857,6,1,1.0,0.0046,OK
port,SovereignCloudStack__standards__compliance-monitor_docker-compose.yml.yml,postgres,,39999:39999,67,20,1,0.05,19,1,1.0,0.0063,OK
port,StheffanyHadlich__Academic-Angular__docker-compose.yml.yml,myapp,,39999:39999,12,6,1,0.166667,5,1,1.0,0.0052,OK
port,SuryaKTiwari11__kafka__docker-compose.yml.yml,kafka,,39999:39999,29,5,1,0.2,4,1,1.0,0.0053,OK
port,T6523__diabetes-prediction-s5e12__docker-compose.yml.yml,ml-lab,,39999:39999,20,5,1,0.2,4,1,1.0,0.005,OK
port,TJCatFood__backend__docker-compose.yml.dev.yml,db,,39999:39999,78,13,1,0.076923,13,0,1.0,0.0054,OK
port,TR-Krishna__docker__docker-compose.yml.yml,apimeter,,39999:39999,83,14,1,0.071429,13,1,1.0,0.005,OK
port,Taliana17__BuzzCore__docker-compose.yml.yml,redis,,39999:39999,11,4,1,0.25,3,1,1.0,0.0043,OK
port,Tanvrit__phi-pricing-platform__docker-compose.yml.yml,mongo,,39999:39999,33,19,1,0.052632,18,1,1.0,0.0044,OK
port,Tardfyou__SemWeaver__docker-compose.yml.yml,chromadb,,39999:39999,24,4,1,0.25,3,1,1.0,0.0046,OK
port,Team-olbl__S-tickey__deploy_docker-compose.yml.yml,api,,39999:39999,98,13,1,0.076923,12,1,1.0,0.0056,OK
port,ThomasQi3141__syncspark__docker-compose.yml.yml,backend,,39999:39999,13,4,1,0.25,3,1,1.0,0.0044,OK
port,Tobita-Ryusuke__test-foodcre__docker-compose.yml.yml,db,,39999:39999,30,4,1,0.25,3,1,1.0,0.0046,OK
port,ToolboxAid__Docker-Assistant__templates_portainer_docker-compose.yml.yml,agent,,39999:39999,,,1,,,,,0.0032,"APPLY_FAILED: yaml-cpp: error at line 37, column 9: bad conversion"
port,TopMob__google-api-web__docker-compose.yml.yml,gateway,,39999:39999,24,3,1,0.333333,2,1,1.0,0.0047,OK
port,TroJanBoi__CEPP-67__docker-compose.yml.yml,be,,39999:39999,39,4,1,0.25,3,1,1.0,0.0055,OK
port,ValeriTodorov01__VALERI-VOT-DOM-2-SROK-2__docker-compose.yml.yml,backend,,39999:39999,130,62,1,0.016129,61,1,1.0,0.0064,OK
port,VaultSparkStudios__vaultspark-football-gm__ops_deploy-backend.docker-compose.yml.yml,community-stats,,39999:39999,59,7,1,0.142857,6,1,1.0,0.0057,OK
port,VelarIQ__brain-free__docker-compose.yml.yml,brain-api,,39999:39999,22,3,1,0.333333,2,1,1.0,0.005,OK
port,ViniciusResende__F1-FuelHub__mongo-db-docker-compose.yml.yml,db,,39999:39999,16,6,1,0.166667,5,1,1.0,0.005,OK
port,Vishva0007__codexstockbuild__docker-compose.yml.yml,backend,,39999:39999,50,7,1,0.142857,6,1,1.0,0.0053,OK
port,Websoft9__docker-library__apps_jetty_docker-compose.yml.yml,jetty,,39999:39999,26,12,1,0.083333,11,1,1.0,0.0064,OK
port,Wilcolab__Anythink-Market-e60qvd10__docker-compose.yml.yml,node-server,,39999:39999,17,1,1,1.0,0,1,1.0,0.0062,OK
volume-source,0kkun__tennis-track__.openapi_docker-compose.yml.yml,cli,./,/opt/cm-test-source,32,4,1,0.25,3,1,1.0,0.0048,OK
volume-source,1qzxc__infra__shared-files_docker_gitlabci_docker-compose.yml.yml,web,./config,/opt/cm-test-source,19,13,1,0.076923,13,0,1.0,0.003,OK
volume-source,3PillarGlobal__engineering-playbook__dockerized-automation_docker-compose.yml.yml,automation,./automation,/opt/cm-test-source,31,9,1,0.111111,8,1,1.0,0.0045,OK
volume-source,3bsolutionsltd__transconnect-app__docker-compose.yml.yml,backend,./transconnect-backend/prisma,/opt/cm-test-source,81,13,1,0.076923,12,1,1.0,0.0057,OK
volume-source,97jsantos__atividade-pratica-modulo-14__docker-compose.yml.yml,db_postgresql,./bancodedados/data,/opt/cm-test-source,61,24,1,0.041667,24,0,1.0,0.0053,OK
volume-source,9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,producer,./producer.py,/opt/cm-test-source,115,48,1,0.020833,47,1,1.0,0.0054,OK
volume-source,AAARRRCCC__richmond-walk-roulette__valhalla_docker-compose.yml.yml,valhalla,./data,/opt/cm-test-source,45,31,1,0.032258,30,1,1.0,0.0049,OK
volume-source,ALipckin__task-flow-backend__auth_docker-compose.yml.yml,app,.,/opt/cm-test-source,45,9,1,0.111111,8,1,1.0,0.005,OK
volume-source,AP0827__Multi-Threaded-Web-Server__docker-compose.yml.yml,modsecurity,./docker/modsecurity/REQUEST-900-EXCLUSION-RULES-BEFORE-CRS.conf,/opt/cm-test-source,93,4,1,0.25,3,1,1.0,0.0062,OK
volume-source,AbdullahSholi__DOS_Project_Part1__docker-compose.yml.yml,catalog-server,./src/catalog-service,/opt/cm-test-source,64,8,1,0.125,7,1,1.0,0.0056,OK
volume-source,AdrienPoupa__docker-compose-nas__docker-compose.yml.yml,autobrr,${CONFIG_ROOT,/opt/cm-test-source,580,38,1,0.026316,37,1,1.0,0.0153,OK
volume-source,AhmedIsmailKhalid__Iris-Classification-System-MLOps__deployment_docker-compose.yml.yml,api,../models,/opt/cm-test-source,39,7,1,0.142857,6,1,1.0,0.0047,OK
volume-source,Aish2140__movie-recommender-endee__docker-compose.yml.yml,endee,endee-data,/opt/cm-test-source,35,5,1,0.2,4,1,1.0,0.0048,OK
volume-source,Akash112004__ChaiGallery__docker-compose.yml.yml,db,postgres_data,/opt/cm-test-source,16,4,1,0.25,3,1,1.0,0.0053,OK
volume-source,Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,airflow-init,./airflow/dags,/opt/cm-test-source,360,50,1,0.02,49,1,1.0,0.0146,OK
volume-source,Alanaktion__artdeck__docker-compose.yml.yml,laravel.test,.,/opt/cm-test-source,72,69,1,0.014493,69,0,1.0,0.0051,OK
volume-source,Alexandra2888__eShop__docker-compose.yml.yml,backend,./backend/uploads,/opt/cm-test-source,48,7,1,0.142857,6,1,1.0,0.0054,OK
volume-source,Alexestgrand__RoyalChess__docker-compose.yml.yml,postgres,royalchess_pg_data,/opt/cm-test-source,39,5,1,0.2,4,1,1.0,0.0059,OK
volume-source,Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,backend,./backend,/opt/cm-test-source,59,11,1,0.090909,10,1,1.0,0.0067,OK
volume-source,Amrue320__cicd-demo-app__docker-compose.yml.yml,app,static_files,/opt/cm-test-source,78,17,1,0.058824,16,1,1.0,0.0075,OK
volume-source,AndresHardware__Vaultwarden__docker-compose.yml.txt.yml,vaultwarden,./vw-data/,/opt/cm-test-source,35,3,1,0.333333,2,1,1.0,0.0063,OK
volume-source,AnjaliSamrat__Real-states-risks-scorer__docker-compose.yml.yml,backend,./backend,/opt/cm-test-source,58,8,1,0.125,7,1,1.0,0.0066,OK
volume-source,ArthurLopes191__Projetos-Ulbra__2022-1_PW_Aula_11_docker-lamp-pw-master_docker-compose.yml.yml,db,./mysql/init.sql,/opt/cm-test-source,35,32,1,0.03125,32,0,1.0,0.0052,OK
volume-source,ArturB__RSO__docker-compose.yml.bak.yml,mygateway-app,/root/ssl,/opt/cm-test-source,43,22,1,0.045455,22,0,1.0,0.0039,OK
volume-source,Aryan16032004__Realtime-Chat-application__docker-compose.yml.yml,api,./Backend,/opt/cm-test-source,36,4,1,0.25,3,1,1.0,0.0051,OK
volume-source,AryanMarwah7781__FitPub__docker-compose.yml.yml,fitpub-api,./backend/app,/opt/cm-test-source,95,16,1,0.0625,16,0,1.0,0.0057,OK
volume-source,AshwinSaklecha__LedgerPay__docker-compose.yml.yml,postgres,postgres_data,/opt/cm-test-source,29,4,1,0.25,3,1,1.0,0.0048,OK
volume-source,BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,db,postgres,/opt/cm-test-source,176,12,1,0.083333,11,1,1.0,0.0073,OK
volume-source,Baptiste4321__biblioteque-node_express__backend_docker-compose.yml.yml,db,pgdata,/opt/cm-test-source,58,27,1,0.037037,26,1,1.0,0.0049,OK
volume-source,Bara2222__fittrack__docker-compose.yml.yml,backend,./instance,/opt/cm-test-source,54,4,1,0.25,3,1,1.0,0.005,OK
volume-source,Bensmina-Anass__streaming-sales-analytics__clickhouse_docker-compose.yml.yml,clickhouse,clickhouse_data_ml,/opt/cm-test-source,31,7,1,0.142857,6,1,1.0,0.0046,OK
volume-source,BinhSilver__sentry_Suport_learning_Japanese-Public__docker-compose.yml.yml,app,./uploads,/opt/cm-test-source,71,7,1,0.142857,6,1,1.0,0.0055,OK
volume-source,BlackAntik__service-oriented-architecture-__kafka_clickhouse_postgresql_docker-compose.yml.yml,aggregation,./aggregation/migrations,/opt/cm-test-source,261,24,1,0.041667,23,1,1.0,0.0101,OK
volume-source,Bleenq-Technology__ai-homelab__docker_ai_compose.ai.yml.yml,bge-m3,./bge-m3/models,/opt/cm-test-source,551,227,1,0.004405,226,1,1.0,0.0127,OK
volume-source,Bohdan778__quizbot__docker-compose.yml.yml,web,.,/opt/cm-test-source,21,3,1,0.333333,2,1,1.0,0.0048,OK
volume-source,BorowskaNatalia__mini_data_platform__docker-compose.yml.yml,airflow-init,./dags,/opt/cm-test-source,262,58,1,0.017241,57,1,1.0,0.0086,OK
volume-source,ByteMeDirk__semantic-medallion-data-platform__docker-compose.yml.yml,postgres,postgres-data,/opt/cm-test-source,44,6,1,0.166667,5,1,1.0,0.0047,OK
volume-source,CEIJ-GPSDE__GoTracker__docker-compose.yml.yml,location-tracker-feature,./certs,/opt/cm-test-source,108,19,1,0.052632,18,1,1.0,0.0058,OK
volume-source,CJLove__homelab__ArtifactKeeper_docker-compose.yml.yml,backend,artifact_storage,/opt/cm-test-source,636,311,1,0.003215,310,1,1.0,0.0113,OK
volume-source,CMU-313__docker-intro__docker-compose.yml_1.txt.yml,web,.,/opt/cm-test-source,10,3,1,0.333333,2,1,1.0,0.0044,OK
volume-source,CMU-313__docker-intro__docker-compose.yml_2.txt.yml,web,.,/opt/cm-test-source,15,4,1,0.25,3,1,1.0,0.0044,OK
volume-source,CNR-ISMAR__iws__docker-compose.yml.old.yml,celery,.,/opt/cm-test-source,306,124,1,0.008065,123,1,1.0,0.0084,OK
volume-source,CilentoX__wpp-sherek-multi__docker-compose.yml.yml,shrek-bot,./.wwebjs_auth,/opt/cm-test-source,10,2,1,0.5,1,1,1.0,0.0042,OK
volume-source,CodesWhat__drydock__test_qa-compose.yml.yml,dex,./dex-config.yaml,/opt/cm-test-source,636,213,1,0.004695,212,1,1.0,0.0117,OK
volume-source,DDS-Solutions__AI-TadPole-OS__docker-compose.yml.yml,grafana,./monitoring/grafana/provisioning/datasources,/opt/cm-test-source,73,14,1,0.071429,13,1,1.0,0.0051,OK
volume-source,DEDSEC-0010__sentiment-serve__docker-compose.yml.yml,api,./models,/opt/cm-test-source,56,14,1,0.071429,13,1,1.0,0.0052,OK
volume-source,DEIPworld__deip-orip-client__docker-compose.yml.old.yml,deip-client,/etc/letsencrypt,/opt/cm-test-source,11,10,1,0.1,10,0,1.0,0.0046,OK
volume-source,DamienDESSAUX-M2i__M2i_CDSD_TDTP__spark_demos_lab-etl_docker-compose.yml.yml,spark-master,./data,/opt/cm-test-source,82,12,1,0.083333,11,1,1.0,0.0067,OK
volume-source,DaniilZebzeev__hse-ml-contrast-checker__docker-compose.yml.yml,cli,./examples,/opt/cm-test-source,38,6,1,0.166667,5,1,1.0,0.0056,OK
volume-source,Darkbuilder646__Task-Gestion__TaskGestion_-_Back_taskgestion_docker-compose.yml.yml,postgres,postgres_data,/opt/cm-test-source,18,5,1,0.2,4,1,1.0,0.005,OK
