experiment,tool,op,file,service,status,elapsed_s,actual_changed_lines,collateral_preserved
modification,yamlcpp-naive,image,Erfan-ffa__UrlShortner-DistributedSystem-__docker-compose.yml.yml,mongo-replica-container,OK,0.0041,32,False
modification,composemorph,image,EviL345__praktika_bot__docker-compose.yml.yml,bot,OK,0.0064,7,True
modification,yamlcpp-careful,image,EviL345__praktika_bot__docker-compose.yml.yml,bot,OK,0.0045,9,True
modification,yamlcpp-naive,image,EviL345__praktika_bot__docker-compose.yml.yml,bot,OK,0.0048,23,False
modification,composemorph,image,EvilFreelancer__docker-nextcloud__docker-compose.yml.dist.yml,certbot,OK,0.0077,32,True
modification,yamlcpp-careful,image,EvilFreelancer__docker-nextcloud__docker-compose.yml.dist.yml,certbot,OK,0.006,32,True
modification,yamlcpp-naive,image,EvilFreelancer__docker-nextcloud__docker-compose.yml.dist.yml,certbot,OK,0.0043,35,False
modification,composemorph,image,Fayer00__metric_proyect__docker-compose.yml.yml,db,OK,0.0071,4,True
modification,yamlcpp-careful,image,Fayer00__metric_proyect__docker-compose.yml.yml,db,OK,0.0042,6,True
modification,yamlcpp-naive,image,Fayer00__metric_proyect__docker-compose.yml.yml,db,OK,0.0041,11,False
modification,composemorph,image,Felix-gg-cloud__ClaudeWorkspace__projects_LinguaLeap_docker-compose.yml.yml,minio,OK,0.0053,5,True
modification,yamlcpp-careful,image,Felix-gg-cloud__ClaudeWorkspace__projects_LinguaLeap_docker-compose.yml.yml,minio,OK,0.0033,9,True
modification,yamlcpp-naive,image,Felix-gg-cloud__ClaudeWorkspace__projects_LinguaLeap_docker-compose.yml.yml,minio,OK,0.0032,17,False
modification,composemorph,image,FtHalima__Smart-Internship-Freelance-Matching-Platform__smart-match-backend_docker-compose.yml.yml,mongo-express,OK,0.0051,5,True
modification,yamlcpp-careful,image,FtHalima__Smart-Internship-Freelance-Matching-Platform__smart-match-backend_docker-compose.yml.yml,mongo-express,OK,0.0036,9,False
modification,yamlcpp-naive,image,FtHalima__Smart-Internship-Freelance-Matching-Platform__smart-match-backend_docker-compose.yml.yml,mongo-express,OK,0.0034,18,False
modification,composemorph,image,GenessyX__open-gallery__docker-compose.yml.yml,minio,OK,0.0051,13,True
modification,yamlcpp-careful,image,GenessyX__open-gallery__docker-compose.yml.yml,minio,OK,0.0033,17,True
modification,yamlcpp-naive,image,GenessyX__open-gallery__docker-compose.yml.yml,minio,OK,0.0031,28,False
modification,composemorph,image,GetxoUdala__decidim-getxo__docker-compose.yml.old.yml,app,OK,0.0059,5,True
modification,yamlcpp-careful,image,GetxoUdala__decidim-getxo__docker-compose.yml.old.yml,app,OK,0.0056,5,True
modification,yamlcpp-naive,image,GetxoUdala__decidim-getxo__docker-compose.yml.old.yml,app,OK,0.004,51,False
modification,composemorph,image,Grazziano__api-adote-um-amigo__docker-compose.yml.yml,db,OK,0.0049,9,True
modification,yamlcpp-careful,image,Grazziano__api-adote-um-amigo__docker-compose.yml.yml,db,OK,0.0039,9,True
modification,yamlcpp-naive,image,Grazziano__api-adote-um-amigo__docker-compose.yml.yml,db,OK,0.0032,20,False
modification,composemorph,image,Guilher0__agro_monitor__docker-compose.yml.yml,app,OK,0.0054,19,True
modification,yamlcpp-careful,image,Guilher0__agro_monitor__docker-compose.yml.yml,app,OK,0.0039,22,True
modification,yamlcpp-naive,image,Guilher0__agro_monitor__docker-compose.yml.yml,app,OK,0.0043,50,False
modification,composemorph,image,Gustav0Prado__trab-seguranca__docker-compose.yml.yml,attacker,OK,0.0048,43,True
modification,yamlcpp-careful,image,Gustav0Prado__trab-seguranca__docker-compose.yml.yml,attacker,OK,0.0032,44,True
modification,yamlcpp-naive,image,Gustav0Prado__trab-seguranca__docker-compose.yml.yml,attacker,OK,0.0028,44,False
modification,composemorph,image,GustavAT__Votor__docker-compose.yml.old.yml,votor,OK,0.0047,3,True
modification,yamlcpp-careful,image,GustavAT__Votor__docker-compose.yml.old.yml,votor,OK,0.0033,3,True
modification,yamlcpp-naive,image,GustavAT__Votor__docker-compose.yml.old.yml,votor,OK,0.0037,6,False
modification,composemorph,image,HachimouAkram__examenQualiteLogiciel__docker-compose.yml.yml,db,OK,0.0049,9,True
modification,yamlcpp-careful,image,HachimouAkram__examenQualiteLogiciel__docker-compose.yml.yml,db,OK,0.0037,12,True
modification,yamlcpp-naive,image,HachimouAkram__examenQualiteLogiciel__docker-compose.yml.yml,db,OK,0.0037,20,False
modification,composemorph,image,Hamada-khairi__Hamada-HomeLab__docker-compose.yml.yml,adguardhome-sync,OK,0.0126,219,True
modification,yamlcpp-careful,image,Hamada-khairi__Hamada-HomeLab__docker-compose.yml.yml,adguardhome-sync,OK,0.0157,366,True
modification,yamlcpp-naive,image,Hamada-khairi__Hamada-HomeLab__docker-compose.yml.yml,adguardhome-sync,OK,0.0132,378,False
modification,composemorph,image,Heretek-AI__heretek-stacks__arcane-repo_templates_chiefonboarding_docker-compose.yml.yml,chiefonboarding,OK,0.0042,4,True
modification,yamlcpp-careful,image,Heretek-AI__heretek-stacks__arcane-repo_templates_chiefonboarding_docker-compose.yml.yml,chiefonboarding,OK,0.0028,6,True
modification,yamlcpp-naive,image,Heretek-AI__heretek-stacks__arcane-repo_templates_chiefonboarding_docker-compose.yml.yml,chiefonboarding,OK,0.0027,17,False
modification,composemorph,image,Hexsia__Fiport-Portfolio__docker-compose.yml.yml,postgres,OK,0.0049,5,True
modification,yamlcpp-careful,image,Hexsia__Fiport-Portfolio__docker-compose.yml.yml,postgres,OK,0.0044,10,True
modification,yamlcpp-naive,image,Hexsia__Fiport-Portfolio__docker-compose.yml.yml,postgres,OK,0.0045,23,False
modification,composemorph,image,HungTruong4689__Docker-and-Kubernetes__Docker_chapter-5-master_example-1_docker-compose.yml.yml,history,OK,0.0062,6,True
modification,yamlcpp-careful,image,HungTruong4689__Docker-and-Kubernetes__Docker_chapter-5-master_example-1_docker-compose.yml.yml,history,OK,0.0045,10,False
modification,yamlcpp-naive,image,HungTruong4689__Docker-and-Kubernetes__Docker_chapter-5-master_example-1_docker-compose.yml.yml,history,OK,0.0042,20,False
modification,composemorph,image,IT22277190__mtit-assignment2-hospital-microservices__docker-compose.yml.yml,mongodb,OK,0.0079,11,True
modification,yamlcpp-careful,image,IT22277190__mtit-assignment2-hospital-microservices__docker-compose.yml.yml,mongodb,OK,0.0059,49,False
modification,yamlcpp-naive,image,IT22277190__mtit-assignment2-hospital-microservices__docker-compose.yml.yml,mongodb,OK,0.006,63,False
modification,composemorph,image,IkigaiLabsETH__ikigAI-Labs__db_docker-compose.yml.md.yml,db,OK,0.0049,15,True
modification,yamlcpp-careful,image,IkigaiLabsETH__ikigAI-Labs__db_docker-compose.yml.md.yml,db,OK,0.0037,31,False
modification,yamlcpp-naive,image,IkigaiLabsETH__ikigAI-Labs__db_docker-compose.yml.md.yml,db,OK,0.0034,35,False
modification,composemorph,image,JJ810__ecommerce-django-react__docker-compose.yml.yml,db,OK,0.0051,6,True
modification,yamlcpp-careful,image,JJ810__ecommerce-django-react__docker-compose.yml.yml,db,OK,0.0035,7,True
modification,yamlcpp-naive,image,JJ810__ecommerce-django-react__docker-compose.yml.yml,db,OK,0.0033,11,False
modification,composemorph,image,JMaynor__Dolores__docker-compose.yml.yml,dolores,OK,0.0047,9,True
modification,yamlcpp-careful,image,JMaynor__Dolores__docker-compose.yml.yml,dolores,OK,0.0038,10,True
modification,yamlcpp-naive,image,JMaynor__Dolores__docker-compose.yml.yml,dolores,OK,0.0034,40,False
modification,composemorph,image,Jasonljy90__RabbitMQ-Project__docker-compose.yml.yml,rabbitmq,OK,0.0048,20,True
modification,yamlcpp-careful,image,Jasonljy90__RabbitMQ-Project__docker-compose.yml.yml,rabbitmq,OK,0.0036,21,True
modification,yamlcpp-naive,image,Jasonljy90__RabbitMQ-Project__docker-compose.yml.yml,rabbitmq,OK,0.0034,24,False
modification,composemorph,image,JeremiahM37__homelab-blueprint__docker-compose.example.yml.yml,audiobookshelf,OK,0.0115,108,True
modification,yamlcpp-careful,image,JeremiahM37__homelab-blueprint__docker-compose.example.yml.yml,audiobookshelf,OK,0.0094,141,True
modification,yamlcpp-naive,image,JeremiahM37__homelab-blueprint__docker-compose.example.yml.yml,audiobookshelf,OK,0.0108,150,False
modification,composemorph,image,JessicaNathany__rinha-de-backend-2025__deploy_docker-compose.yml.yml,backend-api-1,OK,0.0057,11,True
modification,yamlcpp-careful,image,JessicaNathany__rinha-de-backend-2025__deploy_docker-compose.yml.yml,backend-api-1,OK,0.004,21,False
modification,yamlcpp-naive,image,JessicaNathany__rinha-de-backend-2025__deploy_docker-compose.yml.yml,backend-api-1,OK,0.0039,32,False
modification,composemorph,image,Jianxuan-Li__dev-in-docker__python3-nginx_docker-compose.yml.yml,stack-build,OK,0.0047,2,True
modification,yamlcpp-careful,image,Jianxuan-Li__dev-in-docker__python3-nginx_docker-compose.yml.yml,stack-build,OK,0.003,3,True
modification,yamlcpp-naive,image,Jianxuan-Li__dev-in-docker__python3-nginx_docker-compose.yml.yml,stack-build,OK,0.0029,6,False
modification,composemorph,image,Jokerkraft__Sistema-De-Inventarios__docker-compose.yml.yml,mysql,OK,0.0048,3,True
modification,yamlcpp-careful,image,Jokerkraft__Sistema-De-Inventarios__docker-compose.yml.yml,mysql,OK,0.0032,5,True
modification,yamlcpp-naive,image,Jokerkraft__Sistema-De-Inventarios__docker-compose.yml.yml,mysql,OK,0.0029,21,False
modification,composemorph,image,JonasB11__KarteiCard__docker-compose.yml.yml,db,OK,0.0052,4,True
modification,yamlcpp-careful,image,JonasB11__KarteiCard__docker-compose.yml.yml,db,OK,0.0042,7,True
modification,yamlcpp-naive,image,JonasB11__KarteiCard__docker-compose.yml.yml,db,OK,0.0034,20,False
modification,composemorph,image,JoshDunnDev__farmy-fish-fry__docker-compose.yml.yml,db,OK,0.0059,23,True
modification,yamlcpp-careful,image,JoshDunnDev__farmy-fish-fry__docker-compose.yml.yml,db,OK,0.0036,29,True
modification,yamlcpp-naive,image,JoshDunnDev__farmy-fish-fry__docker-compose.yml.yml,db,OK,0.0033,47,False
modification,composemorph,image,JosueCoto2__AgroflexSOA__docker-compose.yml.yml,mysql,OK,0.0074,77,True
modification,yamlcpp-careful,image,JosueCoto2__AgroflexSOA__docker-compose.yml.yml,mysql,OK,0.0058,92,True
modification,yamlcpp-naive,image,JosueCoto2__AgroflexSOA__docker-compose.yml.yml,mysql,OK,0.0057,108,False
modification,composemorph,image,K-Vincetti__autoRUZ__s2_db_hw_by_presentations_influxDb_docker-compose.yml.yml,explorer,OK,0.005,2,True
modification,yamlcpp-careful,image,K-Vincetti__autoRUZ__s2_db_hw_by_presentations_influxDb_docker-compose.yml.yml,explorer,OK,0.0033,6,True
modification,yamlcpp-naive,image,K-Vincetti__autoRUZ__s2_db_hw_by_presentations_influxDb_docker-compose.yml.yml,explorer,OK,0.0034,14,False
modification,composemorph,image,KARTHIK-BATTIPROLU__Agentic-Resume-Tailor__overleaf_services_notifications_docker-compose.yml.yml,mongo,OK,0.0053,11,True
modification,yamlcpp-careful,image,KARTHIK-BATTIPROLU__Agentic-Resume-Tailor__overleaf_services_notifications_docker-compose.yml.yml,mongo,OK,0.0037,13,True
modification,yamlcpp-naive,image,KARTHIK-BATTIPROLU__Agentic-Resume-Tailor__overleaf_services_notifications_docker-compose.yml.yml,mongo,OK,0.0039,22,False
modification,composemorph,image,KamiALK__docker__databases_postgres_graph_docker-compose.yml.yml,music_db,OK,0.0045,12,True
modification,yamlcpp-careful,image,KamiALK__docker__databases_postgres_graph_docker-compose.yml.yml,music_db,OK,0.0032,13,True
modification,yamlcpp-naive,image,KamiALK__docker__databases_postgres_graph_docker-compose.yml.yml,music_db,OK,0.0031,23,False
modification,composemorph,image,Karnemorkon__matrix-dendrite-setup__docker-compose.yml.yml,admin-panel,OK,0.0065,68,True
modification,yamlcpp-careful,image,Karnemorkon__matrix-dendrite-setup__docker-compose.yml.yml,admin-panel,OK,0.0056,80,True
modification,yamlcpp-naive,image,Karnemorkon__matrix-dendrite-setup__docker-compose.yml.yml,admin-panel,OK,0.0065,94,False
modification,composemorph,image,L-rrrr__PapiBank__docker-compose.yml.yml,db,OK,0.0043,4,True
modification,yamlcpp-careful,image,L-rrrr__PapiBank__docker-compose.yml.yml,db,OK,0.0031,7,True
modification,yamlcpp-naive,image,L-rrrr__PapiBank__docker-compose.yml.yml,db,OK,0.0027,19,False
modification,composemorph,image,LegitCamper__homelab__homeserver_docker_compose.yml.yml,audiobookshelf,OK,0.0156,142,True
modification,yamlcpp-careful,image,LegitCamper__homelab__homeserver_docker_compose.yml.yml,audiobookshelf,OK,0.0146,163,True
modification,yamlcpp-naive,image,LegitCamper__homelab__homeserver_docker_compose.yml.yml,audiobookshelf,OK,0.0141,175,False
modification,composemorph,image,LiReyes__todo-api__docker-compose.yml.yml,db,OK,0.0044,23,True
modification,yamlcpp-careful,image,LiReyes__todo-api__docker-compose.yml.yml,db,OK,0.0029,24,True
modification,yamlcpp-naive,image,LiReyes__todo-api__docker-compose.yml.yml,db,OK,0.0028,32,False
modification,composemorph,image,ListerStellar__financial-tracker__docker-compose.yml.yml,db,OK,0.0044,15,True
modification,yamlcpp-careful,image,ListerStellar__financial-tracker__docker-compose.yml.yml,db,OK,0.0029,16,True
modification,yamlcpp-naive,image,ListerStellar__financial-tracker__docker-compose.yml.yml,db,OK,0.003,30,False
modification,composemorph,image,LuchnikKek__Team_Auth_sprint_2__docker-compose.yml.yml,auth_postgres,OK,0.0062,26,True
modification,yamlcpp-careful,image,LuchnikKek__Team_Auth_sprint_2__docker-compose.yml.yml,auth_postgres,OK,0.0046,30,True
modification,yamlcpp-naive,image,LuchnikKek__Team_Auth_sprint_2__docker-compose.yml.yml,auth_postgres,OK,0.0057,45,False
modification,composemorph,image,Lustyn__kats__docker-compose.yml.yml,nats,OK,0.0046,2,True
modification,yamlcpp-careful,image,Lustyn__kats__docker-compose.yml.yml,nats,OK,0.0028,3,True
modification,yamlcpp-naive,image,Lustyn__kats__docker-compose.yml.yml,nats,OK,0.0028,7,False
modification,composemorph,image,MT-TEAM-Org__batch__docker-compose.yml.yml,app,OK,0.0044,37,True
modification,yamlcpp-careful,image,MT-TEAM-Org__batch__docker-compose.yml.yml,app,OK,0.0031,37,True
modification,yamlcpp-naive,image,MT-TEAM-Org__batch__docker-compose.yml.yml,app,OK,0.0031,48,False
modification,composemorph,image,MaHryCT3__whitelist_backend__docker-compose.yml.yml,bot,OK,0.0045,4,True
modification,yamlcpp-careful,image,MaHryCT3__whitelist_backend__docker-compose.yml.yml,bot,OK,0.003,4,True
modification,yamlcpp-naive,image,MaHryCT3__whitelist_backend__docker-compose.yml.yml,bot,OK,0.003,16,False
modification,composemorph,image,MangwaleDev__searchv2__docker-compose.yml.yml,search-adminer,OK,0.008,74,True
modification,yamlcpp-careful,image,MangwaleDev__searchv2__docker-compose.yml.yml,search-adminer,OK,0.0092,103,True
modification,yamlcpp-naive,image,MangwaleDev__searchv2__docker-compose.yml.yml,search-adminer,OK,0.0077,112,False
modification,composemorph,image,MariaNosareva__backend-course__rabbitmq_topic-example_docker-compose.yml.yml,rabbit,OK,0.0039,10,True
modification,yamlcpp-careful,image,MariaNosareva__backend-course__rabbitmq_topic-example_docker-compose.yml.yml,rabbit,OK,0.0036,10,True
modification,yamlcpp-naive,image,MariaNosareva__backend-course__rabbitmq_topic-example_docker-compose.yml.yml,rabbit,OK,0.0036,10,False
modification,composemorph,image,Marukunai__alfresco__Alfresco_Ejercicio1_ejercicio_docker_docker-compose.yml.yml,ejercicio-acs,OK,0.0066,10,True
modification,yamlcpp-careful,image,Marukunai__alfresco__Alfresco_Ejercicio1_ejercicio_docker_docker-compose.yml.yml,ejercicio-acs,OK,0.0046,18,True
modification,yamlcpp-naive,image,Marukunai__alfresco__Alfresco_Ejercicio1_ejercicio_docker_docker-compose.yml.yml,ejercicio-acs,OK,0.0044,27,False
modification,composemorph,image,Marwan051__final-project-database__docker-compose.yml.yml,pgadmin,OK,0.0064,4,True
modification,yamlcpp-careful,image,Marwan051__final-project-database__docker-compose.yml.yml,pgadmin,OK,0.004,8,False
modification,yamlcpp-naive,image,Marwan051__final-project-database__docker-compose.yml.yml,pgadmin,OK,0.0041,20,False
modification,composemorph,image,MateuszRostek__book-store__docker-compose.yml.yml,mysqldb,OK,0.0044,8,True
modification,yamlcpp-careful,image,MateuszRostek__book-store__docker-compose.yml.yml,mysqldb,OK,0.0042,10,True
modification,yamlcpp-naive,image,MateuszRostek__book-store__docker-compose.yml.yml,mysqldb,OK,0.0038,19,False
modification,composemorph,image,MatiasJurgenson__ComfyUI-on-AMD-Linux-running-in-Podman__docker-compose.yml.yml,comfyk,OK,0.0055,22,True
modification,yamlcpp-careful,image,MatiasJurgenson__ComfyUI-on-AMD-Linux-running-in-Podman__docker-compose.yml.yml,comfyk,OK,0.0033,23,True
modification,yamlcpp-naive,image,MatiasJurgenson__ComfyUI-on-AMD-Linux-running-in-Podman__docker-compose.yml.yml,comfyk,OK,0.0032,45,False
modification,composemorph,image,MdMurad-102__nestJsTemplete__docker-compose.yml.yml,db,OK,0.0061,7,True
modification,yamlcpp-careful,image,MdMurad-102__nestJsTemplete__docker-compose.yml.yml,db,OK,0.0036,7,True
modification,yamlcpp-naive,image,MdMurad-102__nestJsTemplete__docker-compose.yml.yml,db,OK,0.004,19,False
modification,composemorph,image,MenkoyS__3PROJ__docker-compose.yml.yml,backend,OK,0.0072,11,True
modification,yamlcpp-careful,image,MenkoyS__3PROJ__docker-compose.yml.yml,backend,OK,0.0043,17,True
modification,yamlcpp-naive,image,MenkoyS__3PROJ__docker-compose.yml.yml,backend,OK,0.0053,48,False
modification,composemorph,image,Mingo07-dev__n8n_workflows__docker-compose.yml.yml,n8n,OK,0.0064,6,True
modification,yamlcpp-careful,image,Mingo07-dev__n8n_workflows__docker-compose.yml.yml,n8n,OK,0.0039,10,False
modification,yamlcpp-naive,image,Mingo07-dev__n8n_workflows__docker-compose.yml.yml,n8n,OK,0.0035,23,False
modification,composemorph,image,Morlock52__psscript-manager__psscript-test-20250731011322_docker-compose.yml.yml,test-db,OK,0.0047,4,True
modification,yamlcpp-careful,image,Morlock52__psscript-manager__psscript-test-20250731011322_docker-compose.yml.yml,test-db,OK,0.0029,7,True
modification,yamlcpp-naive,image,Morlock52__psscript-manager__psscript-test-20250731011322_docker-compose.yml.yml,test-db,OK,0.0038,13,False
modification,composemorph,image,MrTorriz__homelab__docker_compose.yml.yml,adguardhome,OK,0.0197,123,True
modification,yamlcpp-careful,image,MrTorriz__homelab__docker_compose.yml.yml,adguardhome,OK,0.0139,168,True
modification,yamlcpp-naive,image,MrTorriz__homelab__docker_compose.yml.yml,adguardhome,OK,0.0136,176,False
modification,composemorph,image,NikolaiLutsenko__Rhino.OAuth2__docker-compose.yml.yml,db,OK,0.0044,9,True
modification,yamlcpp-careful,image,NikolaiLutsenko__Rhino.OAuth2__docker-compose.yml.yml,db,OK,0.0032,9,True
modification,yamlcpp-naive,image,NikolaiLutsenko__Rhino.OAuth2__docker-compose.yml.yml,db,OK,0.0037,12,False
modification,composemorph,image,NuttyShrimp__bachelor-thesis-poc__benchmark_docker-compose.yml.yml,cadvisor,OK,0.0072,42,True
modification,yamlcpp-careful,image,NuttyShrimp__bachelor-thesis-poc__benchmark_docker-compose.yml.yml,cadvisor,OK,0.0077,67,True
modification,yamlcpp-naive,image,NuttyShrimp__bachelor-thesis-poc__benchmark_docker-compose.yml.yml,cadvisor,OK,0.0065,70,False
modification,composemorph,image,Oliver0804__docker_phpmyadmin__docker-compose.yml.yml,db,OK,0.0043,15,True
modification,yamlcpp-careful,image,Oliver0804__docker_phpmyadmin__docker-compose.yml.yml,db,OK,0.0039,15,True
modification,yamlcpp-naive,image,Oliver0804__docker_phpmyadmin__docker-compose.yml.yml,db,OK,0.0033,20,False
modification,composemorph,image,OneUptime__oneuptime__docker-compose.base.yml.yml,clickhouse,OK,0.0133,162,True
modification,yamlcpp-careful,image,OneUptime__oneuptime__docker-compose.base.yml.yml,clickhouse,OK,0.0123,201,True
modification,yamlcpp-naive,image,OneUptime__oneuptime__docker-compose.base.yml.yml,clickhouse,OK,0.0124,221,False
modification,composemorph,image,PacktPublishing__Building-Smart-Home-Automation-Solutions-with-Home-Assistant__Chapter_08_docker-compose.yml.yml,chronograf,OK,0.0058,82,True
modification,yamlcpp-careful,image,PacktPublishing__Building-Smart-Home-Automation-Solutions-with-Home-Assistant__Chapter_08_docker-compose.yml.yml,chronograf,OK,0.0078,87,True
modification,yamlcpp-naive,image,PacktPublishing__Building-Smart-Home-Automation-Solutions-with-Home-Assistant__Chapter_08_docker-compose.yml.yml,chronograf,OK,0.0068,93,False
modification,composemorph,image,PacktPublishing__PHP-8-Programming-Cookbook__docker-compose.yml.bak.yml,mysql,OK,0.0053,6,True
modification,yamlcpp-careful,image,PacktPublishing__PHP-8-Programming-Cookbook__docker-compose.yml.bak.yml,mysql,OK,0.0035,7,True
modification,yamlcpp-naive,image,PacktPublishing__PHP-8-Programming-Cookbook__docker-compose.yml.bak.yml,mysql,OK,0.0035,18,False
modification,composemorph,image,Payum__PayumServer__docker-compose.yml.dist.yml,mongo,OK,0.0044,4,True
modification,yamlcpp-careful,image,Payum__PayumServer__docker-compose.yml.dist.yml,mongo,OK,0.0029,4,True
modification,yamlcpp-naive,image,Payum__PayumServer__docker-compose.yml.dist.yml,mongo,OK,0.0029,5,False
modification,composemorph,image,PelionIoT__pelion-edge-provisioner__docker-compose.yml.yml,mongo,OK,0.0048,8,True
modification,yamlcpp-careful,image,PelionIoT__pelion-edge-provisioner__docker-compose.yml.yml,mongo,OK,0.003,10,True
modification,yamlcpp-naive,image,PelionIoT__pelion-edge-provisioner__docker-compose.yml.yml,mongo,OK,0.0037,17,False
modification,composemorph,image,PeterNguyenX__AI-ActivEdu-thesis__Others_docker-compose.yml.yml,mysql,OK,0.0067,13,True
modification,yamlcpp-careful,image,PeterNguyenX__AI-ActivEdu-thesis__Others_docker-compose.yml.yml,mysql,OK,0.0041,17,True
modification,yamlcpp-naive,image,PeterNguyenX__AI-ActivEdu-thesis__Others_docker-compose.yml.yml,mysql,OK,0.0039,28,False
modification,composemorph,image,PhuongDongIOT__restaurant__containers_kong_3_debian-12_docker-compose.yml.yml,kong,OK,0.0045,4,True
modification,yamlcpp-careful,image,PhuongDongIOT__restaurant__containers_kong_3_debian-12_docker-compose.yml.yml,kong,OK,0.0033,4,True
modification,yamlcpp-naive,image,PhuongDongIOT__restaurant__containers_kong_3_debian-12_docker-compose.yml.yml,kong,OK,0.0035,11,False
modification,composemorph,image,PoeenCy__NFStream-CIC-IDS-Pipeline__docker-compose.yml.yml,extractor,OK,0.0048,7,True
modification,yamlcpp-careful,image,PoeenCy__NFStream-CIC-IDS-Pipeline__docker-compose.yml.yml,extractor,OK,0.0031,7,True
modification,yamlcpp-naive,image,PoeenCy__NFStream-CIC-IDS-Pipeline__docker-compose.yml.yml,extractor,OK,0.003,11,False
modification,composemorph,image,ProjektZespolowyMetro__METRO__docker-compose.yml.yml,backend,OK,0.0054,25,True
modification,yamlcpp-careful,image,ProjektZespolowyMetro__METRO__docker-compose.yml.yml,backend,OK,0.0035,38,False
modification,yamlcpp-naive,image,ProjektZespolowyMetro__METRO__docker-compose.yml.yml,backend,OK,0.0039,59,False
modification,composemorph,image,ProtocolONE__s3-proxy__docker_docker-compose.yml.yml,s3-minio,OK,0.0029,2,True
modification,yamlcpp-careful,image,ProtocolONE__s3-proxy__docker_docker-compose.yml.yml,s3-minio,OK,0.003,2,True
modification,yamlcpp-naive,image,ProtocolONE__s3-proxy__docker_docker-compose.yml.yml,s3-minio,OK,0.0035,5,False
modification,composemorph,image,ProudRykar__MTUCI-Course_3-Fullstack__docker-compose.yml.yml,frontend-dev,OK,0.0074,29,True
modification,yamlcpp-careful,image,ProudRykar__MTUCI-Course_3-Fullstack__docker-compose.yml.yml,frontend-dev,OK,0.0048,39,True
modification,yamlcpp-naive,image,ProudRykar__MTUCI-Course_3-Fullstack__docker-compose.yml.yml,frontend-dev,OK,0.0043,60,False
modification,composemorph,image,Prushka__Recipe-Fullstack__docker-compose.yml.yml,backend,OK,0.005,7,True
modification,yamlcpp-careful,image,Prushka__Recipe-Fullstack__docker-compose.yml.yml,backend,OK,0.0039,15,True
modification,yamlcpp-naive,image,Prushka__Recipe-Fullstack__docker-compose.yml.yml,backend,OK,0.0035,18,False
modification,composemorph,image,Qauttrolab__paperless-ngx-synology-setup__docker-compose-ds723.yml.yml,backup-runner,OK,0.0103,426,True
modification,yamlcpp-careful,image,Qauttrolab__paperless-ngx-synology-setup__docker-compose-ds723.yml.yml,backup-runner,OK,0.0075,431,False
modification,yamlcpp-naive,image,Qauttrolab__paperless-ngx-synology-setup__docker-compose-ds723.yml.yml,backup-runner,OK,0.0074,439,False
modification,composemorph,image,RJWALICZEK__iot-monitor__docker-compose.yml.yml,pgadmin,OK,0.0046,12,True
modification,yamlcpp-careful,image,RJWALICZEK__iot-monitor__docker-compose.yml.yml,pgadmin,OK,0.0031,14,True
modification,yamlcpp-naive,image,RJWALICZEK__iot-monitor__docker-compose.yml.yml,pgadmin,OK,0.0031,23,False
modification,composemorph,image,RadovanBulla1304__DP_OtazkovySystem_v2__docker-compose.yml.yml,mongo,OK,0.0034,1,True
modification,yamlcpp-careful,image,RadovanBulla1304__DP_OtazkovySystem_v2__docker-compose.yml.yml,mongo,OK,0.0034,2,True
modification,yamlcpp-naive,image,RadovanBulla1304__DP_OtazkovySystem_v2__docker-compose.yml.yml,mongo,OK,0.0034,12,False
modification,composemorph,image,Ragdata__labstacks__src_svc_wallos_docker-compose.yml.yml,wallos,OK,0.0041,7,True
modification,yamlcpp-careful,image,Ragdata__labstacks__src_svc_wallos_docker-compose.yml.yml,wallos,OK,0.0027,7,False
modification,yamlcpp-naive,image,Ragdata__labstacks__src_svc_wallos_docker-compose.yml.yml,wallos,OK,0.0028,13,False
modification,composemorph,image,Rahul-jooluru__AgentChain__docker-compose.yml.yml,postgres,OK,0.0038,4,True
modification,yamlcpp-careful,image,Rahul-jooluru__AgentChain__docker-compose.yml.yml,postgres,OK,0.003,7,True
modification,yamlcpp-naive,image,Rahul-jooluru__AgentChain__docker-compose.yml.yml,postgres,OK,0.0028,19,False
modification,composemorph,image,Reggy501__edutrack__attendance-service_docker-compose.yml.yml,db,OK,0.0057,4,True
modification,yamlcpp-careful,image,Reggy501__edutrack__attendance-service_docker-compose.yml.yml,db,OK,0.0041,7,True
modification,yamlcpp-naive,image,Reggy501__edutrack__attendance-service_docker-compose.yml.yml,db,OK,0.0035,19,False
modification,composemorph,image,RichardUchotski__spring-boot-fullstack__docker-compose.yml.yml,amigoscode-rsu-api,OK,0.0047,7,True
modification,yamlcpp-careful,image,RichardUchotski__spring-boot-fullstack__docker-compose.yml.yml,amigoscode-rsu-api,OK,0.003,9,True
modification,yamlcpp-naive,image,RichardUchotski__spring-boot-fullstack__docker-compose.yml.yml,amigoscode-rsu-api,OK,0.0031,18,False
modification,composemorph,image,Rishabhmannu__banking-observability-platform__backups_20250623_174521_docker-compose.yml.yml,cadvisor,OK,0.0067,40,True
modification,yamlcpp-careful,image,Rishabhmannu__banking-observability-platform__backups_20250623_174521_docker-compose.yml.yml,cadvisor,OK,0.0065,60,True
modification,yamlcpp-naive,image,Rishabhmannu__banking-observability-platform__backups_20250623_174521_docker-compose.yml.yml,cadvisor,OK,0.0055,69,False
modification,composemorph,image,RitwikRishRaj__CN-SUMMER__docker-compose.yml.yml,db,OK,0.0068,12,True
modification,yamlcpp-careful,image,RitwikRishRaj__CN-SUMMER__docker-compose.yml.yml,db,OK,0.0043,17,True
