source,file,op,service,status,elapsed_s,unknown_service_property,unknown_top_level_section,x_top_security,x_top_logging,x_service_meta
real-world,HachimouAkram__examenQualiteLogiciel__docker-compose.yml.yml,env,api,OK,0.0061,True,True,True,True,True
real-world,Hamada-khairi__Hamada-HomeLab__docker-compose.yml.yml,env,adguardhome-sync,OK,0.0161,True,True,True,True,True
real-world,HassanTariqAlvi__React-NodeAPI-MySQL__docker-compose.yml.yml,env,app,OK,0.0049,True,True,True,True,True
real-world,Hexsia__Fiport-Portfolio__docker-compose.yml.yml,env,backend,OK,0.006,True,True,True,True,True
real-world,HungTruong4689__Docker-and-Kubernetes__Docker_chapter-5-master_example-1_docker-compose.yml.yml,env,history,OK,0.0052,True,True,True,True,True
real-world,INCEPTdk__omop_etl__docker-compose.yml.yml,env,etl,OK,0.0048,True,True,True,True,True
real-world,IT22277190__mtit-assignment2-hospital-microservices__docker-compose.yml.yml,env,api-gateway,OK,0.0068,True,True,True,True,True
real-world,IkigaiLabsETH__ikigAI-Labs__db_docker-compose.yml.md.yml,env,db,OK,0.0058,True,True,True,True,True
real-world,JMaynor__Dolores__docker-compose.yml.yml,env,dolores,OK,0.0056,True,True,True,True,True
real-world,JeremiahM37__homelab-blueprint__docker-compose.example.yml.yml,env,autoheal,OK,0.0118,True,True,True,True,True
real-world,JessicaNathany__rinha-de-backend-2025__deploy_docker-compose.yml.yml,env,backend-api-1,OK,0.0057,True,True,True,True,True
real-world,Jokerkraft__Sistema-De-Inventarios__docker-compose.yml.yml,env,mysql,OK,0.0045,True,True,True,True,True
real-world,JonasB11__KarteiCard__docker-compose.yml.yml,env,app,OK,0.0043,True,True,True,True,True
real-world,JoshDunnDev__farmy-fish-fry__docker-compose.yml.yml,env,app,OK,0.0049,True,True,True,True,True
real-world,JosueCoto2__AgroflexSOA__docker-compose.yml.yml,env,admin,OK,0.0112,True,True,True,True,True
real-world,JuniorMinkoSon__SMART-FLLET__docker-compose.yml.yml,env,backend,OK,0.0047,True,True,True,True,True
real-world,K-Vincetti__autoRUZ__s2_db_hw_by_presentations_influxDb_docker-compose.yml.yml,env,explorer,OK,0.0044,True,True,True,True,True
real-world,KARTHIK-BATTIPROLU__Agentic-Resume-Tailor__overleaf_services_notifications_docker-compose.yml.yml,env,mongo,OK,0.0061,True,True,True,True,True
real-world,KTH__node-api__docker-compose.yml.in.yml,env,api,OK,0.0048,True,True,True,True,True
real-world,KTH__node-web__docker-compose.yml.in.yml,env,web,OK,0.0061,True,True,True,True,True
real-world,KamiALK__docker__databases_postgres_graph_docker-compose.yml.yml,env,music_db,OK,0.005,True,True,True,True,True
real-world,Karnemorkon__matrix-dendrite-setup__docker-compose.yml.yml,env,admin-panel,OK,0.0067,True,True,True,True,True
real-world,L-rrrr__PapiBank__docker-compose.yml.yml,env,db,OK,0.0045,True,True,True,True,True
real-world,LegitCamper__homelab__homeserver_docker_compose.yml.yml,env,audiobookshelf,OK,0.0159,True,True,True,True,True
real-world,LiReyes__todo-api__docker-compose.yml.yml,env,db,OK,0.0046,True,True,True,True,True
real-world,ListerStellar__financial-tracker__docker-compose.yml.yml,env,app,OK,0.0048,True,True,True,True,True
real-world,LuchnikKek__Team_Auth_sprint_2__docker-compose.yml.yml,env,auth_postgres,OK,0.0061,True,True,True,True,True
real-world,Lustyn__kats__docker-compose.yml.yml,env,kats,OK,0.0044,True,True,True,True,True
real-world,MHS-20__Raft__docker-compose.yml.yml,env,node-0,OK,0.0044,True,True,True,True,True
real-world,MT-TEAM-Org__batch__docker-compose.yml.yml,env,app,OK,0.0058,True,True,True,True,True
real-world,MangwaleDev__searchv2__docker-compose.yml.yml,env,search-adminer,OK,0.0087,True,True,True,True,True
real-world,Marukunai__alfresco__Alfresco_Ejercicio1_ejercicio_docker_docker-compose.yml.yml,env,ejercicio-acs,OK,0.0052,True,True,True,True,True
real-world,Marwan051__final-project-database__docker-compose.yml.yml,env,pgadmin,OK,0.0048,True,True,True,True,True
real-world,MateuszRostek__book-store__docker-compose.yml.yml,env,app,OK,0.0033,True,True,True,True,True
real-world,MatiasJurgenson__ComfyUI-on-AMD-Linux-running-in-Podman__docker-compose.yml.yml,env,comfyk,OK,0.0049,True,True,True,True,True
real-world,MdMurad-102__nestJsTemplete__docker-compose.yml.yml,env,api,OK,0.0049,True,True,True,True,True
real-world,MenkoyS__3PROJ__docker-compose.yml.yml,env,backend,OK,0.0056,True,True,True,True,True
real-world,Mingo07-dev__n8n_workflows__docker-compose.yml.yml,env,n8n,OK,0.0047,True,True,True,True,True
real-world,Morlock52__psscript-manager__psscript-test-20250731011322_docker-compose.yml.yml,env,test-db,OK,0.0042,True,True,True,True,True
real-world,MrTorriz__homelab__docker_compose.yml.yml,env,audiobookshelf,OK,0.0145,True,True,True,True,True
real-world,NuttyShrimp__bachelor-thesis-poc__benchmark_docker-compose.yml.yml,env,grafana,OK,0.0073,True,True,True,True,True
real-world,Oliver0804__docker_phpmyadmin__docker-compose.yml.yml,env,db,OK,0.0044,True,True,True,True,True
real-world,OneUptime__oneuptime__docker-compose.base.yml.yml,env,app,OK,0.0292,True,True,True,True,True
real-world,PACER-PHII__PACER-client__docker-compose.yml.bk.yml,env,ecr-manager,OK,0.0054,True,True,True,True,True
real-world,PACER-PHII__PACER-client__docker-compose.yml.bk1.yml,env,ecr-manager,OK,0.0048,True,True,True,True,True
real-world,PacktPublishing__Building-Smart-Home-Automation-Solutions-with-Home-Assistant__Chapter_08_docker-compose.yml.yml,env,chronograf,OK,0.0061,True,True,True,True,True
real-world,Payum__PayumServer__docker-compose.yml.dist.yml,env,payum-server,OK,0.0056,True,True,True,True,True
real-world,PeterNguyenX__AI-ActivEdu-thesis__Others_docker-compose.yml.yml,env,backend,OK,0.0055,True,True,True,True,True
real-world,PhuongDongIOT__restaurant__containers_kong_3_debian-12_docker-compose.yml.yml,env,kong,OK,0.0043,True,True,True,True,True
real-world,ProjektZespolowyMetro__METRO__docker-compose.yml.yml,env,backend,OK,0.0056,True,True,True,True,True
real-world,ProudRykar__MTUCI-Course_3-Fullstack__docker-compose.yml.yml,env,app,OK,0.0059,True,True,True,True,True
real-world,Prushka__Recipe-Fullstack__docker-compose.yml.yml,env,backend,OK,0.0045,True,True,True,True,True
real-world,Qauttrolab__paperless-ngx-synology-setup__docker-compose-ds723.yml.yml,env,backup-runner,OK,0.0071,True,True,True,True,True
real-world,RJWALICZEK__iot-monitor__docker-compose.yml.yml,env,pgadmin,OK,0.0046,True,True,True,True,True
real-world,RadovanBulla1304__DP_OtazkovySystem_v2__docker-compose.yml.yml,env,backend,OK,0.005,True,True,True,True,True
real-world,Ragdata__labstacks__src_svc_wallos_docker-compose.yml.yml,env,wallos,OK,0.0056,True,True,True,True,True
real-world,Rahul-jooluru__AgentChain__docker-compose.yml.yml,env,postgres,OK,0.0077,True,True,True,True,True
real-world,Reggy501__edutrack__attendance-service_docker-compose.yml.yml,env,attendance-service,OK,0.0061,True,True,True,True,True
real-world,RichardUchotski__spring-boot-fullstack__docker-compose.yml.yml,env,amigoscode-rsu-api,OK,0.0055,True,True,True,True,True
real-world,Rishabhmannu__banking-observability-platform__backups_20250623_174521_docker-compose.yml.yml,env,account-service,OK,0.0084,True,True,True,True,True
real-world,RitwikRishRaj__CN-SUMMER__docker-compose.yml.yml,env,backend,OK,0.0057,True,True,True,True,True
real-world,RobertoLangarica__udg-vivo__VIVO_docker-compose.yml.yml,env,solr,OK,0.006,True,True,True,True,True
real-world,SONLE03__ClothingStoreE__docker-compose.yml.yml,env,app,OK,0.0046,True,True,True,True,True
real-world,SafariDesk-OS__Core__docker-compose.yml.yml,env,api,OK,0.0068,True,True,True,True,True
real-world,SaiMihir05__agentic-research-assistant__docker-compose.yml.yml,env,db,OK,0.005,True,True,True,True,True
real-world,Sanjay2729117__projectS__docker-compose.yml.yml,env,app,OK,0.0044,True,True,True,True,True
real-world,SeaXen__StatSea__docker-compose.yml.yml,env,backend,OK,0.0043,True,True,True,True,True
real-world,SecCodeSmith__text-to-audiobook__docker-compose.yml.yml,env,ai-tts,OK,0.0046,True,True,True,True,True
real-world,ShanelReyes__rory__docker-compose.yml.bak.yml,env,rory-client-0,OK,0.0078,True,True,True,True,True
real-world,Sharma-Mayank15__RAG-Based-LLM-Resume-Screening-AI-Evaluation-System__fastapi_resume_screener_docker-compose.yml.yml,env,db,OK,0.0044,True,True,True,True,True
real-world,Shreyash-Thakur__news-recommendation-system__docker-compose.yml.yml,env,postgres,OK,0.0047,True,True,True,True,True
real-world,Shrishesha4__movie-mag__docker-compose.yml.yml,env,movie-streamer,OK,0.0053,True,True,True,True,True
real-world,SimpleHomelab__Docker-Traefik__archives_traefik_v1_docker-compose-t1-swarm.yml.yml,env,bazarr,OK,0.0192,True,True,True,True,True
real-world,SimpleHomelab__Docker-Traefik__archives_traefik_v1_docker-compose-t1.yml.yml,env,airsonic,OK,0.0351,True,True,True,True,True
real-world,Soufleuse__GererEquipeJS__docker-compose.yml.yml,env,sqlserver-api-web,OK,0.007,True,True,True,True,True
real-world,SovereignCloudStack__standards__compliance-monitor_docker-compose.yml.yml,env,postgres,OK,0.009,True,True,True,True,True
real-world,SuryaKTiwari11__kafka__docker-compose.yml.yml,env,kafka,OK,0.005,True,True,True,True,True
real-world,TJCatFood__backend__docker-compose.yml.dev.yml,env,db,OK,0.0055,True,True,True,True,True
real-world,TORIFUKUKaiou__qiita_articles__.devcontainer_docker-compose.yml.yml,env,app,OK,0.0041,True,True,True,True,True
real-world,TR-Krishna__docker__docker-compose.yml.yml,env,apimeter,OK,0.0054,True,True,True,True,True
real-world,Tardfyou__SemWeaver__docker-compose.yml.yml,env,chromadb,OK,0.0052,True,True,True,True,True
real-world,Team-olbl__S-tickey__deploy_docker-compose.yml.yml,env,mysql,OK,0.0051,True,True,True,True,True
real-world,Tobita-Ryusuke__test-foodcre__docker-compose.yml.yml,env,db,OK,0.0055,True,True,True,True,True
real-world,ToolboxAid__Docker-Assistant__templates_portainer_docker-compose.yml.yml,env,agent,OK,0.0058,True,True,True,True,True
real-world,TopMob__google-api-web__docker-compose.yml.yml,env,gateway,OK,0.0047,True,True,True,True,True
real-world,TroJanBoi__CEPP-67__docker-compose.yml.yml,env,postgres,OK,0.0051,True,True,True,True,True
real-world,ValeriTodorov01__VALERI-VOT-DOM-2-SROK-2__docker-compose.yml.yml,env,keycloak,OK,0.005,True,True,True,True,True
real-world,VaultSparkStudios__vaultspark-football-gm__ops_deploy-backend.docker-compose.yml.yml,env,community-stats,OK,0.0046,True,True,True,True,True
real-world,VelarIQ__brain-free__docker-compose.yml.yml,env,brain-api,OK,0.0059,True,True,True,True,True
real-world,ViniciusResende__F1-FuelHub__mongo-db-docker-compose.yml.yml,env,db,OK,0.0048,True,True,True,True,True
real-world,Vishva0007__codexstockbuild__docker-compose.yml.yml,env,backend,OK,0.0051,True,True,True,True,True
real-world,WilmerAraya__pr-review-bot__docker-compose.yml.yml,env,dashboard,OK,0.0049,True,True,True,True,True
real-world,Wisdomuzochi__datapulse__docker-compose.yml.yml,env,grafana,OK,0.0046,True,True,True,True,True
real-world,XaviMontero__moodle-docker__moodle_docker-compose.yml.yml,env,mariadb,OK,0.0042,True,True,True,True,True
real-world,Xedii__knostic-task__docker-compose.yml.yml,env,postgres,OK,0.0051,True,True,True,True,True
real-world,YehudaBriskman__Bothy__auth_compose.yml.yml,env,keycloak,OK,0.0069,True,True,True,True,True
real-world,abaz1d__traspac-test__A-Soal-Kemampuan-Teknis_docker-compose.yml.yml,env,backend,OK,0.0038,True,True,True,True,True
real-world,abigailajohn__VVMA__docker-compose.yml.yml,env,api,OK,0.0045,True,True,True,True,True
real-world,abisheik687__kavach-ai__docker-compose.yml.yml,env,backend,OK,0.0048,True,True,True,True,True
real-world,admisio__Portfolio__docker-compose.yml.dev.yml,env,backend,OK,0.0075,True,True,True,True,True
real-world,admisio__Testy__docker-compose.yml.dev.yml,env,db,OK,0.0055,True,True,True,True,True
real-world,agentteamhq__agentteam-email__compose.yaml.yml,env,atemail-mail-control-service,OK,0.0152,True,True,True,True,True
real-world,ahmedchsalah__breast-cancer-detection-backend__fl-server_docker-compose.yml.yml,env,fl-server,OK,0.0043,True,True,True,True,True
real-world,ajinkya1806__money_sunny__money_sunny_docker-compose.yml.yml,env,backend,OK,0.0054,True,True,True,True,True
real-world,ak1nttr__blog-api__docker-compose.yml.yml,env,db,OK,0.0043,True,True,True,True,True
real-world,akskokki__devops-with-docker__part-2_2_07_docker-compose.yml.yml,env,backend,OK,0.0041,True,True,True,True,True
real-world,alercebroker__wagtail-web__docker-compose.yml.yml,env,web,OK,0.0068,True,True,True,True,True
real-world,alice-ang__nest-gql-api__docker-compose.yml.yml,env,db,OK,0.0076,True,True,True,True,True
real-world,alitarhinisv__Notes-FE__docker-compose.yml.yml,env,app,OK,0.0059,True,True,True,True,True
real-world,alobaili__ADS-DBT_Course__labs_day4_dbt_project_dbt_packages_dbt_utils_docker-compose.yml.yml,env,postgres,OK,0.007,True,True,True,True,True
real-world,amolabs__amoabci__docker-compose.yml.in.yml,env,seed,OK,0.006,True,True,True,True,True
real-world,andycmaj__Bootstrapp__content_docker-compose.yml.yml,env,api,OK,0.006,True,True,True,True,True
real-world,antistatique__drupal-vercel-deploy__docker-compose.yml.yml,env,db,OK,0.0067,True,True,True,True,True
real-world,antonve__activity-log__docker-compose.yml.yml,env,api,OK,0.0068,True,True,True,True,True
real-world,appwrite__appwrite__docker-compose.override.yml.yml,env,adminer,OK,0.0114,True,True,True,True,True
real-world,appwrite__appwrite__docker-compose.yml.yml,env,appwrite,OK,0.0278,True,True,True,True,True
controlled,preservation-standard-markers.yml,image,app,OK,,True,True,True,True,True
