op,file,service,before,after,total_lines,actual_changed_lines,expected_changed_lines,locality_ratio,baseline_noise_changed_lines,incremental_changed_lines,adjusted_locality_ratio,elapsed_s,status
restart,MdMurad-102__nestJsTemplete__docker-compose.yml.yml,api,unless-stopped,on-failure,41,7,1,0.142857,6,1,1.0,0.0028,OK
restart,MenkoyS__3PROJ__docker-compose.yml.yml,backend,unless-stopped,on-failure,90,17,1,0.058824,16,1,1.0,0.005,OK
restart,Mingo07-dev__n8n_workflows__docker-compose.yml.yml,n8n,unless-stopped,on-failure,50,10,1,0.1,9,1,1.0,0.0036,OK
restart,Morlock52__psscript-manager__psscript-test-20250731011322_docker-compose.yml.yml,test-db,unless-stopped,on-failure,23,7,1,0.142857,6,1,1.0,0.0034,OK
restart,MrTorriz__homelab__docker_compose.yml.yml,adguardhome,unless-stopped,on-failure,785,168,1,0.005952,167,1,1.0,0.0129,OK
restart,NuttyShrimp__bachelor-thesis-poc__benchmark_docker-compose.yml.yml,grafana,unless-stopped,on-failure,262,67,1,0.014925,66,1,1.0,0.0043,OK
restart,Oliver0804__docker_phpmyadmin__docker-compose.yml.yml,db,always,on-failure,28,16,1,0.0625,15,1,1.0,0.0021,OK
restart,OneUptime__oneuptime__docker-compose.base.yml.yml,app,always,on-failure,559,201,1,0.004975,200,1,1.0,0.0085,OK
restart,PACER-PHII__PACER-client__docker-compose.yml.bk.yml,ecr-postgresql,always,on-failure,64,31,1,0.032258,30,1,1.0,0.0032,OK
restart,PACER-PHII__PACER-client__docker-compose.yml.bk1.yml,ecr-postgresql,always,on-failure,43,22,1,0.045455,21,1,1.0,0.0029,OK
restart,PacktPublishing__Building-Smart-Home-Automation-Solutions-with-Home-Assistant__Chapter_08_docker-compose.yml.yml,chronograf,unless-stopped,on-failure,176,87,1,0.011494,86,1,1.0,0.0037,OK
restart,PacktPublishing__PHP-8-Programming-Cookbook__docker-compose.yml.bak.yml,mysql,always,on-failure,67,7,1,0.142857,6,1,1.0,0.0037,OK
restart,PelionIoT__pelion-edge-provisioner__docker-compose.yml.yml,mongo,unless-stopped,on-failure,35,10,1,0.1,9,1,1.0,0.003,OK
restart,PeterNguyenX__AI-ActivEdu-thesis__Others_docker-compose.yml.yml,backend,unless-stopped,on-failure,76,17,1,0.058824,16,1,1.0,0.0039,OK
restart,ProjektZespolowyMetro__METRO__docker-compose.yml.yml,backend,unless-stopped,on-failure,101,38,1,0.026316,37,1,1.0,0.0036,OK
restart,ProtocolONE__s3-proxy__docker_docker-compose.yml.yml,s3-minio,always,on-failure,11,3,1,0.333333,2,1,1.0,0.0025,OK
restart,ProudRykar__MTUCI-Course_3-Fullstack__docker-compose.yml.yml,app,unless-stopped,on-failure,140,39,1,0.025641,38,1,1.0,0.0047,OK
restart,Prushka__Recipe-Fullstack__docker-compose.yml.yml,backend,unless-stopped,on-failure,34,15,1,0.066667,14,1,1.0,0.0036,OK
restart,Qauttrolab__paperless-ngx-synology-setup__docker-compose-ds723.yml.yml,broker,unless-stopped,on-failure,541,431,1,0.00232,430,1,1.0,0.0072,OK
restart,RJWALICZEK__iot-monitor__docker-compose.yml.yml,pgadmin,unless-stopped,on-failure,41,14,1,0.071429,13,1,1.0,0.003,OK
restart,RadovanBulla1304__DP_OtazkovySystem_v2__docker-compose.yml.yml,backend,unless-stopped,on-failure,48,3,1,0.333333,2,1,1.0,0.0037,OK
restart,Ragdata__labstacks__src_svc_wallos_docker-compose.yml.yml,wallos,unless-stopped,on-failure,16,7,1,0.142857,6,1,1.0,0.003,OK
restart,RichardUchotski__spring-boot-fullstack__docker-compose.yml.yml,amigoscode-rsu-api,unless-stopped,on-failure,37,9,1,0.111111,8,1,1.0,0.0038,OK
restart,RitwikRishRaj__CN-SUMMER__docker-compose.yml.yml,backend,unless-stopped,on-failure,74,17,1,0.058824,16,1,1.0,0.004,OK
restart,SafariDesk-OS__Core__docker-compose.yml.yml,api,always,on-failure,94,26,1,0.038462,25,1,1.0,0.0044,OK
restart,SaiMihir05__agentic-research-assistant__docker-compose.yml.yml,api,unless-stopped,on-failure,69,19,1,0.052632,18,1,1.0,0.0041,OK
restart,Sanjay2729117__projectS__docker-compose.yml.yml,db,always,on-failure,29,8,1,0.125,7,1,1.0,0.0036,OK
restart,SeaXen__StatSea__docker-compose.yml.yml,backend,unless-stopped,on-failure,27,3,1,0.333333,2,1,1.0,0.0035,OK
restart,SecCodeSmith__text-to-audiobook__docker-compose.yml.yml,ai-tts,unless-stopped,on-failure,35,13,1,0.076923,12,1,1.0,0.0033,OK
restart,Sergei2019__foodgram__infra_docker-compose.yml.yml,backend,always,on-failure,53,13,1,0.076923,12,1,1.0,0.0033,OK
restart,ShanelReyes__rory__docker-compose.yml.bak.yml,rory-worker-0,unless-stopped,on-failure,152,67,1,0.014925,67,0,1.0,0.0051,OK
restart,Shrishesha4__movie-mag__docker-compose.yml.yml,movie-streamer,unless-stopped,on-failure,87,17,1,0.058824,16,1,1.0,0.004,OK
restart,SimpleHomelab__Docker-Traefik__archives_traefik_v1_docker-compose-t1.yml.yml,airsonic,unless-stopped,on-failure,1870,762,1,0.001312,761,1,1.0,0.0226,OK
restart,Soufleuse__GererEquipeJS__docker-compose.yml.yml,sqlserver-api-web,unless-stopped,on-failure,32,8,1,0.125,7,1,1.0,0.0022,OK
restart,SovereignCloudStack__standards__compliance-monitor_docker-compose.yml.yml,postgres,always,on-failure,67,26,1,0.038462,25,1,1.0,0.0021,OK
restart,SuryaKTiwari11__kafka__docker-compose.yml.yml,kafka,always,on-failure,29,7,1,0.142857,6,1,1.0,0.002,OK
restart,T6523__diabetes-prediction-s5e12__docker-compose.yml.yml,ml-lab,unless-stopped,on-failure,20,5,1,0.2,4,1,1.0,0.0016,OK
restart,TJCatFood__backend__docker-compose.yml.dev.yml,db,always,on-failure,78,22,1,0.045455,21,1,1.0,0.0022,OK
restart,TR-Krishna__docker__docker-compose.yml.yml,apimeter,on-failure,always,83,21,1,0.047619,20,1,1.0,0.0023,OK
restart,TailTag__server__uptime_docker-compose.yml.yml,uptime-kuma,unless-stopped,on-failure,23,6,1,0.166667,5,1,1.0,0.002,OK
restart,Tanvrit__phi-pricing-platform__docker-compose.yml.yml,mongo,unless-stopped,on-failure,33,21,1,0.047619,20,1,1.0,0.002,OK
restart,Tardfyou__SemWeaver__docker-compose.yml.yml,chromadb,unless-stopped,on-failure,24,6,1,0.166667,5,1,1.0,0.0021,OK
restart,Team-olbl__S-tickey__deploy_docker-compose.yml.yml,mysql,unless-stopped,on-failure,98,29,1,0.034483,28,1,1.0,0.0032,OK
restart,ThomasQi3141__syncspark__docker-compose.yml.yml,backend,unless-stopped,on-failure,13,5,1,0.2,4,1,1.0,0.0027,OK
restart,TroJanBoi__CEPP-67__docker-compose.yml.yml,be,always,on-failure,39,7,1,0.142857,6,1,1.0,0.0023,OK
restart,VaultSparkStudios__vaultspark-football-gm__ops_deploy-backend.docker-compose.yml.yml,community-stats,unless-stopped,on-failure,59,10,1,0.1,9,1,1.0,0.0034,OK
restart,VelarIQ__brain-free__docker-compose.yml.yml,brain-api,unless-stopped,on-failure,22,5,1,0.2,4,1,1.0,0.003,OK
restart,ViniciusResende__F1-FuelHub__mongo-db-docker-compose.yml.yml,db,unless-stopped,on-failure,16,6,1,0.166667,5,1,1.0,0.0032,OK
restart,Websoft9__docker-library__apps_jetty_docker-compose.yml.yml,jetty,unless-stopped,on-failure,26,12,1,0.083333,11,1,1.0,0.0037,OK
restart,Xedii__knostic-task__docker-compose.yml.yml,server,unless-stopped,on-failure,53,10,1,0.1,9,1,1.0,0.0038,OK
restart,YehudaBriskman__Bothy__auth_compose.yml.yml,keycloak,unless-stopped,on-failure,562,462,1,0.002165,461,1,1.0,0.0082,OK
restart,abigailajohn__VVMA__docker-compose.yml.yml,db,always,on-failure,47,12,1,0.083333,11,1,1.0,0.0035,OK
restart,agentteamhq__agentteam-email__compose.yaml.yml,atemail-mail-control-service,unless-stopped,on-failure,851,602,1,0.001661,601,1,1.0,0.01,OK
restart,ahmedchsalah__breast-cancer-detection-backend__fl-server_docker-compose.yml.yml,fl-server,unless-stopped,on-failure,20,3,1,0.333333,2,1,1.0,0.0019,OK
restart,ak1nttr__blog-api__docker-compose.yml.yml,adminer,always,on-failure,14,4,1,0.25,3,1,1.0,0.0021,OK
restart,akskokki__devops-with-docker__part-2_2_07_docker-compose.yml.yml,db,unless-stopped,on-failure,25,5,1,0.2,4,1,1.0,0.0024,OK
restart,alercebroker__wagtail-web__docker-compose.yml.yml,nginx,always,on-failure,40,7,1,0.142857,6,1,1.0,0.003,OK
restart,alexandre6415__telegram-runrun-bot__docker-compose.yml.yml,telegram-runrun-bot,unless-stopped,on-failure,8,1,1,1.0,0,1,1.0,0.0028,OK
restart,aloshai__aequi-monorepo__docker-compose.yml.yml,server,unless-stopped,on-failure,57,16,1,0.0625,15,1,1.0,0.003,OK
restart,alperkrtglu__weather-api__docker-compose.yml.yml,cache,always,on-failure,8,3,1,0.333333,2,1,1.0,0.0027,OK
restart,andycmaj__Bootstrapp__content_docker-compose.yml.yml,api,always,on-failure,19,6,1,0.166667,5,1,1.0,0.003,OK
restart,ankitsoniblogger__yt-download__docker-compose.yml.yml,youtube-downloader,unless-stopped,on-failure,23,16,1,0.0625,15,1,1.0,0.0028,OK
restart,antistatique__drupal-vercel-deploy__docker-compose.yml.yml,db,always,on-failure,21,4,1,0.25,3,1,1.0,0.0031,OK
restart,appwrite__appwrite__docker-compose.override.yml.yml,adminer,always,on-failure,611,56,1,0.017857,55,1,1.0,0.0092,OK
restart,appwrite__appwrite__docker-compose.yml.yml,appwrite-console,unless-stopped,on-failure,1862,100,1,0.01,99,1,1.0,0.0142,OK
restart,arkanelinux__docker-compose__traefik_docker-compose.yml.yml,reverse-proxy,always,on-failure,44,20,1,0.05,19,1,1.0,0.0021,OK
restart,ashishjaiswal222__newportfolio__backend_docker-compose.yml.yml,backend,unless-stopped,on-failure,79,18,1,0.055556,17,1,1.0,0.0023,OK
restart,atanaltay__cs310_2022__25_BookStoreDocker_docker-compose.yml.yml,api_service,always,on-failure,29,4,1,0.25,3,1,1.0,0.002,OK
restart,betinnapp__survey-service__docker-compose.yml.yml,survey-service,always,on-failure,21,7,1,0.142857,6,1,1.0,0.0022,OK
restart,bjornkpu__pottery-log__docker-compose.yml.yml,pottery-log,unless-stopped,on-failure,9,2,1,0.5,1,1,1.0,0.0024,OK
restart,blaineventurine__home-automation-docker__docker-compose.yml.yml,bazarr,unless-stopped,on-failure,927,404,1,0.002475,403,1,1.0,0.0111,OK
restart,botAGI__AGmind__templates_docker-compose.yml.yml,alertmanager,unless-stopped,on-failure,2057,602,1,0.001661,601,1,1.0,0.0197,OK
restart,botAGI__AGmind__tests_golden_expected_cluster_peer_docker-compose.rendered.yml.yml,api,always,on-failure,1140,217,1,0.004608,216,1,1.0,0.0092,OK
restart,botAGI__AGmind__tests_golden_expected_full_lan_docker-compose.rendered.yml.yml,api,always,on-failure,1140,217,1,0.004608,216,1,1.0,0.0087,OK
restart,botAGI__AGmind__tests_golden_expected_minimal_lan_docker-compose.rendered.yml.yml,api,always,on-failure,1140,217,1,0.004608,216,1,1.0,0.0088,OK
restart,botAGI__AGmind__tests_golden_expected_rag_milvus_docker-compose.rendered.yml.yml,api,always,on-failure,1140,217,1,0.004608,216,1,1.0,0.0083,OK
restart,botAGI__AGmind__tests_golden_expected_ragflow_docker-compose.rendered.yml.yml,api,always,on-failure,1140,217,1,0.004608,216,1,1.0,0.0118,OK
restart,botond-ai__GasAgent__mini_projects_keil.gyozo_supai5_docker-compose.yml.yml,backend,unless-stopped,on-failure,87,13,1,0.076923,12,1,1.0,0.0023,OK
restart,brightsparklabs__bsl-reverse-proxy__src_resources_templates_baseline_docker-compose.yml.j2.yml,landing-page,always,on-failure,46,26,1,0.038462,25,1,1.0,0.002,OK
restart,broxcat__athena__docker-compose.yml.yml,connector-abuseipdb-ipblacklist,always,on-failure,538,142,1,0.007042,141,1,1.0,0.0084,OK
restart,brunocolares__barbersoft-corrigido__docker-compose.yml.yml,backend,on-failure,always,76,14,1,0.071429,13,1,1.0,0.0035,OK
restart,bschmitt__laravel-amqp__docker-compose.yml.yml,app,unless-stopped,on-failure,27,5,1,0.2,4,1,1.0,0.0029,OK
restart,caretdev__iris-vector__docker-compose.yml.yml,iris,unless-stopped,on-failure,22,5,1,0.2,4,1,1.0,0.0032,OK
restart,cbulock__plex-issue-finder__docker-compose.yml.yml,plex-issue-finder,unless-stopped,on-failure,22,11,1,0.090909,10,1,1.0,0.0034,OK
restart,cescalada-lab__Diplomatura-CloudDataEngineering-ITBA__1_Foundations_Trabajo_Practico_Final_Foundations_Punto_5_docker-compose.yml.yml,adminer,always,on-failure,55,11,1,0.090909,10,1,1.0,0.0038,OK
restart,chandanshoun__CPPRestSDK-server__docker-compose.yml.bkp.yml,db,always,on-failure,13,12,1,0.083333,12,0,1.0,0.0029,OK
restart,chaterm__Akasha__docker-compose.yml.bak.yml,akasha,unless-stopped,on-failure,38,13,1,0.076923,12,1,1.0,0.0025,OK
restart,codekinian-dev__BenihChain-ClientApp__docker-compose.yml.yml,frontend,unless-stopped,on-failure,22,8,1,0.125,7,1,1.0,0.0035,OK
restart,codename-co__stack__hub_appwrite_compose.yaml.yml,appwrite,unless-stopped,on-failure,895,101,1,0.009901,100,1,1.0,0.0134,OK
restart,codename-co__stack__hub_jitsi_compose.yaml.yml,jicofo,${RESTART_POLICY:-unless-stopped},on-failure,503,34,1,0.029412,33,1,1.0,0.0079,OK
restart,codename-co__stack__hub_mailcow_compose.yaml.yml,clamd-mailcow,always,on-failure,689,123,1,0.00813,122,1,1.0,0.0098,OK
restart,compasify__giapha-4.0__docker-compose.yml.yml,family-tree,unless-stopped,on-failure,21,3,1,0.333333,2,1,1.0,0.0019,OK
restart,coollabsio__coolify__docker-compose.yml.yml,coolify,always,on-failure,37,35,1,0.028571,35,0,1.0,0.0018,OK
restart,crewship-ai__crewship__docker_docker-compose.yml.yml,postgres,unless-stopped,on-failure,31,9,1,0.111111,8,1,1.0,0.0018,OK
restart,cvaghela__service-dash__appstore_Apps_ServiceDash_docker-compose.yml.yml,claude-usage,unless-stopped,on-failure,1595,1405,1,0.000712,1404,1,1.0,0.0119,OK
restart,daloni__course-big-data-and-ai__big-data_mongo_docker-compose.yml.yml,mongo,always,on-failure,26,4,1,0.25,3,1,1.0,0.0023,OK
restart,dark-capricornus__Homegenie__docker-compose.yml.yml,homegenie,unless-stopped,on-failure,60,14,1,0.071429,13,1,1.0,0.0019,OK
restart,darkweak__souin__docker-compose.yml.dev.yml,olric,on-failure,always,81,18,1,0.055556,17,1,1.0,0.003,OK
restart,davutD__user-dashboard-app__docker-compose.yml.yml,neo4j,unless-stopped,on-failure,32,18,1,0.055556,17,1,1.0,0.0029,OK
restart,deeztek__Hermes-Secure-Email-Gateway__docker-compose.yml.yml,hermes_authelia,always,on-failure,1028,303,1,0.0033,302,1,1.0,0.0126,OK
restart,deployable-sh__stacks__supabase_upstream-docker-compose.yml.yml,auth,unless-stopped,on-failure,577,271,1,0.00369,270,1,1.0,0.0082,OK
restart,dlobs-co__dhobs__docker-compose.yml.yml,collabora,on-failure:5,on-failure,744,215,1,0.004651,214,1,1.0,0.0069,OK
restart,donato-marcos__homelab-containers__container_docker_standalone_storage_alarik_docker-compose.cluster.yaml.yml,api01,unless-stopped,on-failure,511,226,1,0.004425,225,1,1.0,0.0061,OK
restart,drmaas__react-router-template__docker-compose.yml.yml,postgres,always,on-failure,17,8,1,0.125,7,1,1.0,0.0023,OK
restart,droptica__nginx-proxy__docker-compose.yml.3.yml,nginx,always,on-failure,26,6,1,0.166667,5,1,1.0,0.0028,OK
restart,duylinhdang1998__ceo-management__docker-compose.yml.yml,api,unless-stopped,on-failure,92,36,1,0.027778,35,1,1.0,0.0033,OK
restart,easabbir__k6-performance-test__docker-compose.yml.yml,grafana,always,on-failure,32,11,1,0.090909,10,1,1.0,0.0031,OK
restart,eh-bleh__member-qa-system__docker-compose.yml.yml,qa-api,unless-stopped,on-failure,17,5,1,0.2,4,1,1.0,0.0029,OK
restart,ekambindra__atlas-meridian__atlas-build-lab_stress-cases_atlas-stress-alpha_docker-compose.yml.yml,postgres,unless-stopped,on-failure,38,7,1,0.142857,6,1,1.0,0.0031,OK
restart,elitsuri__lms-cloudlearn-8__docker_docker-compose.yml.yml,backend,unless-stopped,on-failure,48,11,1,0.090909,10,1,1.0,0.0032,OK
restart,endreo123__alura-studies__docker-compose.yml.yml,nodejs,always,on-failure,11,5,1,0.2,4,1,1.0,0.0027,OK
restart,eth-infinitism__bundler__dockers_docker-compose.yml.yml,acme-companion,unless-stopped,on-failure,70,27,1,0.037037,26,1,1.0,0.0034,OK
restart,eugenioenko__tnmtmmorpg__deploy_docker-compose.yml.yml,server,unless-stopped,on-failure,48,22,1,0.045455,21,1,1.0,0.0028,OK
env,0kkun__tennis-track__.openapi_docker-compose.yml.yml,swagger-ui,API_URL,cm-test-value,32,5,1,0.2,4,1,1.0,0.0022,OK
env,1235357__debate-engine__docker-compose.yml.yml,debate-engine,GOOGLE_API_KEY,cm-test-value,17,8,1,0.125,2,6,0.166667,0.0019,OK
env,1qzxc__infra__shared-files_docker_gitlabci_docker-compose.yml.yml,web,GITLAB_OMNIBUS_CONFIG,cm-test-value,19,13,1,0.076923,13,0,1.0,0.002,OK
env,3PillarGlobal__engineering-playbook__dockerized-automation_docker-compose.yml.yml,automation,CUSTOM_VAR,cm-test-value,31,10,1,0.1,8,2,0.5,0.002,OK
env,3bsolutionsltd__transconnect-app__docker-compose.yml.yml,admin,REACT_APP_API_URL,cm-test-value,81,19,1,0.052632,18,1,1.0,0.0024,OK
env,4linux__540__mentoria_compose_frontend2_docker-compose.yml.yml,app-frontend2,DB_HOST,cm-test-value,37,8,1,0.125,7,1,1.0,0.0021,OK
env,97jsantos__atividade-pratica-modulo-14__docker-compose.yml.yml,backend,SPRING_DATASOURCE_URL,cm-test-value,61,31,1,0.032258,26,5,0.2,0.0022,OK
env,9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,kafka,KAFKA_BROKER_ID,cm-test-value,115,64,1,0.015625,63,1,1.0,0.0024,OK
env,AAARRRCCC__richmond-walk-roulette__valhalla_docker-compose.yml.yml,valhalla,build_admins,cm-test-value,45,36,1,0.027778,31,5,0.2,0.0019,OK
env,AAhmed233__microservice_dxc__sonarqube_docker-compose.yml.yml,sonarqube,SONAR_ES_BOOTSTRAP_CHECKS_DISABLE,cm-test-value,21,3,1,0.333333,3,0,1.0,0.0017,OK
env,ALipckin__task-flow-backend__auth_docker-compose.yml.yml,auth-db,POSTGRES_USER,cm-test-value,45,13,1,0.076923,12,1,1.0,0.0017,OK
env,AP0827__Multi-Threaded-Web-Server__docker-compose.yml.yml,modsecurity,BACKEND,cm-test-value,93,14,1,0.071429,13,1,1.0,0.0026,OK
env,AbdullahSholi__DOS_Project_Part1__docker-compose.yml.yml,catalog-server,NODE_ENV,cm-test-value,64,9,1,0.111111,7,2,0.5,0.0026,OK
env,AdrienPoupa__docker-compose-nas__docker-compose.yml.yml,autobrr,TZ,cm-test-value,580,57,1,0.017544,54,3,0.333333,0.0089,OK
env,AhmedIsmailKhalid__Iris-Classification-System-MLOps__deployment_docker-compose.yml.yml,api,API_HOST,cm-test-value,39,17,1,0.058824,8,9,0.111111,0.003,OK
env,Aish2140__movie-recommender-endee__docker-compose.yml.yml,endee,NDD_NUM_THREADS,cm-test-value,35,9,1,0.111111,8,1,1.0,0.0032,OK
env,Akash112004__ChaiGallery__docker-compose.yml.yml,db,POSTGRES_DB,cm-test-value,16,5,1,0.2,4,1,1.0,0.0029,OK
env,Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,airflow-init,AIRFLOW__CORE__EXECUTOR,cm-test-value,360,68,1,0.014706,58,10,0.1,0.0065,OK
env,Alanaktion__artdeck__docker-compose.yml.yml,laravel.test,WWWUSER,cm-test-value,72,69,1,0.014493,69,0,1.0,0.0028,OK
env,Alexandra2888__eShop__docker-compose.yml.yml,backend,NODE_ENV,cm-test-value,48,16,1,0.0625,9,7,0.142857,0.0026,OK
env,Alexestgrand__RoyalChess__docker-compose.yml.yml,postgres,POSTGRES_USER,cm-test-value,39,9,1,0.111111,8,1,1.0,0.0024,OK
env,Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,frontend,VITE_API_BASE_URL,cm-test-value,59,13,1,0.076923,11,2,0.5,0.0029,OK
env,Amrue320__cicd-demo-app__docker-compose.yml.yml,app,DJANGO_SECRET_KEY,cm-test-value,78,21,1,0.047619,20,1,1.0,0.0037,OK
env,AndresHardware__Vaultwarden__docker-compose.yml.txt.yml,vaultwarden,SMTP_HOST,cm-test-value,35,26,1,0.038462,2,24,0.041667,0.0035,OK
env,AnjaliSamrat__Real-states-risks-scorer__docker-compose.yml.yml,backend,DATABASE_URL,cm-test-value,58,15,1,0.066667,12,3,0.333333,0.0041,OK
env,Aram8956__LMSPlatform__docker-compose.yml.yml,billingapi,ASPNETCORE_ENVIRONMENT,cm-test-value,58,16,1,0.0625,14,2,0.5,0.0045,OK
env,ArmandoHdzBta__api-spring__docker-compose.yml.yml,db,POSTGRES_USER,cm-test-value,11,3,1,0.333333,2,1,1.0,0.0032,OK
env,ArthurLopes191__Projetos-Ulbra__2022-1_PW_Aula_11_docker-lamp-pw-master_docker-compose.yml.yml,db,MYSQL_ROOT_PASSWORD,cm-test-value,35,33,1,0.030303,33,0,1.0,0.0034,OK
env,ArturB__RSO__docker-compose.yml.bak.yml,msapp-app,SPRING_PROFILES_ACTIVE,cm-test-value,43,24,1,0.041667,23,1,1.0,0.0037,OK
env,AryanMarwah7781__FitPub__docker-compose.yml.yml,fitpub-api,DATABASE_URL,cm-test-value,95,32,1,0.03125,21,11,0.090909,0.0041,OK
env,AshwinSaklecha__LedgerPay__docker-compose.yml.yml,postgres,POSTGRES_USER,cm-test-value,29,8,1,0.125,7,1,1.0,0.0033,OK
env,BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,db,POSTGRES_PASSWORD,cm-test-value,176,56,1,0.017857,56,0,1.0,0.0051,OK
env,Baptiste4321__biblioteque-node_express__backend_docker-compose.yml.yml,db,POSTGRES_USER,cm-test-value,58,31,1,0.032258,30,1,1.0,0.0031,OK
env,Bara2222__fittrack__docker-compose.yml.yml,backend,FLASK_DEBUG,cm-test-value,54,14,1,0.071429,5,9,0.111111,0.0033,OK
env,BenHampton__aws-ecs-terraform-demo__docker-compose.yml.yml,backend,SPRING_PROFILES_ACTIVE,cm-test-value,30,11,1,0.090909,10,1,1.0,0.003,OK
env,Bensmina-Anass__streaming-sales-analytics__clickhouse_docker-compose.yml.yml,clickhouse,CLICKHOUSE_USER,cm-test-value,31,8,1,0.125,7,1,1.0,0.0033,OK
env,BinhSilver__sentry_Suport_learning_Japanese-Public__docker-compose.yml.yml,app,SPRING_DATASOURCE_URL,cm-test-value,71,11,1,0.090909,11,0,1.0,0.0038,OK
env,BlackAntik__service-oriented-architecture-__kafka_clickhouse_postgresql_docker-compose.yml.yml,aggregation,CLICKHOUSE_URL,cm-test-value,261,56,1,0.017857,55,1,1.0,0.0051,OK
env,Bleenq-Technology__ai-homelab__docker_ai_compose.ai.yml.yml,comfyui,WANTED_UID,cm-test-value,551,324,1,0.003086,324,0,1.0,0.0054,OK
env,BorowskaNatalia__mini_data_platform__docker-compose.yml.yml,airflow-init,AIRFLOW__CORE__EXECUTOR,cm-test-value,262,65,1,0.015385,64,1,1.0,0.0052,OK
env,BrianTz79__Portafolio-Brian__docker-compose.yml.yml,cloudflared,TUNNEL_TOKEN,cm-test-value,15,4,1,0.25,2,2,0.5,0.0018,OK
env,ByteMeDirk__semantic-medallion-data-platform__docker-compose.yml.yml,metabase,MB_DB_TYPE,cm-test-value,44,10,1,0.1,9,1,1.0,0.0022,OK
env,CEIJ-GPSDE__GoTracker__docker-compose.yml.yml,location-tracker-feature,DB_HOST,cm-test-value,108,32,1,0.03125,21,11,0.090909,0.0033,OK
env,CJLove__homelab__ArtifactKeeper_docker-compose.yml.yml,backend,DATABASE_URL,cm-test-value,636,340,1,0.002941,339,1,1.0,0.0096,OK
env,CNR-ISMAR__iws__docker-compose.yml.old.yml,celery,DJANGO_SETTINGS_MODULE,cm-test-value,306,129,1,0.007752,128,1,1.0,0.0066,OK
env,CarMi0Proggramer__php-erp-challenge__docker-compose.yml.yml,db,POSTGRES_USER,cm-test-value,10,4,1,0.25,0,4,0.25,0.0027,OK
env,ChasakisD__MudDataGridEfCore__Api_docker-compose.yml.yml,db,SA_PASSWORD,cm-test-value,20,19,1,0.052632,19,0,1.0,0.0027,OK
env,CilentoX__wpp-sherek-multi__docker-compose.yml.yml,shrek-bot,NODE_ENV,cm-test-value,10,3,1,0.333333,1,2,0.5,0.0027,OK
env,CodesWhat__drydock__test_qa-compose.yml.yml,app-gitea,INSTALL_LOCK,cm-test-value,636,246,1,0.004065,243,3,0.333333,0.01,OK
env,DDS-Solutions__AI-TadPole-OS__docker-compose.yml.yml,grafana,GF_SECURITY_ADMIN_PASSWORD,cm-test-value,73,22,1,0.045455,19,3,0.333333,0.0025,OK
env,DEDSEC-0010__sentiment-serve__docker-compose.yml.yml,api,ENVIRONMENT,cm-test-value,56,20,1,0.05,16,4,0.25,0.0022,OK
env,DamienDESSAUX-M2i__M2i_CDSD_TDTP__spark_demos_lab-etl_docker-compose.yml.yml,spark-master,SPARK_MASTER_HOST,cm-test-value,82,19,1,0.052632,15,4,0.25,0.0024,OK
env,DaniilK87__BookKeeping__docker-compose.yml.yml,bookkeeping-app,SPRING_DATASOURCE_URL,cm-test-value,28,9,1,0.111111,8,1,1.0,0.0024,OK
env,DaniilZebzeev__hse-ml-contrast-checker__docker-compose.yml.yml,cli,PYTHONUNBUFFERED,cm-test-value,38,11,1,0.090909,9,2,0.5,0.0028,OK
env,Darkbuilder646__Task-Gestion__TaskGestion_-_Back_taskgestion_docker-compose.yml.yml,postgres,POSTGRES_DB,cm-test-value,18,5,1,0.2,4,1,1.0,0.0022,OK
env,Darkcode-Git__CoopDigital__infra_docker-compose.yml.yml,backend,PORT,cm-test-value,41,6,1,0.166667,5,1,1.0,0.0038,OK
env,DataChef07__NewsApp__docker-compose.yml.yml,api,PORT,cm-test-value,42,14,1,0.071429,13,1,1.0,0.0034,OK
env,DataScientest-Studio__juin23_continu_mlops_meteo__docker-compose.yml.yml,api,secret,cm-test-value,62,27,1,0.037037,21,6,0.166667,0.0037,OK
env,DataScientest-Studio__juin23_continu_mlops_pompiers__docker-compose.yml.yml,api_admin,DB_HOST,cm-test-value,57,61,1,0.016393,19,42,0.02381,0.0036,OK
env,Dataman-Cloud__offline-prometheus__docker-compose.yml.tmp.yml,grafana,PROMETHEUS_HOST,cm-test-value,38,10,1,0.1,7,3,0.333333,0.0035,OK
env,DavideC0__Esercizi__mongodb_docker-compose.yml.yml,mongo-express,ME_CONFIG_MONGODB_SERVER,cm-test-value,27,23,1,0.043478,22,1,1.0,0.003,OK
env,DevModeVivek__book-management-system__docker-compose.yml.yml,postgres,POSTGRES_DB,cm-test-value,74,15,1,0.066667,14,1,1.0,0.0037,OK
env,DevYangJC__DataLoom__deplay_docker-compose.yml.yml,dataloom-server,JAVA_OPTS,cm-test-value,33,10,1,0.1,10,0,1.0,0.0031,OK
env,Diegoalt-dev__esave__docker-compose.yml.yml,mysql,MYSQL_ROOT_PASSWORD,cm-test-value,12,5,1,0.2,4,1,1.0,0.0027,OK
env,DigneZzZ__dwg__docker-compose.yml.CLI.yml,adguardhome,TZ,cm-test-value,50,13,1,0.076923,11,2,0.5,0.0033,OK
