environment_long,environment_short,extension_field_count,file,line_count,parse_error,ports_long,ports_short,service_count,size_bytes,top_level_section_count,top_level_sections,volumes_long,volumes_short,yaml_nesting_depth
0,0,0,TailTag__server__uptime_docker-compose.yml.yml,23,,0,0,1,570,2,networks;services,0,2,4
0,0,0,Taliana17__BuzzCore__docker-compose.yml.yml,11,,0,1,1,150,3,services;version;volumes,0,1,4
0,0,0,Tanvrit__phi-pricing-platform__docker-compose.yml.yml,33,,0,1,1,1324,2,services;volumes,0,1,4
0,1,0,Tardfyou__SemWeaver__docker-compose.yml.yml,24,,0,1,1,636,2,services;volumes,0,1,5
1,0,0,Team-olbl__S-tickey__deploy_docker-compose.yml.yml,98,,0,7,6,2198,4,networks;services;version;volumes,0,7,6
0,0,0,ThomasQi3141__syncspark__docker-compose.yml.yml,13,,0,1,1,295,1,services,0,0,4
2,0,0,Tobita-Ryusuke__test-foodcre__docker-compose.yml.yml,30,,0,2,2,580,2,services;volumes,3,2,5
1,0,0,ToolboxAid__Docker-Assistant__templates_portainer_docker-compose.yml.yml,108,,3,0,2,2712,3,networks;services;version,0,3,6
0,2,0,TopMob__google-api-web__docker-compose.yml.yml,24,,0,2,2,412,2,services;version,0,1,4
1,0,0,TroJanBoi__CEPP-67__docker-compose.yml.yml,39,,0,3,3,698,3,networks;services;volumes,0,1,4
1,2,0,ValeriTodorov01__VALERI-VOT-DOM-2-SROK-2__docker-compose.yml.yml,130,,0,9,6,2758,3,networks;services;version,0,8,4
2,0,0,VaultSparkStudios__vaultspark-football-gm__ops_deploy-backend.docker-compose.yml.yml,59,,0,1,2,1674,4,name;networks;services;volumes,0,2,5
0,1,0,VelarIQ__brain-free__docker-compose.yml.yml,22,,0,2,2,413,2,services;version,0,2,4
1,0,0,ViniciusResende__F1-FuelHub__mongo-db-docker-compose.yml.yml,16,,0,1,1,259,3,services;version;volumes,0,1,4
3,0,0,Vishva0007__codexstockbuild__docker-compose.yml.yml,50,,0,3,3,1237,2,services;volumes,0,4,5
0,0,0,Websoft9__docker-library__apps_jetty_docker-compose.yml.yml,26,,0,1,1,519,4,networks;services;version;volumes,0,2,4
0,0,0,Wilcolab__Anythink-Market-e60qvd10__docker-compose.yml.yml,17,,0,2,2,358,1,services,0,2,4
2,0,0,WilmerAraya__pr-review-bot__docker-compose.yml.yml,70,,0,4,5,1706,2,services;volumes,0,7,4
0,1,0,Wisdomuzochi__datapulse__docker-compose.yml.yml,94,,0,6,7,2041,2,services;volumes,0,6,5
0,0,0,X1cT34m__0xGame2023__Web_Week_4_auth_bypass_docker-compose.yml.yml,8,,0,1,1,113,2,services;version,0,0,4
0,2,0,XaviMontero__moodle-docker__moodle_docker-compose.yml.yml,30,,0,2,2,651,3,services;version;volumes,0,2,4
1,1,0,Xedii__knostic-task__docker-compose.yml.yml,53,,0,3,3,1213,2,services;volumes,0,1,5
0,0,0,Ya095__FastApi_project__docker-compose.yml.yml,55,,0,2,5,967,2,services;version,0,0,4
0,0,0,Ycap__axxes-exercise__greenfield-project-java_docker-compose.yml.yml,8,,0,1,1,126,2,services;version,0,0,4
4,0,0,YehudaBriskman__Bothy__auth_compose.yml.yml,562,,0,1,4,31942,3,name;networks;services,0,1,6
0,0,0,Yury-Learn__ansible-practice__3.other-systems-and-stacks_2.Connection_ansible_docker-compose.yml.yml,7,,0,0,1,116,2,services;version,0,1,4
0,0,0,ZocketZero__docker-machine__ryu-sdn_docker-compose.yml.yml,7,,0,0,1,114,1,services,0,0,3
3,0,0,abaz1d__traspac-test__A-Soal-Kemampuan-Teknis_docker-compose.yml.yml,62,,0,3,3,1432,3,networks;services;version,0,1,4
2,0,0,abigailajohn__VVMA__docker-compose.yml.yml,47,,0,4,3,915,3,services;version;volumes,0,2,5
2,0,0,abisheik687__kavach-ai__docker-compose.yml.yml,34,,0,2,2,1011,1,services,0,3,4
2,0,0,admisio__Portfolio__docker-compose.yml.dev.yml,39,,0,3,3,698,3,networks;services;version,0,1,4
1,0,0,admisio__Testy__docker-compose.yml.dev.yml,25,,0,2,2,424,3,networks;services;version,0,0,4
0,0,0,agentdalecoper__drakaris__docker-compose.yml.yml,6,,0,0,1,113,2,services;version,0,0,4
4,0,1,agentteamhq__agentteam-email__compose.yaml.yml,851,,0,1,8,32604,6,configs;name;networks;services;volumes;x-required-env,0,4,5
0,1,0,ahmedchsalah__breast-cancer-detection-backend__fl-server_docker-compose.yml.yml,20,,0,1,1,444,2,networks;services,0,2,4
1,2,0,ajinkya1806__money_sunny__money_sunny_docker-compose.yml.yml,82,,0,4,4,1833,3,services;version;volumes,0,5,5
1,0,0,ak1nttr__blog-api__docker-compose.yml.yml,14,,0,2,2,229,1,services,0,0,4
1,1,0,akskokki__devops-with-docker__part-2_2_07_docker-compose.yml.yml,25,,0,2,4,424,1,services,0,1,4
0,1,0,alercebroker__wagtail-web__docker-compose.yml.yml,40,,0,1,2,731,3,services;version;volumes,0,4,4
0,0,0,alexandre6415__telegram-runrun-bot__docker-compose.yml.yml,8,,0,0,1,172,1,services,0,0,4
0,1,0,alice-ang__nest-gql-api__docker-compose.yml.yml,9,,0,1,1,175,1,services,0,0,4
0,1,0,alitarhinisv__Notes-FE__docker-compose.yml.yml,28,,0,2,2,474,3,services;version;volumes,0,4,4
0,0,0,allensayyes__investment-platform__docker-compose.yml.yml,8,,0,1,1,118,2,services;version,0,1,4
0,1,0,alobaili__ADS-DBT_Course__labs_day4_dbt_project_dbt_packages_dbt_utils_docker-compose.yml.yml,8,,0,1,1,141,2,services;version,0,0,4
0,0,0,aloshai__aequi-monorepo__docker-compose.yml.yml,57,,0,0,2,1530,2,networks;services,0,0,5
0,0,0,alperkrtglu__weather-api__docker-compose.yml.yml,8,,0,1,1,127,2,services;version,0,0,4
0,7,0,amolabs__amoabci__docker-compose.yml.in.yml,96,,0,1,7,1800,3,networks;services;version,0,7,6
0,1,0,andycmaj__Bootstrapp__content_docker-compose.yml.yml,19,,0,1,1,335,2,services;version,0,0,5
0,0,0,ankitsoniblogger__yt-download__docker-compose.yml.yml,23,,0,1,1,764,2,services;version,0,1,4
1,0,0,antistatique__drupal-vercel-deploy__docker-compose.yml.yml,21,,0,1,2,423,1,services,0,1,4
3,1,0,antonve__activity-log__docker-compose.yml.yml,48,,0,2,4,1123,2,services;version,0,2,4
1,6,0,appwrite__appwrite__docker-compose.override.yml.yml,611,,0,19,38,16000,4,configs;networks;services;volumes,0,56,6
1,31,1,appwrite__appwrite__docker-compose.yml.yml,1862,,0,2,38,54612,4,networks;services;volumes;x-logging,0,50,5
0,0,0,arkanelinux__docker-compose__traefik_docker-compose.yml.yml,44,,0,3,1,1617,2,networks;services,0,4,4
1,3,0,arunrao__rampart-ai__docker-compose.yml.yml,121,,0,7,5,3891,2,services;volumes,0,3,5
1,1,0,ashishjaiswal222__newportfolio__backend_docker-compose.yml.yml,79,,0,3,3,1805,4,networks;services;version;volumes,0,4,5
0,2,0,atanaltay__cs310_2022__25_BookStoreDocker_docker-compose.yml.yml,29,,0,2,2,563,3,networks;services;version,0,0,4
0,1,0,av-ugolkov__backend-examples__db_postgresql_join_docker-compose.yml.yml,14,,0,1,1,318,2,services;version,0,1,4
0,3,0,beedemo__windows-modernize-aspnet-dev__v2-src_docker-compose.yml.yml,47,,0,3,4,1006,3,networks;services;version,0,0,4
1,0,0,betinnapp__survey-service__docker-compose.yml.yml,21,,0,2,2,403,2,services;version,0,1,4
0,1,0,betloreilly__AI-powered-Enterprise-Search__docker-compose.yml.yml,44,,0,2,1,1014,4,networks;services;version;volumes,0,1,5
2,0,0,biwano__graph-node-state-manager__docker-compose.yml.yml,54,,0,7,3,1221,2,services;volumes,0,2,4
0,1,0,bjornkpu__pottery-log__docker-compose.yml.yml,9,,0,1,1,247,1,services,0,0,4
1,27,0,blaineventurine__home-automation-docker__docker-compose.yml.yml,927,,0,48,37,27268,3,networks;services;version,0,95,4
2,0,0,borispocev__BerzaMKD__Domasna_4_docker-compose.yml.yml,44,,0,3,3,983,2,networks;services,0,1,4
24,13,3,botAGI__AGmind__templates_docker-compose.yml.yml,2057,,0,17,50,77272,6,networks;services;volumes;x-logging-defaults;x-security-defaults;x-shared-env,0,74,9
8,0,3,botAGI__AGmind__tests_golden_expected_cluster_peer_docker-compose.rendered.yml.yml,1140,,9,0,10,31173,6,name;networks;services;x-logging-defaults;x-security-defaults;x-shared-env,16,0,5
8,0,3,botAGI__AGmind__tests_golden_expected_full_lan_docker-compose.rendered.yml.yml,1140,,9,0,10,31173,6,name;networks;services;x-logging-defaults;x-security-defaults;x-shared-env,16,0,5
8,0,3,botAGI__AGmind__tests_golden_expected_minimal_lan_docker-compose.rendered.yml.yml,1140,,9,0,10,31093,6,name;networks;services;x-logging-defaults;x-security-defaults;x-shared-env,16,0,5
8,0,3,botAGI__AGmind__tests_golden_expected_rag_milvus_docker-compose.rendered.yml.yml,1140,,9,0,10,31165,6,name;networks;services;x-logging-defaults;x-security-defaults;x-shared-env,16,0,5
8,0,3,botAGI__AGmind__tests_golden_expected_ragflow_docker-compose.rendered.yml.yml,1140,,9,0,10,31173,6,name;networks;services;x-logging-defaults;x-security-defaults;x-shared-env,16,0,5
0,1,0,botond-ai__GasAgent__mini_projects_keil.gyozo_supai5_docker-compose.yml.yml,87,,0,5,4,1826,3,networks;services;volumes,0,4,5
0,1,0,brightsparklabs__bsl-reverse-proxy__src_resources_templates_baseline_docker-compose.yml.j2.yml,46,,0,2,3,1303,1,services,0,3,5
2,22,0,broxcat__athena__docker-compose.yml.yml,538,,0,5,27,21444,2,services;volumes,1,10,5
2,0,0,brunocolares__barbersoft-corrigido__docker-compose.yml.yml,76,,0,4,4,1601,4,networks;services;version;volumes,0,1,5
1,0,0,bryan-emptycatch__research__postgres_performance_indexes_docker-compose.yml.yml,20,,0,1,1,473,2,services;volumes,0,1,5
0,0,0,bschmitt__laravel-amqp__docker-compose.yml.yml,27,,0,1,2,485,3,networks;services;version,0,1,4
0,1,0,buptmiao__microservice-app__monitor_docker-compose.yml.2.yml,75,,0,3,4,1492,4,networks;services;version;volumes,0,8,4
0,3,0,cajal__pipecontrol__docker-compose.yml.old.yml,50,,0,3,3,1027,2,services;version,0,15,4
0,1,0,cambridge-cares__TheWorldAvatar__Agents_PropertyValueEstimationAgent_docker-compose.yml.yml,55,,0,1,1,2364,3,services;version;volumes,0,1,4
2,1,0,camsnz__orcka__app_example-plain-app_tmp-misc_docker-compose.yml.yml,41,,0,2,4,678,2,services;volumes,0,1,5
0,1,0,caretdev__iris-vector__docker-compose.yml.yml,22,,0,3,2,484,2,services;version,0,3,4
0,1,0,cbulock__plex-issue-finder__docker-compose.yml.yml,22,,0,1,1,634,2,services;volumes,0,1,4
2,0,0,ccostoso__pokemoves__docker-compose.yml.yml,31,,0,2,2,842,2,services;volumes,0,1,5
0,1,0,cescalada-lab__Diplomatura-CloudDataEngineering-ITBA__1_Foundations_Trabajo_Practico_Final_Foundations_Punto_5_docker-compose.yml.yml,55,,0,3,4,1063,3,services;version;volumes,0,4,4
1,0,0,chandanshoun__CPPRestSDK-server__docker-compose.yml.bkp.yml,13,,0,1,1,271,2,services;version,0,1,4
2,0,0,chaterm__Akasha__docker-compose.yml.bak.yml,38,,0,1,3,864,2,services;volumes,0,3,4
0,0,0,clubcapra__gazebo_docker__docker-compose.yml.yml,15,,0,0,1,354,2,services;version,0,2,4
1,0,0,cmparrela__caixa-eletronico-laravel-api__docker-compose.yml.yml,41,,0,3,3,870,3,networks;services;version,0,4,4
0,1,0,codekinian-dev__BenihChain-ClientApp__docker-compose.yml.yml,22,,0,1,1,466,3,networks;services;version,0,0,4
0,21,1,codename-co__stack__hub_appwrite_compose.yaml.yml,895,,0,0,24,26066,4,networks;services;volumes;x-logging,0,24,5
22,2,0,codename-co__stack__hub_dify_compose.yaml.yml,623,,0,5,27,21754,3,networks;services;volumes,1,43,5
0,4,0,codename-co__stack__hub_jitsi_compose.yaml.yml,503,,0,3,4,14491,2,networks;services,0,8,6
0,17,0,codename-co__stack__hub_mailcow_compose.yaml.yml,689,,0,9,17,25095,3,networks;services;volumes,0,89,6
1,0,0,codenip-tech__design-patterns-in-php__docker-compose.yml.dist.yml,19,,0,0,1,510,2,services;version,0,1,5
0,1,0,compasify__giapha-4.0__docker-compose.yml.yml,21,,0,1,1,576,1,services,0,0,5
5,0,0,confluentinc__kafka-tutorials__templates_ksql_filtered_code_docker-compose.yml.yml,76,,0,4,5,2132,2,services;version,0,2,4
5,0,0,coollabsio__coolify__docker-compose.dev.yml.yml,183,,0,10,9,5538,3,networks;services;volumes,0,16,5
3,1,0,coollabsio__coolify__docker-compose.prod.yml.yml,92,,0,3,4,2972,3,networks;services;volumes,1,9,5
0,0,0,coollabsio__coolify__docker-compose.yml.yml,37,,0,0,4,875,2,networks;services,0,0,4
1,0,0,crewship-ai__crewship__docker_docker-compose.yml.yml,31,,0,1,1,685,3,networks;services;volumes,0,1,5
0,0,0,crs4__openEHRTool__docker-compose.yml.linux.1.yml,22,,0,1,2,485,2,services;version,0,2,4
0,0,0,crs4__openEHRTool__docker-compose.yml.linux.2.yml,23,,0,1,2,525,2,services;version,0,2,4
0,0,0,crs4__openEHRTool__docker-compose.yml.win.1.yml,21,,0,1,2,462,2,services;version,0,2,4
0,0,0,crs4__openEHRTool__docker-compose.yml.win.2.yml,31,,0,1,2,623,3,networks;services;version,0,2,4
0,1,0,ctenopoma__minlpkit__ops_docker-compose.yml.yml,64,,0,7,5,2348,2,services;volumes,0,8,4
2,1,0,ctorres24__Dentidesk__docker-compose.yml.yml,51,,0,3,3,915,3,networks;services;volumes,0,2,4
7,0,2,cvaghela__service-dash__appstore_Apps_ServiceDash_docker-compose.yml.yml,1595,,1,0,7,92733,4,name;networks;services;x-casaos,9,15,7
2,0,0,daloni__course-big-data-and-ai__big-data_mongo_docker-compose.yml.yml,26,,0,2,2,600,2,services;volumes,0,2,4
0,1,0,dark-capricornus__Homegenie__docker-compose.yml.yml,60,,0,4,2,1359,3,networks;services;volumes,0,4,6
2,0,1,darkweak__souin__docker-compose.yml.dev.yml,81,,0,8,7,1657,4,networks;services;version;x-networks,0,2,5
1,0,0,davutD__user-dashboard-app__docker-compose.yml.yml,32,,0,3,2,602,3,services;version;volumes,0,1,4
0,2,0,decwest__nav2_test_environment__docker-compose.yml.yml,67,,0,0,2,2072,1,services,0,26,5
2,16,0,deeztek__Hermes-Secure-Email-Gateway__docker-compose.yml.yml,1028,,0,12,19,36626,4,networks;secrets;services;volumes,0,132,6
11,0,0,deployable-sh__stacks__supabase_upstream-docker-compose.yml.yml,577,,0,4,11,20839,3,name;services;volumes,0,18,6
0,0,0,diegofranca92__docker-test__Docker_Expo_React_Native_docker-compose.yml.yml,14,,0,2,1,236,2,services;version,0,1,4
0,15,0,dlobs-co__dhobs__docker-compose.yml.yml,744,,0,17,20,24911,4,networks;secrets;services;volumes,0,59,6
0,1,0,dmcbane__devcontainer-go__.devcontainer_docker-compose.yml.yml,27,,0,0,1,792,2,services;version,0,5,4
0,7,0,donato-marcos__homelab-containers__container_docker_standalone_storage_alarik_docker-compose.cluster.yaml.yml,511,,0,0,7,18788,4,name;networks;services;volumes,0,6,6
1,0,0,drmaas__react-router-template__docker-compose.yml.yml,17,,0,1,1,648,2,services;volumes,0,1,4
0,0,0,droptica__nginx-proxy__docker-compose.yml.3.yml,26,,0,2,1,806,3,networks;services;version,0,7,4
0,1,0,drycc-addons__containers__containers_redis-sentinel_docker-compose.yml.yml,19,,0,0,2,449,3,services;version;volumes,0,2,4
2,0,0,duylinhdang1998__ceo-management__docker-compose.yml.yml,92,,0,3,3,3724,3,services;version;volumes,0,1,5
0,1,0,easabbir__k6-performance-test__docker-compose.yml.yml,32,,0,2,2,733,3,services;version;volumes,0,2,4
2,0,0,easonchai__yuban__docker-compose.yml.yml,48,,0,3,3,1060,2,services;volumes,0,2,5
0,1,0,eh-bleh__member-qa-system__docker-compose.yml.yml,17,,0,1,1,353,2,services;version,0,0,5
3,0,0,ekambindra__atlas-meridian__atlas-build-lab_stress-cases_atlas-stress-alpha_docker-compose.yml.yml,38,,0,2,3,929,1,services,0,3,4
1,1,0,elitsuri__lms-cloudlearn-8__docker_docker-compose.yml.yml,48,,0,3,3,1096,3,services;version;volumes,0,3,5
0,0,0,enayetsyl__docker-experiment__full-stack-compose-demo_docker-compose.yml.yml,51,,0,2,3,1277,3,services;version;volumes,0,5,5
0,0,0,endreo123__alura-studies__docker-compose.yml.yml,11,,0,1,1,227,1,services,0,1,4
0,0,0,enricopesce__locuster__docker_docker-compose.yml.yml,20,,0,1,2,425,2,services;version,0,2,4
1,0,0,eth-infinitism__bundler__dockers_docker-compose.yml.yml,70,,0,3,3,1665,3,services;version;volumes,0,9,5
1,0,0,eugenioenko__tnmtmmorpg__deploy_docker-compose.yml.yml,48,,0,0,2,1671,3,name;networks;services,0,3,4
2,0,0,eventually-consistent-code__Open-Cookbook__server_local_docker-compose.yml.yml,34,,0,1,2,880,2,services;volumes,0,5,4
0,0,0,evshvarov__iris-cron-task__docker-compose.yml.yml,14,,0,3,1,234,2,services;version,0,1,4
0,1,0,exoplatform__chat-application__docker-compose.yml.yml,19,,0,2,1,526,3,services;version;volumes,0,3,4
0,0,0,eyadsibai__machine-learning-docker-image__docker-compose.yml_bak.yml,49,,0,7,6,924,2,services;version,0,0,6
0,2,0,fankh__vulnerability-poc__2026_CVE-2026-45618_docker-compose.yml.yml,45,,0,2,2,986,3,networks;services;version,0,0,5
0,2,0,fankh__vulnerability-poc__2026_CVE-2026-70422_docker-compose.yml.yml,45,,0,2,2,986,3,networks;services;version,0,0,5
2,0,0,farukkeskinn__CS308-BE__docker-compose.yml.yml,46,,0,3,3,961,3,services;version;volumes,0,2,5
1,0,0,feiseli__watch-lifecycle__docker-compose.yml.yml,13,,0,1,1,242,2,services;volumes,0,1,4
0,0,0,felixanderton__contrastive-up__docker-compose.yml.yml,10,,0,0,1,287,1,services,0,1,4
2,0,0,fingxay__Product-review-system-nodejs__docker-compose.yml.yml,28,,0,2,2,505,3,services;version;volumes,0,1,4
0,0,0,flaff__bdp-services__docker-compose.yml.yml,24,,0,2,2,406,2,services;version,0,1,4
0,1,0,flavio-code-535345__ebay-scrapper__docker-compose.yml.yml,36,,0,1,1,1248,2,services;volumes,0,1,5
6,32,14,florianajir__pi-pcloud__compose.yaml.yml,2591,,0,5,41,117545,17,networks;services;volumes;x-cpu-request-large;x-cpu-request-medium;x-cpu-request-small;x-cpu-request-tiny;x-cpu-request-xlarge;x-healthcheck-default;x-healthcheck-fast;x-healthcheck-light;x-healthcheck-relaxed;x-oom-score-critical;x-oom-score-deprioritize;x-oom-score-important;x-service-defaults;x-stremio-common,1,146,6
8,1,0,fond-of__spryker-docker__docker-compose.yml.dist.yml,212,,0,13,11,5201,3,services;version;volumes,0,9,5
0,0,0,food0903__AI-Job-Interview__docker-compose.yml.yml,34,,0,3,3,889,1,services,0,3,4
2,0,0,fourers__kafka-cli-app__docker-compose.yml.yml,31,,0,2,2,1107,1,services,0,0,4
0,2,0,fourthofaugust__homeserver-v1__twingate_docker-compose.yml.yml,29,,0,0,2,868,2,services;version,0,0,4
1,0,0,francost15__Gaiax-App__docker-compose.yml.yml,13,,0,1,1,290,2,services;version,0,1,4
2,0,0,fred-ro__dotNet__docker-compose.yml.yml,30,,0,2,2,858,2,services;version,0,0,4
0,0,0,gabrielesh__PrivateBin__docker-compose.yml.yml,20,,0,1,1,908,2,services;version,0,2,4
1,0,0,gabrielrstan__Curso_de_Python_3_do_basico_ao_avancado_com_projetos_reais__Secao08_aula206_docker-compose.yml.yml,20,,0,1,1,465,2,services;version,0,1,4
0,0,0,garutilorenzo__docker-swarm-ingress__.docker-compose.yml-ci.yml,11,,0,2,1,217,2,services;version,0,1,4
0,2,0,garutilorenzo__laravel-docker__docker-compose.yml-dev.yml,50,,0,1,2,1287,3,services;version;volumes,1,2,6
3,0,0,garutilorenzo__mysql-ha-docker__.docker-compose.yml-ci.yml,122,,0,5,5,2771,4,networks;services;version;volumes,4,5,6
2,0,0,gbrayhan__clojure-start__docker-compose.yml.yml,34,,0,2,2,683,3,networks;services;volumes,0,1,4
0,1,0,geokrety__bootstrap-email-smtp-server__docker-compose.yml.ex.yml,30,,0,1,1,783,2,services;version,0,1,4
0,6,0,georgeyord__dockerfiles__compose_reverse-ssh-tunnel_docker-compose.yml.yml,75,,0,1,6,2686,3,environment;services;version,0,0,4
1,0,0,gerMdz__PayunPILE__docker-compose.yml.dist.yml,59,,0,1,2,1255,3,networks;services;version,0,3,5
53,0,9,getsentry__self-hosted__docker-compose.yml.yml,781,,0,1,56,34179,11,services;volumes;x-depends_on-default;x-depends_on-healthy;x-file-healthcheck;x-force-no-proxy;x-healthcheck-defaults;x-pull-policy;x-restart-policy;x-sentry-defaults;x-snuba-defaults,9,93,5
2,1,0,ghe16__SD_IoT__docker-compose.yml.yml,104,,0,3,4,2578,2,networks;services,0,6,6
2,0,0,gigliotti4__sgo-tublood__docker-compose.yml.yml,70,,0,3,5,1514,2,services;volumes,0,9,5
0,12,0,goharellahi__SkillSwap__docker-compose.yml.yml,341,,0,13,13,9385,4,networks;services;version;volumes,0,20,5
1,0,0,golepu__PROGRAMMING_PRACTICE__SQL_docker-compose.yml.yml,17,,0,1,1,288,3,services;version;volumes,0,1,4
0,0,0,gopal1409__KubernetesDocker__docker-compose.yml1.yml,9,,0,1,1,166,2,services;version,0,0,4
0,2,0,gorthar__Ecommerce__docker-compose.yml.yml,37,,0,4,3,740,3,services;version;volumes,0,1,4
1,0,0,gsalmanali__beefmesh__iotnetwork_docker_addons_mongodb-reader_docker-compose.yml.yml,40,,0,1,1,1600,3,networks;services;version,0,1,4
2,0,0,gultekinmakif__llama-watch__docker-compose.yml.yml,33,,0,2,2,684,2,services;volumes,0,1,5
0,1,0,halftime__ignc.dev-site__docker-compose.yml.yml,27,,0,2,1,856,2,services;version,0,1,5
1,0,0,hamadalina76-rgb__mon-projet__ansible_docker-compose.yml.yml,23,,0,3,2,526,1,services,0,2,4
0,0,0,harishlohar93__Multi-tool-AI-Agent__docker-compose.yml.yml,12,,0,1,1,159,2,services;version,0,1,4
1,1,0,harsh-123456__mcp_gateway_thesis__docker-compose.yml.yml,76,,0,7,8,1556,3,services;version;volumes,0,7,4
0,1,0,harshitadutt267__secops_safepatch__secops_scanner_scanner_engine_docker-compose.yml.yml,34,,0,1,1,888,3,networks;services;version,0,2,5
1,4,0,helei112g__docker-env__docker-compose.yml.bak.yml,84,,0,5,5,1879,3,networks;services;version,0,12,4
0,2,0,helmutkemper__recode__docker-compose.yml.yml,31,,0,2,2,822,1,services,0,5,4
2,0,0,henryswisvip__TeleDrive1__docker_docker-compose.yml.yml,43,,0,1,3,1150,3,services;version;volumes,0,1,5
0,2,0,hiqdev__billing-hiapi__docker-compose.yml.dist.yml,44,,0,1,2,897,4,networks;services;version;volumes,0,6,4
0,2,0,hiqdev__hipanel-core__docker-compose.yml.dev.yml,52,,0,1,3,1166,2,networks;services,0,5,6
0,2,0,hiqdev__hisite__docker-compose.yml.dist.yml,39,,0,1,2,900,3,networks;services;version,0,5,6
1,0,0,hyunsoo121__PickYouth__docker-compose.yml.yml,32,,0,2,2,759,1,services,0,2,5
1,0,0,impalah__homelab-cluster__docker-swarm_stacks_n8n-main_docker-compose.yml.yml,122,,0,1,1,5028,5,configs;networks;secrets;services;version,0,2,5
3,0,0,imranhsayed__wordpress-docker-wp-cli__docker-compose.yml-e.yml,53,,0,2,4,998,3,services;version;volumes,0,3,4
0,0,0,indiv0__castaway__docker-compose.yml.yml,17,,0,2,2,552,2,services;version,0,2,4
0,3,0,indrasantosa__multi-container-app__docker-compose.yml.yml,48,,0,1,6,987,2,services;version,0,6,4
2,0,0,invisy__ASP.NET-Airlines__docker-compose.yml.yml,25,,0,2,2,685,2,services;version,0,0,4
1,0,0,isaacbatst__study-plan-generator__docker-compose.yml.yml,11,,0,1,1,245,1,services,0,1,4
1,0,0,isaahmdantas__sigmun-rails__docker-compose.yml.tt.yml,23,,0,1,2,510,2,services;version,0,2,4
2,0,0,isharoy8777__Dynamic-LeaderBoard__backend_docker-compose.yml.yml,68,,0,2,2,2080,3,services;version;volumes,0,2,5
0,2,0,ishayyemini__wpa3_attack__admin_CTFd_docker-compose.yml.yml,64,,0,2,4,1402,2,networks;services,0,6,4
13,0,0,itismohan__datagenie__infra_docker-compose.yml.yml,305,,0,3,16,12131,4,name;networks;services;volumes,0,9,5
1,0,0,itzuitinh__studydocker__docker-compose.yml.yml,30,,0,1,2,572,4,networks;services;version;volumes,0,4,4
1,0,0,iwashin002__CF-curriculum__lesson7-MyApp_docker-compose.yml.yml,36,,0,2,3,917,1,services,0,6,4
3,0,0,jacqueshuang-fresnostate__rust-chain__docker-compose.yml.yml,39,,0,5,4,902,1,services,0,0,5
0,1,0,jahlgren-hy__devops-part2__scaling-exercise_docker-compose.yml.yml,21,,0,2,3,477,2,services;version,0,1,4
22,0,0,jakejarvis__homelab__docker-compose.yml.yml,570,,0,1,22,21312,4,secrets;services;version;volumes,0,44,5
2,0,0,javkjc__themgmtwonder__docker-compose.yml.yml,105,,0,2,7,2277,3,networks;services;volumes,0,8,5
4,1,0,jefersonralmeida__sospandemia__docker-compose.yml.yml,75,,0,8,7,1689,3,services;version;volumes,0,9,4
1,1,0,jeralyntrose-glitch__InnerVerse__docker-compose.yml.yml,106,,0,5,4,2651,4,networks;services;version;volumes,0,9,5
0,0,0,jessicacolombo__desafio-tecnico-carrinho-de-compras-bussola-social__docker-compose.yml.yml,33,,0,2,2,602,2,networks;services,0,1,4
0,2,0,jfahrer__containerizing_rails___examples_docker-compose.yml.org.yml,26,,0,1,2,481,3,services;version;volumes,0,1,4
1,0,0,jltardim__linkedin-prospect__docker-compose.yml.yml,32,,0,0,1,1098,3,networks;services;version,0,0,5
0,2,0,jmquigley__dotfiles__conf_containers_base_docker-compose.yml.yml,73,,0,3,3,1605,5,name;networks;secrets;services;version,0,2,6
0,0,0,jnussbaum__verkehrsmittelvergleich__docker-compose.yml.yml,13,,0,1,1,307,1,services,0,2,4
2,0,0,joaogabriel1309__joaogabriel060921__docker-compose.yml.yml,67,,0,2,2,1506,4,networks;services;version;volumes,0,1,5
1,4,0,jobrecruitmentdev-lang__JRAI__docker-compose.yml.yml,86,,0,4,5,2129,2,services;volumes,0,2,5
0,1,0,jobro1__WebshopGroeps__docker-compose.yml.yml,48,,0,3,3,970,3,networks;services;version,0,1,5
0,2,0,jochemfuchs__mysql8-polygonal-geolocator__docker-compose.yml.dist.yml,53,,0,2,5,1306,3,services;version;volumes,0,6,4
0,1,0,joe6276__Kubernetes-101__Kubernetes_Projects_4._Kubernetes-_Deployment_docker-compose.yml.yml,38,,0,3,3,634,3,services;version;volumes,0,2,4
0,0,0,johnsaleena__Project3__docker-compose.yml.yml,13,,0,1,1,227,3,services;version;volumes,0,1,4
0,2,0,joinrpg__kogda-igra__docker-compose.yml.yml,40,,0,2,2,903,2,services;volumes,1,1,5
0,8,0,jomariya23156__full-stack-on-prem-cv-mlops__docker-compose.yml.yml,342,,0,9,14,11136,4,networks;services;version;volumes,0,26,5
2,0,0,jong-k__lnqz-server__docker-compose.yml.yml,41,,0,0,2,917,2,services;volumes,0,1,5
0,1,0,jos3duardo__rinha-backend-2025-node__docker-compose.yml.yml,114,,0,3,6,2174,3,networks;services;volumes,0,2,6
0,24,0,joshdev8__AutoPlexx__docker-compose.yml.yml,555,,0,18,27,16594,4,name;networks;services;volumes,0,42,5
0,0,0,jrab66__traefik-101__docker_jenkins_docker-compose.yml.yml,19,,0,0,1,370,3,networks;services;version,0,0,4
